feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,str_label,label
8.39072252736229,10.589962523328008,9.195632743103909,8.135346948906706,4.499809670330265,6.7464121285733745,5.940171252720432,4.394449154672439,5.351858133476067,7.3758821482150125,6.70073110954781,5.0106352940962555,8.53734884265835,12.402021850708419,10.932859992715102,7.717132963418706,AA,0
6.795705775173515,10.183049243755137,6.492239835020471,7.29776828253138,0.6931471805599453,6.499787040655854,0.0,1.791759469228055,4.007333185232471,7.265429723253953,3.828641396489095,4.382026634673881,6.528027533689968,12.01499601756123,6.647457549438909,7.296454047858334,AA,0
3.091042453358316,8.136518252115291,3.912023005428146,6.6293632534374485,0.0,0.0,0.0,4.61512051684126,2.6390573296152584,6.579251212010101,3.258096538021482,4.890349128221754,3.504591679866439,11.328030953907657,4.777772040094063,7.1569563646156364,AA,0
8.743053050224676,5.313205979041787,8.057060681965766,4.700480365792417,5.840641657373398,0.0,5.53338948872752,0.0,6.293419278846481,3.2188758248682006,6.052089168924417,0.0,9.88395322257833,5.112581079310005,9.90487971489639,4.647008667758672,GG,1
4.04305126783455,9.337149218839878,6.813444599510896,4.61512051684126,0.0,6.142037405587356,3.713572066704308,0.0,2.6390573296152584,6.923628628138427,4.605170185988092,2.995732273553991,3.4394054365010507,11.41710175596393,7.275389164288386,4.884793558377152,AA,0
12.632032951509657,8.619569258033104,7.195937226475569,6.792344427470809,8.80537513890967,4.804021044733257,5.8289456176102075,0.0,9.429395577381786,5.393627546352362,5.857933154483459,4.2626798770413155,16.341484805512604,8.821367573813914,5.981203751398921,7.027538578571299,GG,1
5.58724865840025,9.47293537905132,5.480638923341991,3.7376696182833684,2.0794415416798357,6.4692503167957724,0.0,0.0,3.713572066704308,7.265429723253953,4.060443010546419,2.6390573296152584,5.936526849043473,12.039730413055082,6.333384104972048,3.3803942540323924,AA,0
4.382026634673881,9.906532910722088,7.6544432264701125,5.955837369464831,0.0,6.29156913955832,3.6109179126442243,0.0,2.3978952727983707,6.8885724595653635,4.948759890378168,3.6375861597263857,3.572474517026363,11.208793272617442,8.075621673568518,5.99987375972718,AA,0
9.069352678675205,5.529429087511423,6.428105272684596,4.736198448394496,6.100318952020064,0.0,0.0,0.0,6.459904454377535,2.9444389791664403,3.828641396489095,2.1972245773362196,9.977286191136873,4.3294356518847525,6.06345550382199,4.467561516126351,GG,1
5.3612921657094255,9.813015649372053,6.226536669287466,6.322565239927284,0.0,6.29156913955832,0.0,0.0,2.772588722239781,6.894670039433482,3.784189633918261,3.258096538021482,3.9339830083765635,11.405856580037952,5.805133513819684,6.998461993706255,AA,0
7.579167967396076,7.134890851565884,7.2456550675945355,6.8885724595653635,4.653960350157523,4.219507705176107,3.044522437723423,2.833213344056216,5.209486152841421,4.919980925828125,5.537334267018537,5.147494476813453,8.097050301529142,7.589038239547423,9.206884407002793,8.629759447959675,GG,1
4.499809670330265,8.564267598802166,4.127134385045092,5.402677381872279,0.0,5.783825182329737,0.0,0.0,2.8903717578961645,6.218600119691729,2.302585092994046,3.8066624897703196,3.9032123757459916,9.570176979252494,4.529702765686908,5.771167816943396,AA,0
9.348710041240954,11.835327753900197,8.9445502459405,9.996841274269336,6.45833828334479,7.617759576608505,5.968707559985366,6.3473892096560105,6.668228248417403,8.005367067316664,6.278521424165844,6.8416154764775925,9.758212619880288,12.954519891323544,9.571010325227798,10.983107706138615,AA,0
6.345636360828596,5.389071729816501,7.587310506022615,6.633318433280377,2.1972245773362196,0.0,3.9889840465642745,0.0,4.02535169073515,3.1354942159291497,4.787491742782046,4.330733340286331,6.206579745143834,4.964128505887109,7.850445222549126,7.035763635181308,GG,1
7.727094484779842,9.66058762285624,7.466227556215481,7.596392304064196,3.4339872044851463,6.548219102762372,5.627621113690637,5.860786223465865,4.6913478822291435,6.854354502255021,5.905361848054571,6.38856140554563,7.527134339134475,10.5951801042077,7.751547000040053,9.417720328110914,AA,0
7.562161631225652,9.51980839774982,7.755767170102998,7.471932078245122,3.295836866004329,6.218600119691729,3.713572066704308,3.258096538021482,4.663439094112067,6.695798917058491,4.8283137373023015,4.584967478670572,7.1838321112703625,10.836420508106652,7.819885657195786,7.5256060635674356,AA,0
3.8712010109078907,6.327936783729195,3.091042453358316,6.536691597591305,0.0,5.638354669333745,0.0,3.8918202981106265,2.5649493574615367,5.697093486505405,1.0986122886681096,4.770684624465665,3.381032051234509,6.419180264150966,3.481240089335692,7.847202198507554,AA,0
9.750161532583427,7.2078598714324755,6.244166900663736,5.616771097666572,6.1463292576688975,2.5649493574615367,0.0,0.0,6.9930151229329605,4.770684624465665,3.912023005428146,3.5263605246161616,11.658053768054323,8.003774117473615,6.27228905628754,5.550790440551622,GG,1
8.130647968160584,10.58734168618448,9.426580146973597,8.514589805546123,3.713572066704308,6.992096427415888,6.049733455231958,5.869296913133774,5.176149732573829,7.526178913346146,6.78897174299217,6.359573868672378,8.347110878156334,12.269866199241722,11.241885387573104,9.49145864203945,AA,0
7.7823903355874595,11.356949787514063,9.723463354790857,9.756726171140725,2.302585092994046,7.329093736246591,6.222576268071369,6.1779441140506,4.653960350157523,7.780303087908373,6.53813982376767,6.706862336602747,7.476433201920084,12.799759638869245,9.480331509235215,10.772817020646102,AA,0
5.241747015059643,8.20166019080868,6.129050210060545,6.3473892096560105,0.0,4.812184355372417,0.0,0.0,3.295836866004329,5.438079308923196,4.330733340286331,4.406719247264253,4.806663054196095,8.269849102190246,6.674534669208436,7.09289473126524,AA,0
5.583496308781699,9.154933364704444,7.647308832356238,7.621195162809845,0.6931471805599453,6.236369590203704,3.8066624897703196,3.5263605246161616,2.995732273553991,6.823286122355687,4.8283137373023015,4.962844630259907,4.478639486672598,11.370965966353788,7.771802766154573,8.2385390700125,AA,0
5.293304824724492,7.716015266642587,8.213652703029998,7.890956716138919,1.3862943611198906,3.4339872044851463,4.61512051684126,4.219507705176107,2.833213344056216,5.187385805840755,5.225746673713202,4.852030263919617,3.8152238086264485,8.560594207328856,8.301458471047871,7.513033867971094,AA,0
