cell_name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
colony-21414,0,0,5,5,0,5,0,0,0,0,8,8,1,4,8,0,2,8,8,8,6,-1,-1,-1,-1,-1,-1,3,7,1,8,0,0,0,5,0,7,4,3,4,7,2,2,2,8,8,0,0
colony-21417,4,0,5,-1,-1,-1,8,0,0,5,0,8,0,8,2,0,2,8,3,2,6,8,3,0,0,0,1,-1,-1,-1,8,7,8,-1,-1,-1,7,0,0,4,8,8,5,5,8,-1,-1,-1
colony-21418,8,2,5,5,0,5,0,4,0,3,2,0,1,5,8,-1,-1,-1,8,8,6,8,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,6,5,7,4,5,-1,-1,-1,5,2,8,0,0,4
colony-21419,5,0,5,-1,-1,-1,0,0,0,8,4,0,0,8,8,0,2,8,8,8,6,8,3,0,3,4,1,3,7,1,8,4,2,0,0,0,7,4,3,4,7,2,0,2,8,8,0,0
colony-21420,4,0,5,5,0,5,8,3,8,8,0,0,7,0,0,0,2,8,0,0,6,8,3,0,0,0,1,0,0,1,8,3,8,0,0,1,7,0,1,4,5,5,2,6,8,-1,-1,-1
colony-21421,4,1,5,-1,-1,-1,8,3,8,8,4,0,7,0,0,0,2,8,-1,-1,-1,8,3,4,-1,-1,-1,0,0,1,8,3,8,0,0,1,-1,-1,-1,4,0,5,-1,-1,-1,8,8,0
colony-21422,4,0,5,5,0,5,8,0,7,8,0,0,8,0,3,0,2,8,0,0,6,8,3,0,0,5,1,3,0,1,-1,-1,-1,0,0,1,7,0,0,4,0,3,4,4,8,8,5,0
colony-21424,0,0,1,-1,-1,-1,0,0,0,-1,-1,-1,0,7,5,7,8,3,0,3,1,8,3,0,0,0,3,0,0,0,-1,-1,-1,0,8,0,7,7,1,0,7,1,1,5,8,0,5,0
colony-21425,8,0,5,-1,-1,-1,0,4,0,3,3,8,7,2,8,0,2,8,8,8,6,8,3,3,3,4,1,3,0,1,8,5,1,0,7,5,7,4,3,-1,-1,-1,0,2,8,0,0,0
colony-21426,0,0,5,-1,-1,-1,-1,-1,-1,0,0,0,0,8,8,-1,-1,-1,8,8,6,8,3,5,3,4,1,3,7,1,-1,-1,-1,-1,-1,-1,7,4,3,4,7,2,0,2,8,8,0,0
colony-21427,4,0,5,5,0,5,8,3,8,8,0,5,3,0,4,0,2,8,0,0,6,8,3,3,0,0,1,3,8,1,8,3,8,-1,-1,-1,7,7,1,-1,-1,-1,6,8,8,8,8,0
colony-21429,4,0,5,-1,-1,-1,8,0,0,8,8,0,8,0,5,-1,-1,-1,0,7,6,-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,-1,-1,-1,-1,7,4,8,4,0,3,4,0,8,8,0,0
colony-21430,8,0,5,5,0,5,0,4,0,3,8,8,7,2,8,0,2,8,-1,-1,-1,8,3,3,3,4,1,3,7,1,8,5,1,0,7,5,7,4,3,-1,-1,-1,0,2,8,0,0,6
colony-21431,4,0,5,5,0,5,8,0,0,8,0,3,8,0,5,0,2,8,0,7,6,8,3,0,0,0,1,0,0,1,8,4,8,-1,-1,-1,7,4,0,4,0,3,4,0,8,8,0,0
colony-21432,8,2,5,5,0,5,0,4,0,3,2,0,1,5,8,-1,-1,-1,8,8,6,8,3,0,-1,-1,-1,3,4,0,8,0,0,7,6,5,7,4,5,-1,-1,-1,5,2,8,-1,-1,-1
colony-21433,-1,-1,-1,-1,-1,-1,8,5,0,4,0,0,-1,-1,-1,8,2,8,8,8,6,8,3,0,3,0,1,2,8,1,8,2,0,0,0,5,-1,-1,-1,4,0,2,3,2,8,0,2,0
colony-21437,0,0,5,-1,-1,-1,0,8,0,0,8,0,1,4,8,8,2,8,8,8,6,8,3,5,-1,-1,-1,3,7,1,8,0,7,0,0,0,7,4,3,4,7,2,-1,-1,-1,8,0,0
colony-21438,4,4,5,-1,-1,-1,8,0,0,8,0,8,0,5,5,-1,-1,-1,0,0,6,-1,-1,-1,-1,-1,-1,8,0,1,-1,-1,-1,8,0,1,7,0,5,4,4,3,8,8,8,8,0,0
colony-21440,4,0,5,5,0,5,8,3,0,8,0,0,5,8,5,-1,-1,-1,0,4,6,8,3,0,-1,-1,-1,0,2,1,8,3,8,4,0,1,7,8,1,4,8,0,0,8,8,8,8,0
colony-21441,8,0,5,5,0,5,0,4,0,0,0,0,-1,-1,-1,0,2,8,8,8,6,-1,-1,-1,3,4,1,3,7,1,-1,-1,-1,7,6,5,7,4,0,-1,-1,-1,3,2,8,-1,-1,-1
colony-21442,4,0,5,-1,-1,-1,8,0,0,8,0,0,-1,-1,-1,-1,-1,-1,2,0,6,8,3,0,5,0,1,0,0,1,-1,-1,-1,-1,-1,-1,7,0,0,4,0,3,-1,-1,-1,8,0,0
colony-21445,4,0,5,-1,-1,-1,8,0,0,8,0,0,8,0,0,0,2,8,0,0,6,8,3,0,0,5,1,-1,-1,-1,8,4,8,-1,-1,-1,7,5,0,4,0,3,4,0,8,8,0,0
colony-21447,0,0,1,-1,-1,-1,0,0,0,0,0,0,0,7,5,2,8,3,5,3,1,-1,-1,-1,-1,-1,-1,0,0,7,8,0,0,0,8,8,7,7,1,-1,-1,-1,1,5,8,0,5,0
colony-21449,0,0,1,5,8,8,0,0,0,0,0,0,-1,-1,-1,2,8,3,0,3,1,0,0,5,0,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,1,-1,-1,-1,1,5,8,0,5,0
colony-21451,-1,-1,-1,-1,-1,-1,8,0,0,8,0,0,-1,-1,-1,0,2,8,2,0,6,8,3,0,-1,-1,-1,0,0,1,-1,-1,-1,0,0,1,7,0,0,4,0,3,-1,-1,-1,8,0,0
colony-21452,-1,-1,-1,5,0,5,8,3,8,8,0,5,0,0,0,0,2,8,1,3,6,-1,-1,-1,5,5,1,0,2,1,8,3,1,4,0,1,7,8,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
colony-21453,4,0,5,5,0,5,8,0,7,-1,-1,-1,8,0,0,0,2,8,0,0,6,8,3,0,0,5,1,3,0,1,-1,-1,-1,0,0,1,7,0,0,4,0,3,4,4,8,8,0,0
colony-21455,4,0,5,5,0,5,8,0,0,8,4,0,8,0,8,0,2,8,0,0,6,8,3,0,-1,-1,-1,0,0,1,8,4,8,0,0,1,7,7,2,4,0,3,4,7,8,8,0,0
colony-21461,4,0,5,-1,-1,-1,8,3,8,-1,-1,-1,0,0,0,-1,-1,-1,1,4,6,-1,-1,-1,5,5,1,0,2,1,8,3,8,4,0,1,7,8,1,4,0,0,0,8,8,8,8,0
colony-21464,8,3,5,-1,-1,-1,-1,-1,-1,0,3,0,1,4,5,-1,-1,-1,8,8,6,8,3,8,3,0,1,0,0,1,-1,-1,-1,0,4,5,-1,-1,-1,4,0,2,-1,-1,-1,0,0,0
colony-21469,4,5,5,-1,-1,-1,8,3,8,8,0,5,0,0,0,-1,-1,-1,0,8,6,8,3,0,0,0,1,3,8,1,-1,-1,-1,0,0,1,7,7,1,4,8,5,6,0,8,8,8,0
colony-21470,0,0,1,5,8,8,0,0,0,0,0,0,-1,-1,-1,2,0,3,0,3,1,0,0,5,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,7,7,1,0,7,1,1,5,8,0,5,0
colony-21471,4,0,5,-1,-1,-1,8,0,0,8,0,0,5,4,5,2,0,3,0,0,6,8,3,0,0,0,1,0,0,1,-1,-1,-1,5,0,1,7,2,0,4,8,8,-1,-1,-1,-1,-1,-1
colony-21472,0,0,1,5,8,8,0,0,0,0,0,0,0,7,5,2,8,3,0,3,1,0,0,5,-1,-1,-1,0,0,7,8,0,0,-1,-1,-1,7,7,1,5,7,1,1,5,8,0,5,0
colony-21474,4,8,5,-1,-1,-1,0,0,0,0,0,8,0,1,5,0,2,8,8,8,6,8,3,0,3,7,1,0,7,1,8,0,0,-1,-1,-1,-1,-1,-1,4,0,2,3,2,8,0,0,0
colony-21475,4,0,5,5,0,5,8,3,8,8,4,0,1,0,0,-1,-1,-1,6,0,6,8,3,0,-1,-1,-1,0,8,1,8,3,8,-1,-1,-1,7,7,1,4,8,5,6,0,8,-1,-1,-1
colony-21476,0,0,1,5,8,8,0,0,0,0,0,0,0,7,5,-1,-1,-1,-1,-1,-1,0,0,5,0,4,3,0,0,0,-1,-1,-1,0,0,0,7,7,1,-1,-1,-1,1,5,8,0,5,0
colony-21477,4,0,5,5,0,5,8,0,0,8,0,0,-1,-1,-1,-1,-1,-1,0,0,6,-1,-1,-1,0,0,1,-1,-1,-1,8,4,8,-1,-1,-1,7,2,8,4,0,3,-1,-1,-1,8,0,0
colony-21478,4,0,5,-1,-1,-1,8,0,0,8,0,0,8,0,8,-1,-1,-1,0,0,6,8,3,0,0,0,1,0,0,1,-1,-1,-1,0,0,1,7,0,0,-1,-1,-1,4,0,8,-1,-1,-1
colony-21480,4,0,5,5,0,5,8,0,0,8,0,0,8,0,8,0,2,8,0,0,6,8,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,7,0,0,4,0,3,4,0,8,8,0,0
colony-21483,0,8,1,-1,-1,-1,0,0,0,7,0,0,8,4,5,2,7,3,0,3,1,-1,-1,-1,2,4,3,0,0,0,8,0,8,0,0,0,7,7,3,5,7,1,1,5,8,0,5,0
colony-21484,-1,-1,-1,-1,-1,-1,0,4,0,3,8,8,-1,-1,-1,0,2,8,8,8,6,5,3,3,-1,-1,-1,-1,-1,-1,8,5,1,0,7,5,7,4,1,4,4,2,0,2,8,0,0,0
colony-21488,4,0,5,-1,-1,-1,8,3,8,8,2,1,7,0,0,5,2,8,0,0,6,8,3,0,0,0,1,0,4,1,-1,-1,-1,-1,-1,-1,7,0,1,-1,-1,-1,2,6,8,8,8,0
colony-21489,4,0,5,5,0,5,8,7,0,8,0,0,7,5,0,-1,-1,-1,0,0,6,-1,-1,-1,5,8,1,8,0,1,8,8,8,0,0,1,-1,-1,-1,4,4,3,8,8,8,8,0,0
colony-21491,4,0,5,5,0,5,8,3,8,8,4,0,1,1,0,5,2,8,0,0,6,8,3,0,0,5,1,4,8,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,8,5,6,0,8,8,8,0
colony-21492,4,0,5,5,0,5,8,8,2,8,0,0,0,4,0,0,2,1,0,0,6,8,3,0,-1,-1,-1,0,0,1,8,0,8,0,0,1,7,0,2,4,0,3,8,8,8,8,1,0
colony-21493,4,0,5,5,0,5,8,0,0,8,0,0,0,4,0,0,2,8,0,0,6,-1,-1,-1,0,8,1,8,0,1,8,8,8,-1,-1,-1,7,0,0,4,0,3,8,8,8,8,7,0
colony-21495,0,0,5,5,8,5,0,0,0,-1,-1,-1,7,7,8,-1,-1,-1,8,8,6,8,3,0,3,4,1,3,7,1,8,0,0,3,0,1,7,4,8,4,7,2,0,2,8,0,0,0
colony-21497,4,0,5,-1,-1,-1,8,3,8,8,0,4,7,0,0,-1,-1,-1,-1,-1,-1,8,3,0,0,0,1,8,4,1,-1,-1,-1,-1,-1,-1,7,0,1,4,5,5,2,6,8,8,8,0
colony-21498,4,0,5,5,4,5,8,3,8,8,4,0,4,0,5,0,2,8,0,0,6,8,3,0,0,0,1,8,8,1,8,3,8,-1,-1,-1,-1,-1,-1,4,0,5,2,0,8,8,8,0
colony-21500,0,0,1,-1,-1,-1,0,0,0,0,3,0,5,7,5,-1,-1,-1,-1,-1,-1,0,0,0,0,8,8,-1,-1,-1,-1,-1,-1,0,0,7,7,0,0,0,7,1,1,5,8,0,5,0
colony-21503,4,0,5,5,0,5,8,0,0,8,0,2,8,0,0,0,2,8,5,8,6,8,3,0,7,0,1,-1,-1,-1,-1,-1,-1,0,4,1,-1,-1,-1,4,7,3,0,2,8,8,0,0
colony-21504,4,0,5,5,0,5,8,7,3,8,0,0,-1,-1,-1,-1,-1,-1,0,0,6,8,3,1,0,8,1,8,0,1,-1,-1,-1,-1,-1,-1,7,0,5,4,4,3,8,8,8,8,0,0
colony-21505,4,0,5,5,0,5,8,0,0,8,8,2,8,4,0,4,2,8,5,0,6,8,3,0,-1,-1,-1,0,8,1,-1,-1,-1,0,0,1,7,0,0,4,7,3,0,0,8,8,0,0
colony-21506,0,0,1,5,2,0,0,2,0,1,0,2,0,0,5,4,2,8,0,0,1,-1,-1,-1,0,0,6,0,0,0,8,0,0,-1,-1,-1,7,8,0,0,0,1,1,5,8,0,5,0
colony-21507,4,0,5,5,4,5,8,3,8,8,0,0,7,0,0,-1,-1,-1,3,5,6,8,3,0,-1,-1,-1,8,4,1,8,3,8,0,0,1,7,0,1,4,5,5,2,6,8,-1,-1,-1
colony-21509,4,0,5,5,0,5,8,0,0,8,0,2,8,0,1,0,2,8,-1,-1,-1,8,3,0,7,0,1,3,8,1,8,4,8,0,0,8,7,0,0,4,7,3,3,2,8,8,0,0
colony-21510,4,0,5,-1,-1,-1,8,3,8,8,4,0,7,0,0,0,2,8,0,0,6,8,3,0,0,0,1,8,8,1,-1,-1,-1,0,0,1,7,4,1,4,0,5,-1,-1,-1,8,8,0
colony-21511,4,0,5,5,0,5,8,0,3,8,0,0,0,0,7,0,2,8,0,0,6,-1,-1,-1,-1,-1,-1,0,4,1,8,7,8,0,0,1,7,2,0,4,8,8,0,5,8,8,0,0
colony-21512,-1,-1,-1,-1,-1,-1,0,0,0,0,0,8,0,0,0,0,2,8,8,8,6,8,3,0,3,7,1,8,0,1,8,8,8,-1,-1,-1,7,0,0,4,0,2,3,2,0,-1,-1,-1
colony-21514,4,3,5,5,0,5,8,0,0,8,8,0,0,8,0,0,2,8,0,0,6,8,3,0,-1,-1,-1,0,0,1,8,7,8,0,0,1,7,0,0,4,0,8,-1,-1,-1,8,2,0
colony-21516,0,0,5,5,8,5,0,2,0,3,7,0,7,7,8,0,2,8,8,8,6,-1,-1,-1,3,4,1,3,7,1,8,0,0,0,0,5,7,4,0,4,7,2,4,2,8,0,0,0
colony-21518,4,0,5,-1,-1,-1,8,0,0,8,0,0,8,0,5,0,2,8,0,0,6,8,3,0,0,0,1,0,0,1,8,7,8,0,0,1,7,2,4,4,8,8,0,5,8,8,0,0
colony-21519,4,0,5,5,0,5,8,7,3,8,0,0,7,5,0,0,2,8,0,0,6,-1,-1,-1,8,8,1,8,0,1,-1,-1,-1,3,0,1,-1,-1,-1,4,4,3,8,8,8,8,0,0
colony-21520,4,8,5,-1,-1,-1,8,0,0,5,0,8,0,1,5,0,2,8,8,8,6,8,3,5,3,7,1,0,7,1,8,0,0,0,0,5,7,4,8,4,0,2,3,2,8,0,0,0
colony-21522,-1,-1,-1,-1,-1,-1,8,0,0,8,8,0,0,8,0,0,2,8,0,0,6,8,3,0,0,0,1,0,0,1,8,7,8,0,0,1,7,0,0,4,0,8,0,5,8,0,0,4
colony-21523,4,5,5,-1,-1,-1,0,4,5,3,1,8,7,4,8,0,2,8,8,8,6,8,3,3,-1,-1,-1,3,7,1,-1,-1,-1,-1,-1,-1,7,4,0,-1,-1,-1,1,2,8,-1,-1,-1
colony-21525,4,0,5,5,0,5,8,0,3,-1,-1,-1,0,0,7,-1,-1,-1,0,0,6,-1,-1,-1,0,3,1,0,0,1,0,2,8,0,0,1,7,2,0,4,8,8,0,5,8,-1,-1,-1
colony-21526,4,5,5,5,0,5,8,0,0,8,0,2,8,3,0,-1,-1,-1,-1,-1,-1,8,3,0,8,7,1,0,8,1,8,4,8,0,1,1,7,2,0,4,0,3,0,0,8,8,0,0
colony-21527,4,0,5,-1,-1,-1,8,0,3,8,0,0,0,0,7,1,2,8,0,0,6,-1,-1,-1,0,0,1,0,0,1,-1,-1,-1,0,0,1,7,2,0,-1,-1,-1,0,5,8,8,0,0
colony-21528,4,0,5,-1,-1,-1,8,3,8,8,0,0,7,0,0,-1,-1,-1,0,0,6,8,3,0,0,0,1,8,4,1,8,3,8,-1,-1,-1,-1,-1,-1,4,5,5,2,6,8,8,8,0
colony-21530,0,0,5,5,0,5,0,0,0,0,0,0,1,4,8,0,2,8,8,8,6,8,3,5,3,4,1,3,7,1,8,0,0,0,0,0,7,4,3,4,7,2,2,2,8,8,0,0
colony-21531,4,5,5,5,0,5,8,0,0,8,0,2,8,0,0,0,2,8,0,0,6,8,3,0,8,7,1,-1,-1,-1,-1,-1,-1,0,0,1,7,0,1,4,0,3,0,0,8,8,0,0
colony-21532,-1,-1,-1,-1,-1,-1,0,2,0,0,4,0,7,7,8,0,2,8,8,8,6,8,3,2,3,4,1,3,7,1,8,0,0,0,0,0,7,4,0,4,7,2,4,2,8,0,0,0
colony-21536,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,5,4,5,-1,-1,-1,0,3,1,-1,-1,-1,0,0,3,0,0,1,8,0,8,6,4,0,7,7,0,-1,-1,-1,1,5,8,0,5,0
colony-21537,4,0,5,5,0,5,8,0,0,8,8,2,8,4,0,4,2,8,-1,-1,-1,8,3,8,7,1,1,0,8,1,-1,-1,-1,0,0,1,-1,-1,-1,4,7,3,0,0,8,8,0,0
colony-21538,4,0,5,-1,-1,-1,8,0,0,8,0,0,3,2,0,0,2,8,0,0,6,8,3,0,-1,-1,-1,0,0,1,8,7,8,-1,-1,-1,-1,-1,-1,4,0,8,0,0,8,-1,-1,-1
colony-21539,8,0,5,5,0,5,0,0,0,0,8,0,1,4,8,-1,-1,-1,8,8,6,8,3,5,-1,-1,-1,3,7,1,-1,-1,-1,-1,-1,-1,7,4,3,4,7,2,2,2,8,8,0,0
colony-21540,4,0,5,-1,-1,-1,8,0,0,-1,-1,-1,0,2,0,0,2,8,0,0,6,8,3,0,0,0,1,0,0,1,8,7,8,0,0,1,-1,-1,-1,4,0,8,0,0,8,-1,-1,-1
colony-21541,4,0,5,5,0,5,8,1,3,-1,-1,-1,0,0,7,0,2,8,0,0,6,8,3,0,0,0,8,5,4,1,8,7,8,0,0,1,7,2,0,4,8,8,7,5,8,8,0,0
colony-21542,0,0,5,5,0,5,0,0,0,0,4,0,-1,-1,-1,-1,-1,-1,8,8,6,8,3,5,3,4,1,3,7,1,8,0,0,0,0,0,-1,-1,-1,4,7,2,2,2,8,8,0,0
colony-21545,0,0,1,5,2,0,0,0,0,6,0,8,5,4,5,2,0,3,7,3,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4,0,7,7,0,0,7,1,1,5,8,-1,-1,-1
colony-21547,-1,-1,-1,-1,-1,-1,8,0,0,8,8,0,8,8,1,-1,-1,-1,0,0,6,8,3,0,1,0,1,0,0,8,-1,-1,-1,0,0,1,-1,-1,-1,4,0,8,0,1,8,8,2,0
colony-21550,8,0,5,-1,-1,-1,0,4,0,3,0,8,7,4,8,0,2,8,8,8,6,8,3,3,3,4,1,3,7,1,-1,-1,-1,-1,-1,-1,7,4,8,4,0,2,1,2,8,1,0,0
colony-21551,4,8,5,-1,-1,-1,8,0,0,8,5,0,-1,-1,-1,0,2,8,0,0,6,8,3,0,0,0,1,0,0,1,-1,-1,-1,0,0,1,7,0,0,4,8,8,5,5,8,8,0,0
colony-21553,4,3,5,5,0,5,8,0,0,8,8,0,8,8,0,8,2,8,-1,-1,-1,8,3,0,0,0,1,0,8,1,8,7,8,-1,-1,-1,7,4,0,4,5,8,0,0,8,8,2,0
colony-21559,0,0,1,5,0,6,-1,-1,-1,0,3,0,0,7,5,2,6,3,0,1,8,0,0,0,0,0,8,0,0,0,8,0,0,-1,-1,-1,-1,-1,-1,0,7,1,-1,-1,-1,-1,-1,-1
colony-21560,-1,-1,-1,5,0,5,8,7,3,8,0,0,7,5,0,0,2,8,-1,-1,-1,8,3,1,-1,-1,-1,8,0,1,-1,-1,-1,3,0,1,7,0,5,-1,-1,-1,-1,-1,-1,8,0,0
colony-21561,0,0,5,5,0,5,0,0,0,0,4,0,0,7,8,0,2,8,8,8,6,8,3,0,3,4,1,3,7,1,8,0,0,0,0,0,7,4,0,4,7,2,8,0,0,0,0,0
colony-21563,4,0,5,-1,-1,-1,8,0,0,8,0,2,8,0,0,0,2,8,2,6,6,8,3,0,7,0,1,0,8,1,-1,-1,-1,0,0,1,7,0,0,4,7,3,0,0,8,8,0,0
colony-21564,4,0,5,5,4,5,8,3,8,-1,-1,-1,7,8,0,3,2,8,2,0,6,8,3,0,-1,-1,-1,0,0,1,8,8,8,0,8,1,7,0,7,4,0,5,2,0,8,8,8,0
colony-21565,4,0,5,5,0,5,8,7,0,8,0,0,1,4,2,0,2,8,0,0,6,8,3,0,-1,-1,-1,0,2,1,8,2,8,-1,-1,-1,-1,-1,-1,4,2,3,8,8,8,8,1,0
colony-21566,0,0,5,-1,-1,-1,0,0,0,0,4,0,0,0,8,8,2,8,8,8,6,8,3,0,3,4,1,3,7,1,8,0,0,1,0,7,7,4,0,4,7,2,8,2,8,7,0,0
colony-21567,0,0,5,-1,-1,-1,0,0,3,1,4,8,0,0,8,8,2,8,8,8,6,8,3,0,-1,-1,-1,3,7,1,-1,-1,-1,0,0,7,7,4,0,4,7,2,0,2,8,7,0,0
colony-21569,0,4,5,-1,-1,-1,5,0,5,6,5,0,2,8,8,0,2,8,-1,-1,-1,-1,-1,-1,3,1,1,4,8,1,-1,-1,-1,0,0,6,7,4,5,-1,-1,-1,8,2,8,-1,-1,-1
colony-21571,4,0,5,5,0,5,8,2,0,8,0,0,0,4,2,0,2,8,0,0,6,8,3,0,0,0,1,0,2,1,8,0,8,-1,-1,-1,7,8,7,4,4,3,8,8,8,8,1,0
colony-21572,-1,-1,-1,5,0,5,0,0,2,0,0,5,2,4,1,1,2,8,-1,-1,-1,8,3,5,3,3,1,0,0,1,8,3,0,0,0,0,7,4,5,4,0,2,8,0,8,0,0,0
colony-21573,4,0,5,-1,-1,-1,8,2,0,8,0,0,0,4,2,0,2,8,0,0,6,8,3,0,-1,-1,-1,0,2,1,8,0,8,0,0,1,7,8,7,-1,-1,-1,8,8,8,-1,-1,-1
colony-21574,0,2,5,5,4,5,0,0,0,3,4,0,-1,-1,-1,7,8,1,-1,-1,-1,8,3,8,3,3,1,0,0,1,8,3,0,0,0,0,-1,-1,-1,4,0,2,8,5,8,0,0,0
colony-21575,4,0,5,5,4,5,8,3,8,-1,-1,-1,7,0,0,0,2,8,0,0,6,8,3,0,-1,-1,-1,8,4,1,-1,-1,-1,0,0,1,7,3,1,4,5,5,-1,-1,-1,8,8,0
colony-21576,0,4,5,5,0,5,5,0,5,6,5,0,2,8,8,0,2,8,8,8,6,8,3,5,-1,-1,-1,4,2,1,8,3,3,0,0,6,-1,-1,-1,4,8,2,8,2,8,-1,-1,-1
colony-21578,4,0,5,5,0,5,8,0,0,8,3,0,6,0,0,0,2,8,0,0,6,8,3,0,4,0,1,3,3,1,8,7,8,3,8,1,-1,-1,-1,4,8,8,1,5,8,-1,-1,-1
colony-21580,1,0,5,-1,-1,-1,0,0,0,2,6,0,8,8,8,0,2,8,8,8,6,8,3,0,3,4,1,3,7,1,-1,-1,-1,-1,-1,-1,7,4,3,-1,-1,-1,0,2,8,-1,-1,-1
colony-21581,4,0,5,-1,-1,-1,8,3,8,8,4,0,0,0,1,0,2,8,0,0,6,8,3,0,-1,-1,-1,0,0,1,-1,-1,-1,0,0,1,7,4,1,4,0,5,2,0,8,8,0,0
colony-21582,4,4,5,5,0,5,-1,-1,-1,8,0,0,0,4,2,0,2,8,0,0,6,-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,-1,0,0,1,7,3,2,4,0,3,8,8,8,8,1,0
colony-21583,4,4,5,5,0,5,-1,-1,-1,8,0,0,0,4,2,0,2,8,0,0,6,8,3,0,1,7,1,0,0,1,-1,-1,-1,8,0,1,7,3,2,4,0,3,-1,-1,-1,8,1,0
colony-21584,4,0,5,5,0,5,8,8,2,-1,-1,-1,0,4,0,0,2,8,0,0,6,8,3,0,1,7,1,0,0,1,-1,-1,-1,-1,-1,-1,7,2,2,4,0,3,8,8,8,8,1,0
colony-21585,4,5,5,-1,-1,-1,8,0,0,8,3,0,6,0,0,0,2,8,0,0,6,8,3,0,4,0,8,3,3,1,8,7,8,3,8,1,7,0,7,-1,-1,-1,1,5,8,8,0,0
colony-21586,1,2,5,5,0,5,0,0,5,-1,-1,-1,2,4,1,1,2,8,8,8,6,8,3,5,-1,-1,-1,0,0,1,8,3,0,0,1,0,-1,-1,-1,4,0,2,8,0,8,0,0,0
colony-21587,0,2,0,-1,-1,-1,7,0,0,0,0,0,0,0,5,2,0,3,0,8,1,0,0,5,0,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,6,5,0,1,1,5,8,0,5,0
colony-21588,0,0,1,5,5,6,0,0,0,0,3,1,8,7,5,2,6,3,0,0,8,0,0,0,0,0,8,0,0,0,8,5,8,0,0,7,7,0,0,0,7,1,1,5,8,0,5,0
colony-21589,-1,-1,-1,5,2,0,7,0,0,0,0,0,-1,-1,-1,2,0,3,2,8,1,0,0,5,0,0,5,0,0,5,8,0,8,-1,-1,-1,7,0,6,5,4,1,1,5,8,0,5,0
colony-21591,0,0,1,-1,-1,-1,-1,-1,-1,1,0,2,0,0,5,-1,-1,-1,0,0,1,0,0,5,0,0,6,0,0,0,8,0,0,0,0,7,-1,-1,-1,0,0,1,-1,-1,-1,0,5,0
colony-21593,0,0,5,5,3,5,5,0,5,0,0,0,2,8,8,-1,-1,-1,8,8,6,8,3,5,3,3,1,4,2,1,-1,-1,-1,0,0,6,7,4,5,4,8,2,8,2,8,1,0,0
colony-21596,4,0,5,5,0,5,8,7,3,8,0,0,7,5,1,0,2,8,0,0,6,8,3,1,-1,-1,-1,8,0,1,8,8,8,0,0,1,7,0,5,-1,-1,-1,8,8,8,8,0,0
colony-21597,0,0,1,5,0,0,0,5,0,7,3,0,1,7,5,2,6,3,0,0,8,0,0,0,0,0,0,0,0,0,8,0,3,-1,-1,-1,7,0,0,0,7,1,1,5,8,0,5,0
colony-21598,-1,-1,-1,5,4,5,0,0,0,8,0,0,2,4,1,0,2,8,8,8,6,-1,-1,-1,3,3,1,0,0,1,8,3,0,-1,-1,-1,7,4,5,4,0,2,8,1,8,0,0,0
colony-21599,4,0,5,5,0,5,-1,-1,-1,8,0,0,0,4,8,0,2,8,0,1,6,8,3,0,1,7,1,3,7,1,-1,-1,-1,0,0,1,7,0,2,4,0,3,-1,-1,-1,8,1,0
colony-21600,-1,-1,-1,-1,-1,-1,0,0,0,0,3,0,-1,-1,-1,-1,-1,-1,0,1,8,0,0,0,0,0,8,-1,-1,-1,8,0,0,0,0,7,7,0,0,0,7,1,-1,-1,-1,0,5,0
colony-21604,0,2,5,-1,-1,-1,0,0,2,5,4,5,-1,-1,-1,1,2,8,8,8,6,8,3,5,3,3,1,-1,-1,-1,8,3,0,-1,-1,-1,7,4,5,-1,-1,-1,8,0,8,0,0,0
colony-21605,4,0,5,5,0,5,8,2,0,-1,-1,-1,0,4,2,-1,-1,-1,0,0,6,8,3,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,8,7,4,4,3,8,8,8,8,1,0
colony-21608,0,0,5,5,0,5,5,0,5,0,0,0,2,8,8,3,3,3,-1,-1,-1,8,3,5,3,1,1,4,2,1,-1,-1,-1,0,0,8,-1,-1,-1,4,8,2,8,2,8,1,0,0
colony-21609,4,0,5,5,0,5,8,0,0,8,0,2,8,0,0,0,2,8,5,0,6,-1,-1,-1,7,0,1,0,8,1,8,4,8,-1,-1,-1,7,0,0,4,7,3,0,2,8,8,0,0
colony-21610,4,3,5,5,8,5,-1,-1,-1,8,0,0,5,0,8,-1,-1,-1,0,0,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,7,8,0,0,1,7,0,0,4,0,8,0,0,8,8,2,0
