cell_name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
4T1_preedited-4190,2,4,2,-1,-1,-1,8,1,7,8,5,8,4,7,5,-1,-1,-1,1,4,8,8,5,1,2,5,1,3,2,3,3,4,2,5,5,2,-1,-1,-1,1,2,3,8,4,2,7,1,1,-1,-1,-1,3,3,8,3,8,5,8,8,4
4T1_preedited-4195,2,4,2,6,2,1,8,1,7,8,5,8,4,7,5,1,7,8,1,4,8,8,5,1,2,5,1,3,2,3,3,4,2,5,5,2,1,2,6,-1,-1,-1,8,4,2,7,1,1,4,2,8,3,3,8,3,8,5,8,8,4
4T1_preedited-4196,2,4,2,6,2,1,8,1,7,2,5,8,4,7,5,1,7,8,1,4,8,8,5,1,2,5,1,3,2,3,3,4,2,-1,-1,-1,1,5,6,1,2,3,8,4,2,-1,-1,-1,4,2,8,3,3,8,3,8,5,8,8,4
4T1_preedited-4202,2,4,2,6,2,1,-1,-1,-1,8,5,8,4,5,5,1,7,8,-1,-1,-1,8,5,1,2,5,1,1,5,7,3,4,2,2,5,2,-1,-1,-1,1,2,3,-1,-1,-1,7,1,1,2,5,1,3,3,8,3,8,5,8,8,4
4T1_preedited-4272,2,4,2,-1,-1,-1,8,1,7,2,5,8,4,7,5,-1,-1,-1,1,4,8,8,5,1,2,5,1,3,2,3,3,4,2,5,5,2,1,2,3,-1,-1,-1,2,5,7,7,1,1,4,2,8,3,3,8,-1,-1,-1,8,8,4
4T1_preedited-4276,2,4,2,6,2,1,2,5,7,2,5,8,2,5,7,2,5,7,2,5,7,8,5,1,2,5,1,3,2,3,-1,-1,-1,2,5,7,1,2,8,-1,-1,-1,-1,-1,-1,7,5,1,4,2,8,-1,-1,-1,1,0,5,8,8,4
4T1_preedited-4344,2,4,7,6,2,1,8,1,7,8,5,8,4,5,7,1,7,8,1,4,8,8,5,1,2,5,1,0,5,7,3,4,2,2,5,2,1,2,6,1,2,3,8,4,2,7,5,1,4,2,8,3,3,8,3,8,7,-1,-1,-1
4T1_preedited-4430,2,4,2,6,2,1,8,1,7,8,5,8,4,7,5,1,7,8,1,4,8,8,5,1,2,5,1,3,2,3,3,4,2,5,5,2,1,2,6,1,2,3,8,4,2,7,1,1,4,2,8,-1,-1,-1,3,8,5,8,8,4
4T1_preedited-4448,2,4,2,6,2,1,8,5,7,8,5,8,-1,-1,-1,2,5,1,2,4,7,8,5,1,2,5,1,-1,-1,-1,3,4,2,-1,-1,-1,1,2,6,1,2,3,-1,-1,-1,7,5,1,4,2,8,2,5,7,3,8,5,8,0,0
4T1_preedited-4456,2,0,7,-1,-1,-1,8,5,7,8,5,8,4,7,5,-1,-1,-1,1,4,8,-1,-1,-1,2,5,1,-1,-1,-1,1,4,2,2,5,2,-1,-1,-1,2,5,7,-1,-1,-1,-1,-1,-1,4,2,8,3,3,8,3,8,5,8,8,0
4T1_preedited-4478,2,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,1,7,8,-1,-1,-1,8,5,1,-1,-1,-1,2,5,7,-1,-1,-1,-1,-1,-1,2,5,8,1,2,3,8,4,2,7,1,1,-1,-1,-1,3,3,8,3,5,5,-1,-1,-1
4T1_preedited-4506,2,4,2,-1,-1,-1,8,1,7,8,5,8,-1,-1,-1,1,5,7,1,4,8,8,5,1,2,5,1,2,5,7,-1,-1,-1,5,5,2,1,2,6,1,2,3,-1,-1,-1,7,1,1,4,2,8,3,3,8,3,8,5,-1,-1,-1
4T1_preedited-4539,2,4,2,6,2,1,-1,-1,-1,8,5,8,4,7,5,2,7,8,1,4,8,8,5,1,-1,-1,-1,3,2,3,3,4,7,2,5,2,1,2,6,1,2,3,8,4,2,-1,-1,-1,8,2,8,3,3,8,3,8,5,2,5,7
4T1_preedited-4575,2,4,3,-1,-1,-1,2,5,7,2,5,7,8,5,7,2,5,7,1,4,8,-1,-1,-1,-1,-1,-1,1,2,0,-1,-1,-1,5,5,2,-1,-1,-1,-1,-1,-1,2,4,7,7,1,1,4,2,8,1,1,8,3,8,5,8,8,4
4T1_preedited-4617,2,4,2,-1,-1,-1,8,1,7,8,5,8,-1,-1,-1,1,5,1,1,4,8,8,5,1,2,5,1,3,2,3,3,4,2,5,5,2,1,2,6,-1,-1,-1,8,4,2,-1,-1,-1,4,2,8,3,3,8,3,8,5,-1,-1,-1
4T1_preedited-4786,2,4,2,6,2,1,8,1,7,8,5,8,-1,-1,-1,2,7,1,2,0,7,8,5,1,2,5,1,1,2,0,3,4,7,5,5,2,2,5,5,1,2,3,8,4,2,7,1,1,4,2,8,3,3,8,3,8,5,8,8,0
4T1_preedited-479,2,4,2,6,2,1,8,1,7,8,5,8,8,5,7,1,7,8,1,4,8,8,5,1,2,5,1,3,2,3,3,4,2,5,5,2,1,5,6,1,2,3,-1,-1,-1,7,1,1,4,2,8,3,3,8,3,8,5,8,8,7
4T1_preedited-4820,-1,-1,-1,6,2,1,8,1,7,8,5,8,0,5,5,1,7,8,1,4,8,8,0,1,2,5,1,3,2,3,3,4,2,2,5,0,-1,-1,-1,1,2,3,-1,-1,-1,7,1,1,4,2,8,3,3,8,3,8,5,8,8,4
4T1_preedited-4823,2,4,2,6,2,1,8,1,7,-1,-1,-1,4,7,5,1,7,8,1,4,8,8,5,1,2,5,1,3,2,3,3,4,2,5,5,2,1,2,6,-1,-1,-1,2,0,2,7,1,1,4,2,8,3,3,8,3,8,5,8,8,4
4T1_preedited-4825,2,4,2,6,2,1,8,1,7,8,5,8,4,7,5,1,7,8,-1,-1,-1,8,5,1,2,5,7,3,2,3,1,4,7,5,5,2,-1,-1,-1,1,2,3,8,4,2,7,1,1,-1,-1,-1,3,3,8,3,8,5,8,8,4
4T1_preedited-4827,2,4,2,6,2,1,8,1,7,2,5,1,5,5,7,1,7,8,1,4,8,8,5,1,2,5,1,3,2,3,3,4,2,5,5,2,1,5,8,1,2,3,8,4,2,7,1,1,2,5,7,3,3,8,3,8,5,8,8,4
4T1_preedited-4863,2,4,2,6,2,1,-1,-1,-1,8,5,8,4,4,5,1,7,8,1,4,8,-1,-1,-1,2,5,1,-1,-1,-1,3,4,2,5,5,2,1,2,6,-1,-1,-1,8,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,8,5,8,8,4
4T1_preedited-4889,2,4,2,-1,-1,-1,8,1,7,8,5,8,4,5,5,1,5,8,2,4,8,8,5,1,2,5,1,3,2,3,2,4,7,5,5,2,-1,-1,-1,1,2,3,8,4,2,7,1,1,5,2,8,3,1,8,3,8,5,8,0,0
4T1_preedited-4898,2,0,7,6,2,1,8,1,7,-1,-1,-1,2,5,7,1,7,8,2,4,1,8,5,1,-1,-1,-1,2,5,1,3,4,2,2,5,2,2,5,6,1,2,3,-1,-1,-1,7,5,1,4,2,8,3,3,8,3,8,5,8,8,4
4T1_preedited-4947,2,4,2,-1,-1,-1,-1,-1,-1,8,5,1,-1,-1,-1,1,7,8,1,4,8,8,5,1,2,5,1,-1,-1,-1,3,4,2,2,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,1,1,4,2,8,0,5,1,3,8,5,8,8,4
4T1_preedited-5019,-1,-1,-1,6,2,1,-1,-1,-1,8,5,8,-1,-1,-1,1,7,8,-1,-1,-1,8,5,1,-1,-1,-1,3,2,3,3,4,2,-1,-1,-1,1,2,8,-1,-1,-1,-1,-1,-1,7,5,1,-1,-1,-1,3,3,8,-1,-1,-1,8,8,4
4T1_preedited-5161,2,4,2,6,2,1,2,1,7,8,5,8,4,7,5,1,7,8,1,4,8,2,5,1,2,5,7,2,5,7,3,4,2,-1,-1,-1,1,2,6,1,2,3,8,4,2,7,1,1,8,2,8,3,3,8,-1,-1,-1,8,8,4
4T1_preedited-5163,2,4,2,-1,-1,-1,8,1,7,8,5,8,-1,-1,-1,1,7,8,2,4,8,8,5,1,2,5,1,3,2,3,3,4,2,5,5,2,1,2,6,1,2,3,8,4,2,7,1,7,-1,-1,-1,3,3,8,2,0,5,-1,-1,-1
4T1_preedited-5275,2,4,2,6,2,1,8,1,7,8,5,8,4,7,5,1,7,8,-1,-1,-1,8,5,1,2,5,1,2,2,0,3,4,2,5,5,2,1,2,6,1,2,3,8,4,2,7,1,7,-1,-1,-1,3,3,8,1,7,5,8,8,4
4T1_preedited-5339,2,4,2,6,5,1,-1,-1,-1,-1,-1,-1,2,5,5,2,5,7,1,4,8,8,5,1,-1,-1,-1,-1,-1,-1,3,4,2,5,5,2,1,2,8,-1,-1,-1,-1,-1,-1,7,1,1,-1,-1,-1,3,1,8,3,8,5,2,5,5
4T1_preedited-5366,2,4,2,6,2,1,8,1,7,2,5,1,2,5,7,1,7,8,2,0,1,-1,-1,-1,2,0,1,3,2,3,-1,-1,-1,2,5,2,1,2,6,-1,-1,-1,8,0,7,7,5,7,-1,-1,-1,3,3,8,-1,-1,-1,-1,-1,-1
4T1_preedited-5407,-1,-1,-1,-1,-1,-1,8,1,7,-1,-1,-1,4,7,5,2,5,1,1,0,1,-1,-1,-1,2,5,7,-1,-1,-1,3,4,2,5,5,2,1,2,6,1,2,3,2,4,2,7,1,1,-1,-1,-1,-1,-1,-1,1,0,5,8,8,4
4T1_preedited-5428,2,4,2,-1,-1,-1,-1,-1,-1,8,5,8,8,5,7,1,7,8,2,0,8,2,5,1,2,5,1,-1,-1,-1,3,4,2,-1,-1,-1,-1,-1,-1,1,2,3,-1,-1,-1,7,1,1,4,2,8,3,3,8,3,8,5,8,8,4
4T1_preedited-5458,2,4,2,6,2,1,8,1,7,8,5,8,4,5,5,1,7,8,1,4,8,2,5,1,2,5,1,3,2,3,3,4,2,2,5,7,1,2,8,1,2,3,8,4,2,7,1,1,4,2,8,3,3,8,3,8,5,8,8,7
4T1_preedited-5501,-1,-1,-1,-1,-1,-1,8,1,7,2,5,7,4,7,5,1,5,8,1,4,1,8,5,1,2,5,1,2,5,0,3,4,2,-1,-1,-1,-1,-1,-1,1,2,3,8,4,2,7,1,1,4,2,8,3,1,8,-1,-1,-1,8,8,4
4T1_preedited-5505,2,4,2,6,2,1,2,1,7,8,5,8,4,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,5,1,3,2,3,3,4,2,-1,-1,-1,1,2,6,-1,-1,-1,8,4,2,7,1,1,-1,-1,-1,3,3,8,3,8,5,2,5,0
4T1_preedited-5671,2,4,2,6,2,1,8,1,7,8,5,8,4,5,5,1,7,8,1,4,8,-1,-1,-1,2,5,1,3,2,3,3,4,2,5,5,2,-1,-1,-1,1,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,8,3,8,5,2,5,7
4T1_preedited-5700,2,4,2,6,2,1,8,1,7,8,5,8,4,7,5,1,7,8,2,4,7,8,5,1,2,5,1,1,2,0,3,4,2,5,5,2,1,2,6,2,5,7,8,4,2,7,1,1,4,2,8,3,3,8,3,8,5,2,5,0
4T1_preedited-5713,2,4,2,-1,-1,-1,8,1,7,8,5,8,4,7,5,1,7,8,1,4,8,8,5,1,2,5,1,3,2,3,3,4,2,2,5,2,1,2,6,-1,-1,-1,-1,-1,-1,7,1,7,4,2,8,-1,-1,-1,3,8,5,8,8,4
4T1_preedited-5754,2,4,2,6,2,1,8,1,7,2,5,8,4,7,5,1,7,8,1,4,8,8,5,1,2,5,1,3,2,3,3,4,2,2,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,1,1,4,2,8,-1,-1,-1,3,8,5,2,5,5
4T1_preedited-5784,-1,-1,-1,-1,-1,-1,8,1,7,8,0,8,2,5,5,1,7,8,1,4,8,2,5,7,2,5,1,3,2,3,1,5,7,5,5,2,1,2,6,1,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,8,3,8,5,-1,-1,-1
4T1_preedited-5804,-1,-1,-1,6,2,1,8,1,7,8,5,8,4,7,5,1,7,8,2,0,7,8,5,1,2,5,1,3,2,3,3,4,2,5,5,2,2,5,6,1,2,3,0,4,7,7,1,1,2,2,8,2,1,8,3,8,5,8,8,4
4T1_preedited-582,2,4,2,-1,-1,-1,8,1,7,8,5,8,4,7,5,2,5,7,1,4,8,-1,-1,-1,-1,-1,-1,3,2,3,3,4,2,5,5,2,-1,-1,-1,1,2,3,5,4,2,7,5,7,4,2,8,-1,-1,-1,3,8,5,2,0,5
4T1_preedited-5831,2,4,2,-1,-1,-1,8,1,7,8,5,8,4,5,7,2,5,7,-1,-1,-1,8,5,1,-1,-1,-1,3,2,3,0,4,2,-1,-1,-1,-1,-1,-1,0,2,3,-1,-1,-1,7,5,1,-1,-1,-1,2,1,8,-1,-1,-1,2,5,7
4T1_preedited-5833,2,4,0,6,2,1,8,1,7,8,5,8,4,7,5,1,7,8,1,4,1,8,5,1,2,5,1,-1,-1,-1,1,0,2,-1,-1,-1,1,2,6,-1,-1,-1,2,4,2,7,1,1,4,2,8,3,3,8,-1,-1,-1,8,0,4
4T1_preedited-5946,2,4,2,6,2,1,2,5,7,2,5,1,5,5,7,1,7,8,2,0,7,8,5,1,2,5,1,-1,-1,-1,-1,-1,-1,2,5,2,1,2,6,-1,-1,-1,2,4,7,7,1,1,-1,-1,-1,3,3,8,0,5,7,2,0,0
4T1_preedited-6020,2,0,7,6,2,1,8,1,7,8,5,8,8,5,5,1,5,1,1,4,8,-1,-1,-1,2,5,1,3,2,3,3,4,2,5,5,2,2,5,5,-1,-1,-1,-1,-1,-1,7,5,1,8,5,8,3,3,8,3,8,5,-1,-1,-1
4T1_preedited-6026,2,5,7,-1,-1,-1,8,1,7,8,5,8,2,5,7,-1,-1,-1,2,4,1,8,5,1,2,5,1,1,2,0,1,4,7,2,5,7,-1,-1,-1,-1,-1,-1,8,4,2,-1,-1,-1,4,2,8,1,5,7,-1,-1,-1,2,5,7
4T1_preedited-6069,2,4,2,-1,-1,-1,8,1,7,8,5,8,4,7,5,2,5,1,1,4,8,8,5,1,-1,-1,-1,3,2,3,1,4,7,5,5,2,1,2,5,-1,-1,-1,2,4,2,7,1,1,4,2,8,3,3,8,3,8,5,8,8,4
4T1_preedited-6070,2,4,0,-1,-1,-1,8,1,7,8,5,8,-1,-1,-1,1,7,8,1,4,8,-1,-1,-1,2,5,1,3,2,3,3,4,2,-1,-1,-1,1,2,6,-1,-1,-1,8,4,2,7,1,1,4,2,8,0,1,1,3,8,5,8,8,7
4T1_preedited-6089,2,4,2,-1,-1,-1,8,1,7,8,5,1,-1,-1,-1,1,7,1,1,4,8,8,5,1,2,5,1,3,2,3,3,4,2,5,5,2,1,2,6,-1,-1,-1,8,4,2,-1,-1,-1,4,2,8,3,1,8,3,8,5,-1,-1,-1
4T1_preedited-6137,2,4,2,6,2,1,8,5,7,8,5,8,4,7,5,1,7,8,1,4,8,8,5,1,2,5,1,3,2,3,3,4,2,-1,-1,-1,-1,-1,-1,1,2,3,8,4,2,7,1,1,4,2,8,3,3,8,3,8,5,8,8,4
4T1_preedited-6154,2,4,2,6,2,1,2,1,7,-1,-1,-1,4,7,5,1,7,8,1,4,8,-1,-1,-1,2,5,1,3,2,3,-1,-1,-1,5,5,2,-1,-1,-1,1,2,3,8,4,2,7,1,1,-1,-1,-1,-1,-1,-1,3,8,5,8,8,0
4T1_preedited-6196,2,4,2,-1,-1,-1,8,1,7,2,5,1,-1,-1,-1,-1,-1,-1,1,4,8,-1,-1,-1,2,5,1,-1,-1,-1,2,4,2,2,5,7,2,5,5,-1,-1,-1,8,4,2,7,1,1,-1,-1,-1,3,3,8,3,0,5,8,8,4
4T1_preedited-6234,2,4,2,6,2,1,8,1,7,8,5,8,4,7,5,1,7,8,1,2,1,8,5,1,2,5,1,3,2,3,3,4,2,-1,-1,-1,1,2,6,1,2,3,8,4,2,7,1,1,4,2,8,3,3,8,3,8,5,8,8,4
4T1_preedited-6239,2,4,7,6,2,1,-1,-1,-1,-1,-1,-1,4,7,5,1,7,8,1,5,7,8,5,1,2,5,1,3,2,3,3,4,2,-1,-1,-1,1,2,6,1,2,3,2,0,2,7,1,1,4,2,8,3,3,8,3,8,5,8,8,4
4T1_preedited-6289,-1,-1,-1,-1,-1,-1,8,1,7,-1,-1,-1,4,7,5,1,7,8,1,4,8,-1,-1,-1,2,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,8,-1,-1,-1,2,0,2,7,5,7,4,2,8,1,3,8,3,8,5,-1,-1,-1
4T1_preedited-6316,2,4,2,6,2,1,-1,-1,-1,8,5,8,4,7,5,1,7,8,1,4,8,8,5,1,2,5,1,3,2,3,3,4,2,2,5,7,-1,-1,-1,-1,-1,-1,8,4,2,7,1,1,4,2,8,3,3,8,3,8,5,8,8,4
4T1_preedited-6320,-1,-1,-1,6,2,1,-1,-1,-1,8,5,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,5,1,3,2,3,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,7,-1,-1,-1,2,5,7
4T1_preedited-6334,-1,-1,-1,-1,-1,-1,2,1,7,8,5,8,-1,-1,-1,1,7,8,2,5,7,2,5,1,-1,-1,-1,3,2,3,1,0,7,-1,-1,-1,1,2,6,-1,-1,-1,8,4,2,7,1,7,-1,-1,-1,-1,-1,-1,3,8,5,-1,-1,-1
4T1_preedited-6348,2,4,2,6,2,1,8,1,7,2,5,8,4,7,5,1,7,8,1,4,8,8,5,1,2,5,1,3,2,3,3,4,2,2,5,2,1,2,6,1,2,3,-1,-1,-1,7,1,1,-1,-1,-1,3,3,8,1,0,5,8,8,4
4T1_preedited-6373,2,4,2,6,2,1,-1,-1,-1,8,5,8,4,5,5,-1,-1,-1,-1,-1,-1,8,5,1,2,5,1,3,2,3,3,0,2,-1,-1,-1,2,5,7,1,2,3,-1,-1,-1,7,1,1,8,2,7,-1,-1,-1,3,8,5,8,8,4
4T1_preedited-6381,2,4,2,6,2,1,8,1,7,2,5,8,4,7,5,1,7,8,1,4,8,2,5,1,-1,-1,-1,3,2,3,3,4,2,2,5,5,1,2,6,-1,-1,-1,8,4,2,7,1,1,4,2,8,3,3,8,3,8,5,8,5,4
4T1_preedited-6455,2,4,2,2,2,1,-1,-1,-1,8,5,8,4,7,5,2,7,8,1,4,8,8,5,1,2,5,1,3,2,3,3,4,2,2,5,2,-1,-1,-1,1,2,3,-1,-1,-1,7,5,1,4,2,8,3,1,8,3,8,5,8,8,5
4T1_preedited-6471,2,4,2,-1,-1,-1,8,1,7,-1,-1,-1,2,5,7,-1,-1,-1,1,4,8,8,5,1,2,5,7,3,2,3,3,4,2,5,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,1,1,4,2,8,-1,-1,-1,3,8,5,2,0,4
4T1_preedited-6483,5,4,2,6,2,7,8,1,7,8,5,8,4,7,5,2,5,8,1,4,8,8,5,1,-1,-1,-1,3,2,3,3,4,2,-1,-1,-1,-1,-1,-1,1,2,3,8,4,2,7,1,1,4,2,8,3,3,8,3,8,5,2,8,4
4T1_preedited-6500,-1,-1,-1,-1,-1,-1,8,1,7,8,5,8,0,5,5,2,5,1,1,4,8,8,5,1,-1,-1,-1,3,2,3,3,4,2,2,5,7,1,2,8,-1,-1,-1,8,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,8,5,8,5,7
4T1_preedited-6506,2,4,2,-1,-1,-1,2,1,7,2,5,8,5,5,5,2,5,7,1,4,8,8,5,1,2,5,1,3,2,3,3,4,2,2,5,2,1,2,6,1,2,3,8,4,2,7,1,1,-1,-1,-1,-1,-1,-1,3,8,5,8,8,4
4T1_preedited-6532,2,4,2,-1,-1,-1,8,1,7,8,5,1,4,5,5,1,7,8,1,4,7,8,5,1,2,5,7,-1,-1,-1,-1,-1,-1,2,5,2,-1,-1,-1,-1,-1,-1,8,4,2,7,1,1,-1,-1,-1,3,3,8,3,8,5,-1,-1,-1
4T1_preedited-6538,2,4,2,6,2,1,2,1,7,8,5,8,4,5,5,1,7,8,1,4,8,8,5,1,2,5,1,3,2,3,3,4,2,5,5,2,2,5,5,1,5,0,2,0,2,7,1,1,2,4,8,3,3,8,-1,-1,-1,8,8,0
4T1_preedited-6540,2,4,2,-1,-1,-1,-1,-1,-1,8,5,8,4,7,5,-1,-1,-1,1,4,8,-1,-1,-1,2,5,1,3,2,3,0,4,0,-1,-1,-1,2,2,8,2,5,0,8,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,8,5,-1,-1,-1
4T1_preedited-6600,-1,-1,-1,6,2,1,8,1,7,8,5,8,8,5,7,-1,-1,-1,1,4,8,8,5,1,2,5,1,1,5,0,3,4,2,5,5,2,2,5,8,1,2,0,2,0,2,-1,-1,-1,4,2,8,3,1,8,1,0,5,-1,-1,-1
4T1_preedited-6608,-1,-1,-1,6,2,1,8,1,7,8,5,8,-1,-1,-1,1,7,8,2,0,7,8,5,1,2,5,1,3,2,3,3,4,2,-1,-1,-1,1,2,6,1,2,3,8,4,2,7,1,1,4,2,8,3,3,8,3,8,5,8,8,4
4T1_preedited-6692,2,4,2,6,2,1,2,1,7,2,5,8,2,5,5,1,5,8,-1,-1,-1,8,5,1,2,5,1,1,5,7,3,4,7,-1,-1,-1,2,5,8,1,2,3,8,4,2,7,1,1,4,2,8,3,3,8,3,8,5,8,8,4
4T1_preedited-67,2,4,0,-1,-1,-1,8,1,7,2,5,8,2,5,7,2,7,1,-1,-1,-1,8,5,1,2,5,1,3,2,3,-1,-1,-1,-1,-1,-1,2,5,6,2,5,0,-1,-1,-1,2,5,7,2,5,7,3,1,8,1,0,7,8,8,4
4T1_preedited-6721,2,4,0,-1,-1,-1,2,5,7,8,5,8,4,7,5,2,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,0,3,4,2,5,5,2,-1,-1,-1,1,2,3,8,4,2,7,5,1,4,2,8,3,3,8,3,8,5,-1,-1,-1
4T1_preedited-6735,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,7,8,1,4,1,8,5,1,2,5,1,1,0,0,3,4,2,5,5,2,-1,-1,-1,2,2,3,2,0,7,7,1,1,-1,-1,-1,2,1,8,1,5,7,-1,-1,-1
4T1_preedited-6742,2,4,2,-1,-1,-1,8,1,7,8,5,8,5,5,7,-1,-1,-1,1,4,8,8,5,1,-1,-1,-1,3,2,3,3,4,2,-1,-1,-1,1,5,8,-1,-1,-1,8,4,7,7,1,7,4,2,8,2,1,1,-1,-1,-1,8,8,4
4T1_preedited-6829,2,4,2,6,2,1,2,1,7,8,5,8,4,7,5,1,7,8,1,4,8,8,5,1,2,5,1,1,2,0,3,4,2,2,5,7,1,2,6,1,2,3,8,4,2,7,1,1,4,2,8,3,3,8,3,5,5,2,5,5
4T1_preedited-6898,2,4,2,6,2,1,8,5,7,8,5,8,8,5,7,1,7,8,1,4,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,5,7,5,5,2,1,2,6,-1,-1,-1,2,4,2,7,5,1,4,2,8,3,1,8,3,8,5,2,0,7
4T1_preedited-6900,2,4,2,-1,-1,-1,8,1,7,8,5,8,4,7,5,1,7,1,1,4,8,8,5,1,2,5,1,1,2,3,3,4,2,5,5,2,-1,-1,-1,2,2,3,8,4,2,7,1,1,-1,-1,-1,-1,-1,-1,3,8,5,8,0,0
4T1_preedited-6933,2,4,2,-1,-1,-1,8,5,7,8,5,8,4,7,5,-1,-1,-1,1,5,8,8,5,1,-1,-1,-1,-1,-1,-1,3,4,2,-1,-1,-1,1,2,6,1,2,3,-1,-1,-1,7,1,1,4,2,8,3,3,8,3,8,5,8,8,4
4T1_preedited-6948,2,4,2,6,2,1,8,1,7,8,5,8,4,5,5,1,7,8,1,4,8,8,5,1,2,5,1,-1,-1,-1,-1,-1,-1,5,5,2,0,0,6,-1,-1,-1,8,4,2,7,1,7,-1,-1,-1,3,3,8,3,8,5,8,8,4
4T1_preedited-6958,2,4,7,6,2,1,8,1,7,8,5,8,4,7,5,1,7,8,1,4,8,8,5,1,2,5,1,3,2,3,3,4,2,5,5,2,1,2,8,1,2,3,8,4,2,2,5,1,4,2,8,0,1,1,3,8,5,-1,-1,-1
4T1_preedited-7052,2,4,2,6,2,1,8,1,7,8,5,8,4,7,5,1,5,7,1,4,8,2,5,1,2,5,1,3,2,3,3,4,2,2,5,2,1,2,6,1,2,3,8,0,2,7,1,1,4,2,8,3,3,8,3,8,5,2,0,7
4T1_preedited-7085,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,5,8,4,7,5,1,7,8,1,0,7,0,5,1,-1,-1,-1,-1,-1,-1,1,4,2,5,5,2,1,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,5,5,-1,-1,-1
4T1_preedited-7092,2,4,2,6,2,1,8,1,7,8,5,8,4,7,5,2,7,8,1,4,8,8,5,1,2,5,1,3,2,3,3,4,2,-1,-1,-1,1,2,6,1,2,3,8,4,2,7,1,1,8,2,8,-1,-1,-1,3,8,5,2,5,5
4T1_preedited-7108,2,5,7,6,2,1,8,1,7,8,5,8,8,4,5,1,7,1,1,4,8,-1,-1,-1,2,5,1,3,2,3,3,4,2,-1,-1,-1,1,2,6,1,2,3,8,4,2,-1,-1,-1,4,2,8,3,3,8,3,8,5,8,8,4
4T1_preedited-7141,2,4,2,6,2,1,-1,-1,-1,-1,-1,-1,4,7,5,1,7,8,1,4,8,8,5,1,2,5,1,3,2,3,3,4,2,2,5,7,-1,-1,-1,1,2,3,8,4,2,7,1,1,4,2,8,3,3,8,1,0,5,8,8,4
4T1_preedited-7167,2,4,7,6,2,1,-1,-1,-1,-1,-1,-1,4,7,5,1,5,1,1,4,8,8,5,1,2,5,1,3,2,3,3,4,2,5,5,2,-1,-1,-1,1,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,8,-1,-1,-1,-1,-1,-1
4T1_preedited-7171,2,4,2,-1,-1,-1,8,1,7,8,5,8,2,7,7,1,7,8,1,4,1,8,5,1,2,5,1,-1,-1,-1,3,4,2,5,5,2,1,2,6,1,2,3,-1,-1,-1,7,1,1,4,2,8,3,3,8,-1,-1,-1,2,0,5
4T1_preedited-7173,2,0,2,6,2,1,8,1,7,8,5,8,2,7,5,1,7,1,1,4,1,8,5,1,2,5,1,3,2,3,1,4,2,5,5,2,1,2,6,1,2,3,-1,-1,-1,7,1,1,-1,-1,-1,-1,-1,-1,3,8,5,8,8,4
4T1_preedited-7177,2,4,2,-1,-1,-1,2,5,7,8,5,8,2,7,5,1,7,8,1,4,8,8,5,1,2,5,7,1,2,3,3,4,2,5,5,2,1,2,6,1,2,3,2,4,2,7,1,1,4,2,8,3,3,8,3,8,5,8,8,4
4T1_preedited-7184,2,4,2,-1,-1,-1,2,1,7,8,5,1,4,7,5,1,7,8,1,4,8,8,5,1,2,5,1,1,2,7,3,4,2,2,5,7,-1,-1,-1,-1,-1,-1,2,4,7,7,1,1,4,2,8,-1,-1,-1,2,0,7,8,8,4
4T1_preedited-7251,2,4,7,-1,-1,-1,8,1,7,8,5,1,2,5,7,-1,-1,-1,-1,-1,-1,8,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,8,2,0,0,-1,-1,-1,-1,-1,-1,4,2,8,3,3,8,-1,-1,-1,2,0,5
4T1_preedited-7375,2,4,7,6,2,1,8,1,7,-1,-1,-1,2,5,5,1,7,8,1,4,8,8,5,1,-1,-1,-1,3,2,3,3,4,0,5,0,7,1,2,6,1,2,3,8,4,2,7,1,1,4,2,8,-1,-1,-1,0,5,7,8,8,4
