colony-21539	-2161.701787233844	-1514.458621301886
colony-21540	-2066.1147980713054	-1515.0054231096303
colony-21541	-2080.834296385506	-1513.210889545495
colony-21542	-2109.6916642210813	-1511.944390088084
colony-21545	-2106.571903789112	-1498.2158987945154
colony-21547	-2148.329080499832	-1496.7643602860423
colony-21550	-2061.247503804356	-1489.548331139734
colony-21551	-2090.884982311245	-1490.210350447096
colony-21553	-2181.2751639368485	-1481.2777711921983
colony-21559	-2029.3252672501835	-1632.3532961029362
colony-21560	-2152.437963581415	-1474.20606476726
colony-21561	-2024.899768764702	-1561.6337397425405
colony-21563	-1972.7355846390717	-1697.16380678667
colony-21564	-1895.4126565900983	-1694.9949364404026
colony-21565	-1870.2475775156715	-1691.043997207522
colony-21566	-1951.0419289893869	-1686.010524998576
colony-21567	-1914.090701441001	-1685.5342192261592
colony-21569	-1944.2449305709224	-1674.6964297218542
colony-21571	-1926.6770113615555	-1672.444158226689
colony-21572	-1986.4034352479875	-1664.6461708451786
colony-21573	-1907.371626258878	-1655.5972778548137
colony-21574	-1931.7759325774875	-1655.3404537700444
colony-21575	-1967.306792947395	-1655.0022588610111
colony-21576	-1949.7655239769383	-1649.8286278542348
colony-21578	-1913.3920253870888	-1641.813575424734
colony-21580	-1973.2967015779072	-1639.0809113520788
colony-21581	-1990.039831606648	-1636.8151455955017
colony-21582	-1882.258319600604	-1627.5606822750683
colony-21583	-1960.0934416886691	-1626.438762057253
colony-21584	-2004.619682433684	-1632.2118219951756
colony-21585	-1921.9187295085253	-1625.6105342012236
colony-21586	-1866.4713743771435	-1624.2934550410923
colony-21587	-1900.167467376975	-1620.478038856864
colony-21588	-1980.7271676081775	-1614.6481059800851
colony-21589	-1920.9142057789184	-1614.832611772127
colony-21591	-1882.939615598708	-1615.4157977969012
colony-21593	-1955.3482242058883	-1609.2628069257776
colony-21596	-1996.9575429400652	-1606.3139905347364
colony-21597	-1931.6055588346292	-1601.2074763955893
colony-21598	-1898.270853892781	-1601.736494586252
colony-21599	-1975.614832551449	-1599.9758111298231
colony-21600	-1910.1654483838204	-1598.9082553066064
colony-21604	-1860.7649301338167	-1595.0406106262683
colony-21605	-1836.8749690820096	-1595.448274063327
colony-21608	-1956.131941684092	-1588.6970914567362
colony-21609	-1988.2680553727728	-1587.5688416188457
colony-21610	-2008.674008097105	-1585.6597752813277
colony-21612	-1813.23600835867	-1583.1840136479898
colony-21613	-1846.2420553795585	-1580.764992568421
colony-21614	-1933.430296686522	-1573.3355793759174
colony-21615	-1912.5983432307112	-1575.4191707113862
colony-21616	-1995.7268712952548	-1573.7729904074183
colony-21618	-1898.247583127707	-1572.5886506349457
colony-21619	-1824.4131052123728	-1574.0469325395527
colony-21620	-1810.453038044545	-1571.0092997491404
colony-21621	-1952.6490951156	-1567.224461268012
colony-21622	-2013.385592633961	-1566.0726869284665
colony-21623	-1874.7441482096588	-1570.7423230270908
colony-21624	-1847.066233252623	-1564.5467434616112
colony-21625	-1886.9204978617104	-1562.7092224965038
colony-21626	-1834.309273232783	-1561.2268107177129
colony-21627	-1800.6427828762007	-1568.2545936627653
colony-21630	-1995.279210690612	-1552.356556274328
colony-21631	-1912.0436296993769	-1548.9510697054932
colony-21632	-1948.7803518170497	-1548.1923235079162
colony-21633	-1853.5066235242195	-1552.8671522858508
colony-21635	-2012.9497889567704	-1548.362845144824
colony-21636	-1838.0392579376623	-1544.0488187867884
colony-21637	-2029.224303820535	-1553.4426309404985
colony-21638	-1815.420593832771	-1544.634307374965
colony-21639	-1972.8769229901145	-1542.1186477828437
colony-21640	-1865.3727002167725	-1546.156522137686
colony-21641	-1823.669112659698	-1539.0051799048076
colony-21643	-1898.1925609751383	-1532.6840296284852
colony-21644	-1852.478426492022	-1533.2111233187584
colony-21646	-1918.565307840431	-1529.7657609869982
colony-21648	-1878.3080591484656	-1525.6615812856287
colony-21649	-2008.0480088232184	-1524.6115816018455
colony-21650	-1936.491382452369	-1521.7808762982636
colony-21652	-1965.143648858051	-1519.7930581695657
colony-21653	-1804.7156724289475	-1520.9683383171034
colony-21654	-1841.590326553543	-1518.181620581432
colony-21657	-1913.9712894089823	-1514.893294136056
colony-21659	-1806.397942700914	-1507.5284447449956
colony-21663	-1934.2649089788429	-1500.0456582990464
colony-21665	-1873.8649199356607	-1500.4799022340374
colony-21666	-1907.322994755876	-1499.9797360619657
colony-21672	-1865.2911450902404	-1493.2840101490078
colony-21678	-1859.7756266478311	-1484.2208756054167
colony-21680	-1846.0550083403505	-1483.3221358031033
colony-21683	-1864.1429089712644	-1565.393576212226
colony-21684	-1976.4205378416036	-1504.7022197798588
colony-21687	-1972.219507644205	-1485.7144115752983
colony-21690	-1881.8958919649376	-1583.306299099099
colony-21691	-1889.319288696288	-1551.9569046536303
colony-21697	-1921.2481917227692	-1585.1739996147437
colony-21700	-1807.033657623106	-1539.1936986650896
colony-21705	-1923.1153881261928	-1507.098307998382
colony-21707	-1858.304826447285	-1507.012314413558
colony-21708	-1823.076816005382	-1511.9879378456667
colony-21711	-1883.1123520353487	-1502.8799021650957
colony-21717	-1842.9611438175707	-1498.6528701902596
colony-21718	-1988.629903378624	-1498.2021433938403
colony-21723	-1830.392451482786	-1488.4494251925385
colony-21725	-1789.1767091017955	-1485.4529274376616
colony-21729	-2028.6883302452168	-1484.159402830178
colony-21733	-1943.474374830328	-1477.4000503033726
colony-21734	-1924.516841026351	-1478.929490919788
colony-21739	-1955.610902943128	-1474.0791222893552
colony-21740	-1841.238446444955	-1469.3696488503745
colony-21741	-1826.4737823460443	-1469.0741610045898
colony-21742	-1965.576575985657	-1469.399908439468
colony-21743	-1871.1721945565191	-1466.814647356942
colony-21744	-1909.3397546854085	-1466.9774854443417
colony-21746	-1928.4664034184384	-1464.6801968328475
colony-21749	-2003.0042699623373	-1463.3996327443754
colony-21750	-1848.1030473366563	-1462.0600435303768
colony-21753	-1957.1285976969352	-1457.3981422171298
colony-21754	-1895.1752005803112	-1458.1984718664364
colony-21756	-1911.999571290709	-1452.939785243049
colony-21757	-1971.685552758961	-1453.7728326495562
colony-21761	-1828.0442610622192	-1450.0277297228547
colony-21763	-1944.5867112872047	-1451.1474803562696
colony-21764	-1852.674545605376	-1448.7144892086833
colony-21769	-1884.5867102278144	-1445.781454039971
colony-21772	-1972.9076362831545	-1438.6137402103473
colony-21773	-1889.7757036389155	-1437.6912900162083
colony-21774	-1989.1910932981696	-1436.273380728381
colony-21776	-1960.0095445131408	-1430.5429632380308
colony-21777	-1937.034375235962	-1430.0030013276082
colony-21781	-1923.6700497452528	-1423.4449587022325
colony-21783	-1826.2600871417776	-1421.6264233389848
colony-21785	-1885.2945476130608	-1422.2070291258683
colony-21788	-1942.022405436649	-1421.0717792159426
colony-21790	-1952.7295772825885	-1412.925468751994
colony-21792	-1878.2948450420545	-1411.2348717771188
colony-21795	-2025.8324156383824	-1408.3076511552358
colony-21796	-1930.779645303057	-1409.4943642606988
colony-21797	-1786.9355357709164	-1408.75849386043
colony-21798	-1867.8507898531493	-1406.6919661919087
colony-21799	-1800.6429119596407	-1408.7149536271986
colony-21800	-1975.236876900832	-1403.8622231984218
colony-21801	-1915.3444541112287	-1399.940792349654
colony-21802	-1901.5929764014857	-1402.1092468860672
colony-21803	-2010.168734390543	-1397.579208506793
colony-21804	-1826.994786423475	-1403.8154310833827
colony-21805	-1806.8582078227212	-1394.1092583881127
colony-21806	-1986.151742134728	-1396.2552033846573
colony-21807	-1948.9072840370625	-1394.5260002094624
colony-21808	-1817.785403006122	-1394.5691580134892
colony-21810	-1928.7604950858215	-1392.2823201818326
colony-21811	-1834.154563924708	-1393.1353466830412
colony-21812	-1858.144438639452	-1392.8167370515866
colony-21813	-1965.204970544995	-1390.520873576883
colony-21814	-1892.814257163559	-1387.4925225797926
colony-21815	-1876.7469599967585	-1388.607296750644
colony-21816	-1997.520782000741	-1383.2923320338818
colony-21818	-1906.287988322853	-1380.372457717016
colony-21819	-1810.0947120144008	-1377.8297436975165
colony-21820	-1921.2821095117067	-1377.6309009084985
colony-21821	-1854.6098118297475	-1373.5526733052554
colony-21826	-1962.055538659763	-1369.9528321326154
colony-21827	-1825.8317953769192	-1370.8868007624574
colony-21829	-1943.3754612982675	-1369.2632853430944
colony-21831	-1888.024700338571	-1363.9308885050948
colony-21832	-1851.8133499575365	-1360.3621589270049
colony-21833	-1809.8582910000005	-1360.9590946259373
colony-21835	-1929.3759186729555	-1359.960692681883
colony-21836	-1829.683984654774	-1359.4864563369945
colony-21837	-1916.7926814365371	-1356.3416723931698
colony-21838	-1977.554558584828	-1355.3476742965447
colony-21839	-1873.6802216217857	-1361.5393926639906
colony-21840	-1999.920508351772	-1351.920577639844
colony-21841	-1966.9382707966915	-1350.0518973567334
colony-21842	-1945.4200135939227	-1350.532506983806
colony-21844	-1987.527178915357	-1349.1787990940763
colony-21846	-1814.784414418189	-1343.5937968176822
colony-21848	-1897.022866966509	-1342.6011257553844
colony-21849	-1840.4471964437253	-1341.6392366963553
colony-21850	-1958.5111103574327	-1341.867326730752
colony-21851	-1934.6151278918687	-1342.7235973781685
colony-21852	-1916.5065244309533	-1344.172690884848
colony-21853	-2016.3830877174803	-1337.85582804085
colony-21854	-1977.446496981552	-1338.961549672299
colony-21856	-1872.809957968837	-1338.2228875120927
colony-21857	-1879.5694482119036	-1330.290300673587
colony-21859	-1848.382167933508	-1332.844930946165
colony-21861	-1912.9317638528755	-1330.1861649992477
colony-21862	-1972.814067820858	-1327.2635525097087
colony-21863	-1927.8067556888243	-1328.8169230282438
colony-21866	-1785.799890724952	-1323.852302665182
colony-21867	-1836.6285088336087	-1316.156001024083
colony-21868	-1863.5729021282343	-1331.7442636386008
colony-21870	-1856.850361587396	-1322.6937183450823
colony-21871	-1916.9963200138384	-1318.3678032635646
colony-21872	-2030.934405010612	-1318.7549568515783
colony-21873	-1899.614206126574	-1316.6027953795935
colony-21875	-1969.186752039249	-1312.0525263822046
colony-21877	-1987.263681430922	-1310.661283909237
colony-21878	-1795.938602209672	-1313.451626771057
colony-21881	-1922.671117043434	-1308.6520535431328
colony-21882	-1868.1701879646484	-1311.0592243134151
colony-21883	-1880.1605724396916	-1305.580250885451
colony-21884	-2008.2201935352289	-1304.9482912808471
colony-21886	-1859.8476864813672	-1306.4176536788011
colony-21887	-1892.147998095476	-1303.1784447535365
colony-21888	-1938.2221542494583	-1307.4943619163407
colony-21891	-1963.968511408214	-1299.2950449923944
colony-21892	-1818.2061622832412	-1296.715638364876
colony-21896	-1827.9672758353615	-1295.115833225257
colony-21899	-1974.373605896921	-1294.890478820616
colony-21901	-1917.5434604911288	-1288.5674655260484
colony-21904	-2027.280666454528	-1287.0314434287884
colony-21917	-1966.3228704866924	-1271.3740951741768
colony-21919	-1939.1301736289956	-1272.24177402253
colony-21920	-1876.8520838391755	-1267.347505892764
colony-21924	-1928.7851320455256	-1271.1079798280248
colony-21928	-1889.2781111378297	-1474.6295659364073
colony-21930	-1798.7567517655805	-1436.3701135379104
colony-21933	-1822.867879873663	-1385.7598760340084
colony-21934	-1863.837888146404	-1349.708052878225
colony-21935	-1908.2098217473024	-1300.6045824954326
colony-21936	-1887.403650927624	-1282.5268679865214
colony-21938	-1986.6747649705983	-1455.147269533946
colony-21940	-1833.165612803896	-1412.4412939855608
colony-21942	-1954.3272891895745	-1360.0633456107869
colony-21946	-1884.1243044029604	-1378.402208276363
colony-21948	-1941.5608639123284	-1330.917544904013
colony-21949	-1953.9874309944475	-1308.8345788771103
colony-21950	-1956.704426381724	-1277.1503773575405
colony-21952	-1827.461890592195	-1341.8413386305938
colony-21954	-1901.5619563554649	-1430.8820122460345
colony-21965	-1987.3556631553615	-1292.0216613348716
colony-21970	-1843.487377178251	-1291.4797445861088
colony-21971	-1858.6502532115385	-1291.883089290421
colony-21974	-1779.349553343206	-1281.7012693542645
colony-21978	-1868.5365947304904	-1274.2314153374489
colony-21989	-1906.6200571290797	-1259.250900810547
colony-21992	-1843.8458019386328	-1259.078938683192
colony-21995	-1956.5512852505085	-1247.5340600396669
colony-21998	-1943.082109967138	-1246.8442448085384
colony-21999	-1999.460694286511	-1250.8021308103223
colony-22000	-1820.504236754372	-1245.531302328841
colony-22001	-1884.6149889682936	-1254.2192031504094
colony-22004	-1972.872028380741	-1250.6791915675408
colony-22005	-1873.7359860604088	-1244.0445013561337
colony-22010	-1980.9260574807784	-1237.0562921306202
colony-22012	-1905.3445087258303	-1230.9626377860866
colony-22013	-1963.661214814815	-1235.4126005698004
colony-22014	-1921.596434078906	-1228.783941795164
colony-22015	-1861.3880293743744	-1228.8741299817573
colony-22016	-2011.148776078648	-1227.6897245291725
colony-22017	-1843.426779469683	-1226.293285024398
colony-22020	-1875.2914013047437	-1226.7843273538135
colony-22021	-1888.8796945194715	-1218.2550301393355
colony-22024	-1920.4179170549085	-1210.6280509079882
colony-22025	-1813.5452320052784	-1218.590459753969
colony-22027	-2003.0854849245245	-1211.624855018662
colony-22031	-1845.2368505588752	-1208.8867376356002
colony-22033	-1874.4695096050336	-1203.7216811341066
colony-22034	-1939.87554346476	-1206.62118409789
colony-22035	-1960.806592623405	-1201.3527410334625
colony-22036	-1890.587576235513	-1201.5469909758542
colony-22038	-1809.3001083267648	-1195.1740748625014
colony-22039	-1973.588413903646	-1192.9783712596288
colony-22040	-1838.6423347146429	-1191.1348281728776
colony-22042	-1908.7305841744417	-1195.776592591308
colony-22043	-1884.1442035104133	-1188.0898942733045
colony-22044	-1866.2341951682888	-1191.9912546831856
colony-22045	-1997.4725940294568	-1187.959609524632
colony-22047	-1916.054914408943	-1187.4409360795703
colony-22048	-1947.1475289328448	-1186.004350159636
colony-22051	-1862.3675229082212	-1180.730362628486
colony-22052	-1920.372719544309	-1179.01132947649
colony-22053	-1848.0764536254696	-1176.3043777631897
colony-22054	-1890.528382454095	-1173.3196498137893
colony-22057	-1942.7627845972183	-1169.551421877421
colony-22060	-1961.923280468868	-1169.9062043800595
colony-22061	-1869.6108231015053	-1165.284664585765
colony-22062	-1814.0022677674945	-1164.461876039511
colony-22064	-1931.6328602084689	-1160.5267242956986
colony-22065	-1849.2876707967023	-1155.8000716516922
colony-22066	-1994.6530455367429	-1152.5554914434888
colony-22067	-1901.879889563401	-1153.9852225237323
colony-22069	-1883.9174702937064	-1153.7891301907273
colony-22070	-1811.9653100277935	-1151.648042286903
colony-22073	-1862.595775349755	-1142.7138942265535
colony-22074	-1911.951046611426	-1138.8565814490582
colony-22075	-1885.4799129214557	-1141.1453968217847
colony-22077	-1872.33161939222	-1142.0731523944662
colony-22078	-1814.6952713013136	-1140.2614858969016
colony-22079	-1850.582215814745	-1132.2603471348127
colony-22081	-1825.832790284519	-1131.2634945126283
colony-22082	-1923.236800131988	-1128.186016425849
colony-22083	-1897.2630715103064	-1132.1432147673
colony-22085	-1970.6749953314816	-1123.9082112088802
colony-22086	-1953.313576588126	-1125.4428889910553
colony-22088	-1808.480174882588	-1120.8129602680594
colony-22089	-1890.632688067323	-1119.7246327126306
colony-22090	-1862.2740180953167	-1116.5509764626436
colony-22091	-1830.4219176308452	-1117.6575766972117
colony-22092	-1843.483269424824	-1114.7147861210667
colony-22093	-2007.8982010506693	-1114.345209703675
colony-22095	-1906.9762981514607	-1114.3460357781753
colony-22096	-1937.5375320992173	-1106.087721050969
colony-22098	-1821.7186040107372	-1101.06954612348
colony-22099	-1882.2871806529556	-1100.6948012945174
colony-22100	-1917.9565805912337	-1094.3303269324058
colony-22101	-2003.5396267225228	-1094.5139007689809
colony-22103	-1842.7380144356807	-1091.8099733853892
colony-22104	-1976.775438403273	-1096.987391054348
colony-22105	-1812.5091318659715	-1090.0766681878388
colony-22107	-1959.4356005060763	-1085.601285479706
colony-22108	-1880.3159973470763	-1080.2975167438622
colony-22109	-1804.608190367806	-1078.1313055547305
colony-22110	-1912.6917017543856	-1079.1441446580525
colony-22111	-1790.9228286286302	-1079.5241584860369
colony-22112	-1824.12934777568	-1075.017369350867
colony-22113	-1849.6024482087105	-1077.6545631994627
colony-22114	-1783.4133851660465	-1069.8033162786378
colony-22115	-1856.7986717610904	-1060.813802915215
colony-22116	-1806.0889704196125	-1062.671433810512
colony-22117	-1899.08425173358	-1059.7245975898095
colony-22119	-1814.385828485714	-1052.0471799871227
colony-22122	-1877.8121322748584	-1051.048514631762
colony-22130	-1987.3825463620883	-1223.734419951259
colony-22131	-1827.2270082058412	-1207.080390681502
colony-22137	-1776.680411795006	-1229.1173993942696
colony-22138	-1801.8845958458924	-1226.0167528654324
colony-22139	-1950.982466075088	-1215.5375973447103
colony-22140	-1978.776164239615	-1171.3866929188257
colony-22141	-1939.9831626039147	-1151.211037537453
colony-22142	-1952.6247566331876	-1145.11768222645
colony-22151	-1853.112597425719	-1104.9901057620596
colony-22152	-1864.488764763974	-1088.9656288103229
colony-22154	-1838.805461080844	-1073.1099142266712
colony-22155	-1886.8714504243972	-1164.960602506322
colony-22156	-1954.6406484662443	-1160.4012515330298
colony-22157	-1994.7450725744457	-1201.3632028824495
colony-22161	-1825.2026613391613	-1220.083497757439
colony-22162	-1983.147861709873	-1263.7977342243498
colony-22163	-1843.0721815783384	-1247.8565015351385
colony-22174	-1790.049823802808	-1296.793586514964
colony-22177	-1736.8363838283576	-1292.9104087234734
colony-22178	-1725.6270143044949	-1296.2678214271507
colony-22182	-1790.8403141709025	-1273.9914564776548
colony-22187	-1696.4891117825782	-1267.3746098783545
colony-22189	-1716.6759545016505	-1261.1866123641346
colony-22190	-1730.4989382116976	-1257.8712540113872
colony-22191	-1777.0952284933337	-1252.9054905835958
colony-22192	-1680.6808121109966	-1252.1537669598663
colony-22197	-1763.7447933203273	-1241.0133218599035
colony-22198	-1734.5048400036433	-1238.6399541427577
colony-22199	-1706.2692350852496	-1237.8673500443194
colony-22200	-1747.5630324237234	-1230.6891610225182
colony-22202	-1683.311260499824	-1230.3600664836326
colony-22204	-1698.3533732986978	-1221.3158447966923
