colony-21229	-2223.886628163792	-1289.13368041154
colony-21230	-2214.320894975757	-1272.9690777196042
colony-21240	-2196.1688018172417	-1275.0829475250275
colony-21241	-2157.510214453785	-1273.9535269216326
colony-21243	-2088.2137613948757	-1273.455154338592
colony-21244	-2056.906474731774	-1272.6048432588618
colony-21247	-2141.723595374819	-1261.5562116844649
colony-21248	-2018.901431923624	-1263.0113142328555
colony-21249	-2060.7267493033937	-1260.0285434886791
colony-21250	-2158.9923204686297	-1257.7271602512014
colony-21253	-2013.9020204972128	-1251.2641881460895
colony-21255	-2039.9905478801008	-1246.8889189021306
colony-21256	-2100.70636241323	-1243.1097889002317
colony-21257	-2050.658348815481	-1241.289074596492
colony-21258	-2136.6487788171944	-1241.4111038032702
colony-21259	-2076.2298805097457	-1238.6652443737812
colony-21260	-2150.284828173025	-1237.8828414014945
colony-21261	-2027.3228827612004	-1231.7263972487729
colony-21262	-2130.101337731767	-1226.7680060067885
colony-21263	-2103.160632705933	-1233.9457950023177
colony-21265	-2059.5899071364256	-1229.1453675038797
colony-21266	-2073.284972832356	-1226.2375929679893
colony-21267	-2041.9943179866068	-1219.5167796137048
colony-21268	-2115.911734351122	-1219.3287586289964
colony-21269	-2208.3742264854577	-1218.4676587788265
colony-21270	-2095.3303833470304	-1214.190309078734
colony-21271	-2026.588118118539	-1214.871989053538
colony-21272	-2061.3519120669607	-1214.463123157553
colony-21274	-2014.7530065076285	-1205.603010088095
colony-21275	-2082.571284428473	-1203.4694057907543
colony-21276	-2040.1855502006188	-1200.8493623388158
colony-21277	-2110.745464956578	-1196.9488332956478
colony-21280	-2055.1550630611905	-1193.867822785186
colony-21281	-2015.1820904444885	-1193.3174993433863
colony-21283	-2130.3463718186404	-1186.4468112387326
colony-21284	-2097.122708090928	-1190.7527006663945
colony-21285	-2072.659616009897	-1185.519373282919
colony-21286	-2021.264657073974	-1180.3042228753316
colony-21287	-2009.6631299685896	-1178.0991653342185
colony-21288	-2040.9360719405704	-1174.03281249908
colony-21289	-2063.5696458574744	-1174.326648712245
colony-21290	-2095.8361376688067	-1169.3620551989004
colony-21291	-2026.3334200788463	-1165.5368859671278
colony-21293	-2054.034302502441	-1167.188399619752
colony-21294	-2077.800585050632	-1161.7214063656772
colony-21295	-2108.0490786416253	-1156.179923478597
colony-21299	-2030.4267456405548	-1145.5884688556375
colony-21301	-2068.922654240981	-1139.4412051427912
colony-21302	-2052.1385147090577	-1134.08264087959
colony-21303	-2089.235940141256	-1132.1914725777085
colony-21304	-2008.9708255049604	-1131.7104730676674
colony-21305	-2039.2050880182865	-1129.6498567678166
colony-21309	-2048.8319230138154	-1115.210588223939
colony-21311	-2024.844540952381	-1110.3670765714285
colony-21312	-2056.9920005075123	-1103.8526144913703
colony-21322	-2135.523481028827	-1490.7630833788182
colony-21325	-2042.4654378373057	-1485.9165392054197
colony-21328	-2123.0411596540066	-1485.077147234486
colony-21329	-2108.1817879603072	-1477.7458236659793
colony-21332	-2094.760573814544	-1469.1807453275158
colony-21333	-2076.0408371241565	-1463.0385398718215
colony-21335	-2058.1086018624883	-1462.7093122994852
colony-21336	-2164.889572956994	-1462.0206537790286
colony-21338	-2045.1331602465268	-1461.085039647396
colony-21339	-2125.174821024197	-1460.6105254364752
colony-21340	-2145.5429279581085	-1457.9072311453383
colony-21341	-2102.1977456402533	-1456.6193317636098
colony-21344	-2061.6815302759537	-1447.685138083683
colony-21345	-2132.1460102729734	-1447.412932453905
colony-21347	-2191.431328902819	-1442.9431374794776
colony-21348	-2020.980680956188	-1440.826852421077
colony-21349	-2075.8149513921203	-1439.7993646983196
colony-21350	-2036.7917295794052	-1437.153966287787
colony-21352	-2093.6753389012	-1437.389847554825
colony-21353	-2141.954988626294	-1431.299292116632
colony-21354	-2104.2245064503586	-1428.4770249935025
colony-21356	-2206.9123693740303	-1423.7993679346546
colony-21357	-2123.0482957519293	-1423.637632003427
colony-21358	-2009.7949432669425	-1423.0707566973913
colony-21359	-2059.0630883807567	-1421.431877270359
colony-21360	-2036.7174800478836	-1417.0233764131226
colony-21361	-2090.0963632032303	-1419.890699877823
colony-21362	-2198.8913900511952	-1418.0028301124685
colony-21363	-2074.079722958668	-1414.23615798054
colony-21364	-2187.7878060705616	-1413.890793038059
colony-21366	-2046.8681114694243	-1410.704398070668
colony-21367	-2107.352835663608	-1407.052334473529
colony-21369	-2085.2050377676087	-1409.2518361533314
colony-21370	-2065.1894989745533	-1405.6037107214415
colony-21371	-2150.2522031985104	-1403.1674414409922
colony-21372	-2163.3908107338657	-1401.4491278584871
colony-21373	-2137.9808156183667	-1399.9662248016984
colony-21375	-2054.368527819774	-1399.7962213595938
colony-21376	-2030.4387931971648	-1394.286300892182
colony-21377	-2044.9643086598107	-1392.8975563581455
colony-21378	-2204.93772902646	-1391.2009898215108
colony-21379	-2215.653543095718	-1389.5793229501353
colony-21380	-2190.353335346884	-1387.294711911694
colony-21381	-2104.215744486633	-1388.6845319850188
colony-21382	-2083.8398792435387	-1393.0755303431993
colony-21384	-2142.884730488293	-1384.9585500885903
colony-21387	-2166.271590165238	-1378.7451094171572
colony-21388	-2064.4808566689085	-1381.673279731002
colony-21392	-2131.4014226533604	-1373.3282160693568
colony-21394	-2118.085096140963	-1371.4841027838988
colony-21395	-2088.0729893300318	-1371.2759430374892
colony-21396	-2220.466614434964	-1374.4113749362614
colony-21397	-2186.2355863220223	-1370.2219292595837
colony-21398	-2106.6396969598463	-1366.6023007790916
colony-21399	-2158.4202174027505	-1367.273967054871
colony-21400	-2076.299275090292	-1363.320443708219
colony-21401	-2144.47282815153	-1356.8449537929937
colony-21402	-2066.2293749904948	-1355.2611463965252
colony-21403	-2093.3583493198958	-1358.0565752414384
colony-21404	-2187.1333317127774	-1353.2006054363808
colony-21406	-2167.3707377218016	-1352.2956093079222
colony-21408	-2102.09206595544	-1348.675473517672
colony-21410	-2127.6126055636896	-1343.6840325002945
colony-21412	-2045.90273013548	-1342.2227863389107
colony-21414	-2154.0735385088205	-1343.529259134375
colony-21417	-2186.258854759581	-1334.6395125664158
colony-21418	-2082.442399403875	-1336.4500034557982
colony-21419	-2001.3763919993144	-1336.072882339457
colony-21420	-2098.567178754513	-1329.053752487163
colony-21421	-2155.9606506981177	-1328.081827393902
colony-21422	-2068.776158740491	-1322.9699187946255
colony-21424	-2006.8817762648728	-1323.4667695871744
colony-21425	-2141.9149749190938	-1327.2204315120043
colony-21426	-2180.387054601408	-1319.287255509864
colony-21427	-2125.5744390203763	-1319.726619631561
colony-21429	-2093.2443529106704	-1317.521899121733
colony-21430	-2154.714134362646	-1314.350083075115
colony-21431	-2211.903763085577	-1313.647995062047
colony-21432	-2081.15722386136	-1308.9351724316678
colony-21433	-2047.4699989871208	-1307.348099474031
colony-21437	-2153.555904433685	-1300.2752867332829
colony-21438	-2059.553448652595	-1298.6021239896886
colony-21440	-2107.542645900289	-1291.9132771455627
colony-21441	-2135.5217718677804	-1292.0426578272184
colony-21442	-2181.796098198695	-1293.2853409521183
colony-21445	-2039.3480165377437	-1284.9312210165954
colony-21447	-2190.8493616217543	-1286.571983188868
colony-21449	-2153.691725160741	-1284.7365234701304
colony-21451	-2172.8269166787536	-1283.9825442627302
colony-21452	-2119.4839336882665	-1282.4997293339031
colony-21453	-2070.840378552711	-1280.0571209690138
colony-21455	-2231.2137187521867	-1273.4276228920146
colony-21461	-2111.032975864607	-1266.7573716147806
colony-21464	-2184.524943532594	-1264.881117188957
colony-21469	-2021.4560755182015	-1426.6777832111418
colony-21470	-2172.584318862904	-1421.2032347010222
colony-21471	-2236.425635153843	-1364.2405463612145
colony-21472	-2193.4326387039805	-1302.4529465652313
colony-21474	-2165.7765550573945	-1479.8617395874223
colony-21475	-2050.330492229896	-1443.737197782967
colony-21476	-2177.554445164817	-1434.2514005792295
colony-21477	-2213.515353784729	-1363.0052182682855
colony-21478	-2038.723734679487	-1331.4992862393162
colony-21480	-2200.5489470917987	-1370.7679716946957
colony-21483	-1998.4190220636156	-1488.576761403455
colony-21484	-2199.134072994092	-1312.4827729611727
colony-21488	-2211.6385692846256	-1352.9909012612434
colony-21489	-2088.04529793012	-1660.010997305419
colony-21491	-2079.916794749712	-1649.9988544182656
colony-21492	-2065.847790118969	-1648.4560226701915
colony-21493	-2018.513624020413	-1647.1683810978466
colony-21495	-2055.600982924705	-1636.1668180667205
colony-21497	-2077.269137631258	-1629.4978143899757
colony-21498	-2060.234602006568	-1620.7479315481048
colony-21500	-2037.917586849464	-1621.558074593772
colony-21503	-2051.3188436497567	-1606.648803792149
colony-21504	-2008.203780703756	-1610.6208670293954
colony-21505	-2097.334224056912	-1604.7789964637404
colony-21506	-2016.8092099658984	-1598.965714809952
colony-21507	-2082.59091490158	-1600.1399069631868
colony-21509	-2048.14267188359	-1589.461597552959
colony-21510	-2102.159341723416	-1588.3382285639038
colony-21511	-2061.278843547832	-1585.6576414471258
colony-21512	-2035.1791285276076	-1584.3197486314302
colony-21514	-2089.9819780453327	-1579.289539469429
colony-21516	-2054.2472887961594	-1565.1007562842922
colony-21518	-2074.763534498295	-1562.6788573374895
colony-21519	-2109.253080243807	-1563.6128496933773
colony-21520	-2096.903478528136	-1560.251712872353
colony-21522	-2083.7435014146063	-1551.738677310584
colony-21523	-2041.7437393519565	-1550.9677979653472
colony-21525	-2134.5329760623804	-1547.5686535330626
colony-21526	-2068.6105923976606	-1546.3965339181284
colony-21527	-2093.263693771099	-1548.2719525605864
colony-21528	-2154.406615500108	-1546.0809601675385
colony-21530	-2113.2332294933185	-1534.0500656798004
colony-21531	-2043.8030348915515	-1534.0666622567037
colony-21532	-2086.4477715874978	-1530.7385770756232
colony-21536	-2126.272204222692	-1524.206186080338
colony-21537	-2055.141734522588	-1521.8261971391237
colony-21538	-2040.5669967092144	-1519.4328072861942
