,identifier,noise,LAML1,NJ,LAML2
183,c30_noise0.02_rep83,0.02,0.3402061855670103,0.41237113402061853,0.1958762886597938
184,c30_noise0.02_rep84,0.02,0.32989690721649484,0.32989690721649484,0.23711340206185566
185,c30_noise0.02_rep85,0.02,0.5567010309278351,0.5360824742268041,0.4020618556701031
186,c30_noise0.02_rep86,0.02,0.25773195876288657,0.25773195876288657,0.14432989690721648
187,c30_noise0.02_rep87,0.02,0.44329896907216493,0.4639175257731959,0.27835051546391754
188,c30_noise0.02_rep88,0.02,0.7319587628865979,0.6185567010309279,0.5876288659793815
189,c30_noise0.02_rep89,0.02,0.26804123711340205,0.24742268041237114,0.14432989690721648
190,c30_noise0.02_rep90,0.02,0.5154639175257731,0.4948453608247423,0.30927835051546393
191,c30_noise0.02_rep91,0.02,0.5257731958762887,0.5154639175257731,0.44329896907216493
192,c30_noise0.02_rep92,0.02,0.3917525773195876,0.3402061855670103,0.18556701030927836
193,c30_noise0.02_rep93,0.02,0.5876288659793815,0.4742268041237113,0.36082474226804123
194,c30_noise0.02_rep94,0.02,0.6907216494845361,0.7319587628865979,0.6082474226804123
195,c30_noise0.02_rep95,0.02,0.3711340206185567,0.36082474226804123,0.2268041237113402
196,c30_noise0.02_rep96,0.02,0.41237113402061853,0.44329896907216493,0.28865979381443296
197,c30_noise0.02_rep97,0.02,0.422680412371134,0.35051546391752575,0.30927835051546393
198,c30_noise0.02_rep98,0.02,0.4329896907216495,0.35051546391752575,0.25773195876288657
199,c30_noise0.02_rep99,0.02,0.3711340206185567,0.36082474226804123,0.2268041237113402
200,c30_noise0.04_rep0,0.04,0.5360824742268041,0.4948453608247423,0.31958762886597936
201,c30_noise0.04_rep1,0.04,0.4742268041237113,0.36082474226804123,0.21649484536082475
202,c30_noise0.04_rep2,0.04,0.41237113402061853,0.3917525773195876,0.27835051546391754
203,c30_noise0.04_rep3,0.04,0.41237113402061853,0.3711340206185567,0.25773195876288657
204,c30_noise0.04_rep4,0.04,0.3917525773195876,0.35051546391752575,0.2268041237113402
205,c30_noise0.04_rep5,0.04,0.3711340206185567,0.26804123711340205,0.25773195876288657
206,c30_noise0.04_rep6,0.04,0.5154639175257731,0.422680412371134,0.28865979381443296
207,c30_noise0.04_rep7,0.04,0.4948453608247423,0.4639175257731959,0.3917525773195876
208,c30_noise0.04_rep8,0.04,0.5567010309278351,0.4329896907216495,0.3711340206185567
209,c30_noise0.04_rep9,0.04,0.6082474226804123,0.5567010309278351,0.4639175257731959
210,c30_noise0.04_rep10,0.04,0.711340206185567,0.7525773195876289,0.5876288659793815
211,c30_noise0.04_rep11,0.04,0.5257731958762887,0.5257731958762887,0.3402061855670103
212,c30_noise0.04_rep12,0.04,0.36082474226804123,0.31958762886597936,0.2268041237113402
213,c30_noise0.04_rep13,0.04,0.6494845360824743,0.5876288659793815,0.5154639175257731
214,c30_noise0.04_rep14,0.04,0.44329896907216493,0.41237113402061853,0.23711340206185566
215,c30_noise0.04_rep15,0.04,0.41237113402061853,0.35051546391752575,0.29896907216494845
216,c30_noise0.04_rep16,0.04,0.6391752577319587,0.6494845360824743,0.5051546391752577
217,c30_noise0.04_rep17,0.04,0.4948453608247423,0.3917525773195876,0.2268041237113402
218,c30_noise0.04_rep18,0.04,0.4536082474226804,0.3917525773195876,0.28865979381443296
219,c30_noise0.04_rep19,0.04,0.5051546391752577,0.4742268041237113,0.3711340206185567
220,c30_noise0.04_rep20,0.04,0.32989690721649484,0.26804123711340205,0.15463917525773196
221,c30_noise0.04_rep21,0.04,0.29896907216494845,0.23711340206185566,0.17525773195876287
222,c30_noise0.04_rep22,0.04,0.6082474226804123,0.5567010309278351,0.4536082474226804
223,c30_noise0.04_rep23,0.04,0.5463917525773195,0.5360824742268041,0.30927835051546393
224,c30_noise0.04_rep24,0.04,0.4329896907216495,0.32989690721649484,0.16494845360824742
225,c30_noise0.04_rep25,0.04,0.6391752577319587,0.5979381443298969,0.4845360824742268
226,c30_noise0.04_rep26,0.04,0.31958762886597936,0.3711340206185567,0.23711340206185566
227,c30_noise0.04_rep27,0.04,0.6288659793814433,0.5567010309278351,0.4639175257731959
228,c30_noise0.04_rep28,0.04,0.5257731958762887,0.3917525773195876,0.27835051546391754
229,c30_noise0.04_rep29,0.04,0.6288659793814433,0.6288659793814433,0.4845360824742268
230,c30_noise0.04_rep30,0.04,0.4845360824742268,0.4020618556701031,0.20618556701030927
231,c30_noise0.04_rep31,0.04,0.5051546391752577,0.4742268041237113,0.28865979381443296
232,c30_noise0.04_rep32,0.04,0.6494845360824743,0.6082474226804123,0.4948453608247423
233,c30_noise0.04_rep33,0.04,0.3917525773195876,0.36082474226804123,0.20618556701030927
234,c30_noise0.04_rep34,0.04,0.5051546391752577,0.5154639175257731,0.41237113402061853
235,c30_noise0.04_rep35,0.04,0.4536082474226804,0.4329896907216495,0.28865979381443296
236,c30_noise0.04_rep36,0.04,0.5257731958762887,0.422680412371134,0.28865979381443296
237,c30_noise0.04_rep37,0.04,0.5051546391752577,0.4536082474226804,0.29896907216494845
238,c30_noise0.04_rep38,0.04,0.4639175257731959,0.4742268041237113,0.3402061855670103
239,c30_noise0.04_rep39,0.04,0.8144329896907216,0.8350515463917526,0.6701030927835051
240,c30_noise0.04_rep40,0.04,0.5463917525773195,0.4536082474226804,0.3402061855670103
241,c30_noise0.04_rep41,0.04,0.5154639175257731,0.3917525773195876,0.23711340206185566
242,c30_noise0.04_rep42,0.04,0.6082474226804123,0.5876288659793815,0.36082474226804123
243,c30_noise0.04_rep43,0.04,0.4536082474226804,0.36082474226804123,0.25773195876288657
244,c30_noise0.04_rep44,0.04,0.4845360824742268,0.4329896907216495,0.30927835051546393
245,c30_noise0.04_rep45,0.04,0.36082474226804123,0.3402061855670103,0.24742268041237114
246,c30_noise0.04_rep46,0.04,0.6391752577319587,0.5670103092783505,0.4536082474226804
247,c30_noise0.04_rep47,0.04,0.422680412371134,0.422680412371134,0.31958762886597936
248,c30_noise0.04_rep48,0.04,0.6185567010309279,0.5773195876288659,0.3711340206185567
249,c30_noise0.04_rep49,0.04,0.4536082474226804,0.422680412371134,0.2268041237113402
250,c30_noise0.04_rep50,0.04,0.4020618556701031,0.41237113402061853,0.25773195876288657
251,c30_noise0.04_rep51,0.04,0.4020618556701031,0.3402061855670103,0.20618556701030927
252,c30_noise0.04_rep52,0.04,0.27835051546391754,0.23711340206185566,0.18556701030927836
253,c30_noise0.04_rep53,0.04,0.4536082474226804,0.44329896907216493,0.32989690721649484
254,c30_noise0.04_rep54,0.04,0.5257731958762887,0.4639175257731959,0.36082474226804123
255,c30_noise0.04_rep55,0.04,0.44329896907216493,0.38144329896907214,0.18556701030927836
256,c30_noise0.04_rep56,0.04,0.5876288659793815,0.4948453608247423,0.35051546391752575
257,c30_noise0.04_rep57,0.04,0.5567010309278351,0.4948453608247423,0.3402061855670103
258,c30_noise0.04_rep58,0.04,0.6082474226804123,0.5773195876288659,0.41237113402061853
259,c30_noise0.04_rep59,0.04,0.4329896907216495,0.3711340206185567,0.2268041237113402
260,c30_noise0.04_rep60,0.04,0.6288659793814433,0.5051546391752577,0.3917525773195876
261,c30_noise0.04_rep61,0.04,0.4639175257731959,0.35051546391752575,0.24742268041237114
262,c30_noise0.04_rep62,0.04,0.5051546391752577,0.4845360824742268,0.27835051546391754
263,c30_noise0.04_rep63,0.04,0.5360824742268041,0.4948453608247423,0.35051546391752575
264,c30_noise0.04_rep64,0.04,0.5154639175257731,0.4742268041237113,0.36082474226804123
265,c30_noise0.04_rep65,0.04,0.6185567010309279,0.5979381443298969,0.4020618556701031
266,c30_noise0.04_rep66,0.04,0.5154639175257731,0.4329896907216495,0.31958762886597936
267,c30_noise0.04_rep67,0.04,0.4948453608247423,0.4948453608247423,0.35051546391752575
268,c30_noise0.04_rep68,0.04,0.5670103092783505,0.5463917525773195,0.4536082474226804
269,c30_noise0.04_rep69,0.04,0.4845360824742268,0.422680412371134,0.26804123711340205
270,c30_noise0.04_rep70,0.04,0.6082474226804123,0.5154639175257731,0.41237113402061853
271,c30_noise0.04_rep71,0.04,0.4845360824742268,0.41237113402061853,0.2268041237113402
272,c30_noise0.04_rep72,0.04,0.4536082474226804,0.35051546391752575,0.21649484536082475
273,c30_noise0.04_rep73,0.04,0.6701030927835051,0.6494845360824743,0.4639175257731959
274,c30_noise0.04_rep74,0.04,0.5463917525773195,0.5154639175257731,0.4639175257731959
275,c30_noise0.04_rep75,0.04,0.5979381443298969,0.5257731958762887,0.3917525773195876
276,c30_noise0.04_rep76,0.04,0.4948453608247423,0.3917525773195876,0.28865979381443296
277,c30_noise0.04_rep77,0.04,0.5463917525773195,0.4742268041237113,0.32989690721649484
278,c30_noise0.04_rep78,0.04,0.4845360824742268,0.41237113402061853,0.25773195876288657
279,c30_noise0.04_rep79,0.04,0.5567010309278351,0.4948453608247423,0.3402061855670103
280,c30_noise0.04_rep80,0.04,0.35051546391752575,0.26804123711340205,0.16494845360824742
281,c30_noise0.04_rep81,0.04,0.6494845360824743,0.5567010309278351,0.4020618556701031
282,c30_noise0.04_rep82,0.04,0.6391752577319587,0.6597938144329897,0.5567010309278351
283,c30_noise0.04_rep83,0.04,0.5257731958762887,0.4948453608247423,0.36082474226804123
284,c30_noise0.04_rep84,0.04,0.3917525773195876,0.3917525773195876,0.17525773195876287
285,c30_noise0.04_rep85,0.04,0.6494845360824743,0.5876288659793815,0.41237113402061853
286,c30_noise0.04_rep86,0.04,0.4536082474226804,0.3711340206185567,0.17525773195876287
287,c30_noise0.04_rep87,0.04,0.6494845360824743,0.5876288659793815,0.35051546391752575
288,c30_noise0.04_rep88,0.04,0.7525773195876289,0.7525773195876289,0.6701030927835051
289,c30_noise0.04_rep89,0.04,0.29896907216494845,0.24742268041237114,0.17525773195876287
290,c30_noise0.04_rep90,0.04,0.5051546391752577,0.4742268041237113,0.31958762886597936
291,c30_noise0.04_rep91,0.04,0.7319587628865979,0.6391752577319587,0.5360824742268041
292,c30_noise0.04_rep92,0.04,0.28865979381443296,0.3402061855670103,0.25773195876288657
293,c30_noise0.04_rep93,0.04,0.6701030927835051,0.6288659793814433,0.5154639175257731
294,c30_noise0.04_rep94,0.04,0.8144329896907216,0.7938144329896907,0.5773195876288659
295,c30_noise0.04_rep95,0.04,0.5257731958762887,0.41237113402061853,0.23711340206185566
296,c30_noise0.04_rep96,0.04,0.4639175257731959,0.4536082474226804,0.31958762886597936
297,c30_noise0.04_rep97,0.04,0.5051546391752577,0.38144329896907214,0.29896907216494845
298,c30_noise0.04_rep98,0.04,0.4948453608247423,0.36082474226804123,0.24742268041237114
299,c30_noise0.04_rep99,0.04,0.5670103092783505,0.4742268041237113,0.26804123711340205
300,c30_noise0.06_rep0,0.06,0.6185567010309279,0.5463917525773195,0.422680412371134
301,c30_noise0.06_rep1,0.06,0.4536082474226804,0.3711340206185567,0.20618556701030927
302,c30_noise0.06_rep2,0.06,0.5154639175257731,0.38144329896907214,0.35051546391752575
