,cell_name,target_site,pub_geno,pub_pmax,lp_state
7927,colony-21801,43,5,1.0,5
7928,colony-21802,43,2,1.0,2
7929,colony-21803,43,0,1.0,0
7930,colony-21804,43,8,0.999,8
7931,colony-21805,43,2,1.0,2
7932,colony-21806,43,0,1.0,0
7933,colony-21807,43,0,1.0,0
7934,colony-21808,43,2,0.998,2
7935,colony-21810,43,0,1.0,0
7936,colony-21811,43,8,1.0,8
7937,colony-21812,43,5,1.0,5
7938,colony-21813,43,5,1.0,5
7939,colony-21814,43,5,1.0,5
7940,colony-21815,43,5,1.0,5
7941,colony-21816,43,6,0.998,6
7942,colony-21818,43,8,0.999,8
7943,colony-21819,43,3,1.0,3
7944,colony-21820,43,0,0.999,0
7945,colony-21821,43,8,1.0,8
7946,colony-21826,43,0,1.0,0
7947,colony-21827,43,5,1.0,5
7948,colony-21829,43,0,1.0,0
7949,colony-21831,43,5,0.999,5
7950,colony-21832,43,1,1.0,1
7951,colony-21833,43,2,0.999,2
7952,colony-21835,43,5,1.0,5
7953,colony-21836,43,5,0.998,5
7954,colony-21837,43,5,1.0,5
7955,colony-21838,43,2,1.0,2
7956,colony-21839,43,4,0.974,4
7957,colony-21840,43,0,1.0,0
7958,colony-21841,43,2,0.928,2
7959,colony-21842,43,0,1.0,0
7960,colony-21844,43,2,1.0,2
7961,colony-21846,43,8,1.0,8
7962,colony-21848,43,5,1.0,5
7963,colony-21849,43,2,1.0,2
7964,colony-21850,43,2,1.0,2
7965,colony-21851,43,2,0.997,2
7966,colony-21852,43,5,1.0,5
7967,colony-21853,43,6,1.0,6
7968,colony-21854,43,8,0.785,8
7969,colony-21856,43,5,1.0,5
7970,colony-21857,43,8,0.973,8
7971,colony-21859,43,8,0.999,8
7972,colony-21861,43,0,1.0,0
7973,colony-21862,43,2,1.0,2
7974,colony-21863,43,5,0.957,5
7975,colony-21866,43,2,1.0,2
7976,colony-21867,43,5,1.0,5
7977,colony-21868,43,0,1.0,0
7978,colony-21870,43,5,0.954,5
7979,colony-21871,43,5,1.0,5
7980,colony-21872,43,0,1.0,0
7981,colony-21873,43,8,0.997,8
7982,colony-21875,43,2,0.997,2
7983,colony-21877,43,7,0.949,7
7984,colony-21878,43,5,0.997,5
7985,colony-21881,43,5,1.0,5
7986,colony-21883,43,2,1.0,2
7987,colony-21884,43,8,1.0,8
7988,colony-21886,43,5,1.0,5
7989,colony-21887,43,1,1.0,1
7990,colony-21888,43,0,0.981,0
7991,colony-21891,43,8,0.935,2
7992,colony-21892,43,0,1.0,0
7993,colony-21896,43,5,0.977,5
7994,colony-21901,43,5,1.0,5
7995,colony-21917,43,5,1.0,5
7996,colony-21919,43,5,1.0,5
7997,colony-21920,43,2,1.0,2
7998,colony-21924,43,5,0.999,5
7999,colony-21928,43,0,0.994,0
8000,colony-21930,43,5,0.313,5
8001,colony-21933,43,8,1.0,8
8002,colony-21934,43,4,0.96,4
8003,colony-21935,43,8,1.0,8
8004,colony-21936,43,5,0.995,5
8005,colony-21938,43,2,1.0,2
8006,colony-21942,43,2,1.0,2
8007,colony-21946,43,0,1.0,0
8008,colony-21948,43,2,0.999,2
8009,colony-21949,43,5,1.0,5
8010,colony-21950,43,8,0.579,7
8011,colony-21952,43,2,0.872,2
8012,colony-21954,43,0,0.979,0
8013,colony-21965,43,5,1.0,5
8014,colony-21970,43,5,0.993,5
8015,colony-21971,43,0,1.0,0
8016,colony-21974,43,0,1.0,0
8017,colony-21978,43,2,0.994,2
8018,colony-21989,43,2,1.0,2
8019,colony-21992,43,5,1.0,5
8020,colony-21995,43,5,0.969,5
8021,colony-21998,43,5,1.0,5
8022,colony-21999,43,0,1.0,0
8023,colony-22000,43,5,1.0,5
8024,colony-22001,43,5,0.977,5
8025,colony-22004,43,2,1.0,2
8026,colony-22005,43,5,1.0,5
8027,colony-22010,43,8,0.993,8
8028,colony-22012,43,2,1.0,2
8029,colony-22013,43,2,0.999,2
8030,colony-22014,43,5,1.0,5
8031,colony-22015,43,1,1.0,1
8032,colony-22016,43,4,0.551,0
8033,colony-22017,43,5,1.0,5
8034,colony-22020,43,5,1.0,5
8035,colony-22021,43,2,1.0,2
8036,colony-22024,43,5,1.0,5
8037,colony-22025,43,8,0.998,8
8038,colony-22027,43,6,1.0,6
8039,colony-22031,43,2,1.0,2
8040,colony-22033,43,2,1.0,2
8041,colony-22035,43,8,1.0,8
8042,colony-22036,43,0,0.994,0
8043,colony-22038,43,2,1.0,2
8044,colony-22039,43,0,1.0,0
8045,colony-22040,43,0,1.0,0
8046,colony-22043,43,5,1.0,5
8047,colony-22044,43,8,1.0,8
8048,colony-22045,43,2,0.999,2
8049,colony-22047,43,8,1.0,8
8050,colony-22048,43,8,0.966,8
8051,colony-22051,43,5,1.0,5
8052,colony-22052,43,5,1.0,5
8053,colony-22053,43,2,1.0,2
8054,colony-22054,43,1,1.0,1
8055,colony-22057,43,0,1.0,0
8056,colony-22060,43,5,1.0,5
8057,colony-22061,43,8,1.0,8
8058,colony-22062,43,2,1.0,2
8059,colony-22065,43,5,1.0,5
8060,colony-22066,43,5,1.0,5
8061,colony-22067,43,8,0.994,8
8062,colony-22069,43,2,0.989,2
8063,colony-22070,43,2,1.0,2
8064,colony-22073,43,8,0.885,8
8065,colony-22074,43,0,1.0,0
8066,colony-22075,43,2,0.947,2
8067,colony-22077,43,8,1.0,8
8068,colony-22078,43,5,0.997,5
8069,colony-22079,43,2,1.0,2
8070,colony-22081,43,2,0.999,2
8071,colony-22082,43,0,1.0,0
8072,colony-22083,43,0,1.0,0
8073,colony-22085,43,5,1.0,5
8074,colony-22086,43,2,0.998,2
8075,colony-22088,43,8,0.973,8
8076,colony-22089,43,0,1.0,0
8077,colony-22090,43,2,1.0,2
8078,colony-22091,43,0,1.0,0
8079,colony-22092,43,2,0.999,2
8080,colony-22093,43,2,1.0,2
8081,colony-22095,43,0,1.0,0
8082,colony-22096,43,2,0.998,2
8083,colony-22098,43,2,0.999,2
8084,colony-22099,43,2,1.0,2
8085,colony-22100,43,0,1.0,0
8086,colony-22101,43,7,0.999,7
8087,colony-22103,43,0,1.0,0
8088,colony-22104,43,5,0.999,5
8089,colony-22105,43,0,1.0,0
8090,colony-22107,43,2,1.0,2
8091,colony-22108,43,0,1.0,0
8092,colony-22109,43,5,1.0,5
8093,colony-22110,43,5,1.0,5
8094,colony-22111,43,0,1.0,0
8095,colony-22112,43,2,1.0,2
8096,colony-22113,43,2,1.0,2
8097,colony-22114,43,0,1.0,0
8098,colony-22115,43,2,0.997,2
8099,colony-22116,43,0,0.999,0
8100,colony-22117,43,2,0.999,2
8101,colony-22119,43,7,0.998,7
8102,colony-22122,43,7,0.992,7
8103,colony-22130,43,6,1.0,6
8104,colony-22131,43,5,1.0,5
8105,colony-22137,43,5,0.998,5
8106,colony-22139,43,5,1.0,5
8107,colony-22140,43,5,0.785,5
8108,colony-22141,43,2,1.0,2
8109,colony-22142,43,2,1.0,2
8110,colony-22151,43,2,0.995,2
8111,colony-22152,43,7,0.988,7
8112,colony-22155,43,8,0.998,8
8113,colony-22156,43,5,1.0,5
8114,colony-22157,43,2,1.0,2
8115,colony-22161,43,0,0.999,0
8116,colony-22162,43,5,1.0,5
8117,colony-22163,43,0,0.999,0
8118,colony-22174,43,8,0.999,8
8119,colony-22177,43,2,1.0,2
8120,colony-22178,43,7,0.992,7
8121,colony-22182,43,2,1.0,2
8122,colony-22187,43,8,1.0,8
8123,colony-22189,43,7,1.0,7
8124,colony-22190,43,0,0.681,7
8125,colony-22191,43,5,1.0,5
8126,colony-22192,43,3,0.982,3
8127,colony-22198,43,5,1.0,5
8128,colony-22199,43,5,0.994,5
8129,colony-22200,43,2,1.0,2
8130,colony-22202,43,8,1.0,8
8131,colony-22205,43,0,0.999,0
8132,colony-22206,43,2,1.0,2
8133,colony-22207,43,5,1.0,5
8134,colony-22208,43,2,1.0,2
8135,colony-22209,43,2,1.0,2
8136,colony-22210,43,2,1.0,2
8137,colony-22211,43,5,1.0,5
8138,colony-22213,43,4,1.0,4
8139,colony-22214,43,0,1.0,0
8140,colony-22215,43,2,0.999,2
8141,colony-22217,43,2,1.0,2
8142,colony-22218,43,2,1.0,2
8143,colony-22219,43,2,1.0,2
8144,colony-22220,43,3,1.0,3
8145,colony-22221,43,8,1.0,8
8146,colony-22223,43,0,1.0,0
8147,colony-22224,43,5,0.999,5
8148,colony-22225,43,5,1.0,5
8149,colony-22227,43,3,0.999,3
8150,colony-22230,43,8,1.0,8
8151,colony-22231,43,5,1.0,5
8152,colony-22232,43,5,0.999,5
8153,colony-22233,43,2,0.994,2
8154,colony-22235,43,0,1.0,0
8155,colony-22236,43,0,1.0,0
8156,colony-22237,43,2,1.0,2
8157,colony-22238,43,2,1.0,2
8158,colony-22239,43,2,1.0,2
8159,colony-22240,43,8,0.999,8
8160,colony-22241,43,5,0.999,5
8161,colony-22242,43,5,1.0,5
8162,colony-22245,43,8,1.0,8
8163,colony-22246,43,5,1.0,5
8164,colony-22247,43,8,0.999,8
8165,colony-22248,43,2,0.998,2
8166,colony-22249,43,7,0.996,7
8167,colony-22251,43,8,0.966,8
8168,colony-22252,43,2,1.0,2
8169,colony-22256,43,7,0.998,7
8170,colony-22257,43,0,0.983,0
8171,colony-22258,43,0,1.0,0
8172,colony-22259,43,4,0.776,2
8173,colony-22269,43,5,1.0,5
8174,colony-22273,43,2,0.998,2
8175,colony-22279,43,8,1.0,8
8176,colony-22285,43,2,1.0,2
8177,colony-22286,43,7,1.0,7
8178,colony-22287,43,1,0.974,1
8179,colony-22288,43,5,1.0,5
8180,colony-22290,43,7,0.952,7
8181,colony-22291,43,0,1.0,0
8182,colony-22292,43,8,1.0,8
8183,colony-22293,43,5,1.0,5
8184,colony-22294,43,5,1.0,5
8185,colony-22295,43,0,0.994,0
8186,colony-22296,43,1,0.969,1
8187,colony-22300,43,2,1.0,2
8188,colony-22302,43,5,0.997,5
8189,colony-22303,43,8,0.999,8
8190,colony-22304,43,5,0.975,5
8191,colony-22305,43,8,1.0,8
8192,colony-22306,43,8,1.0,8
8193,colony-22309,43,5,1.0,5
8194,colony-22310,43,0,0.998,0
8195,colony-22312,43,2,0.986,2
8196,colony-22314,43,5,1.0,5
8197,colony-22316,43,1,1.0,1
8198,colony-22319,43,8,1.0,8
8199,colony-22320,43,0,1.0,0
8200,colony-22321,43,5,1.0,5
8201,colony-22322,43,5,1.0,5
8202,colony-22323,43,7,1.0,7
8203,colony-22324,43,1,1.0,1
8204,colony-22325,43,1,0.974,1
8205,colony-22327,43,1,1.0,1
8206,colony-22328,43,0,1.0,0
8207,colony-22329,43,4,0.979,4
8208,colony-22332,43,0,0.999,0
8209,colony-22333,43,4,0.999,4
8210,colony-22334,43,0,1.0,0
8211,colony-22336,43,8,0.994,8
8212,colony-22337,43,7,0.999,7
8213,colony-22338,43,5,1.0,5
8214,colony-22340,43,4,1.0,4
8215,colony-22341,43,4,0.996,4
8216,colony-22342,43,1,1.0,1
8217,colony-22343,43,5,1.0,5
8218,colony-22345,43,7,0.999,7
8219,colony-22346,43,8,0.999,8
8220,colony-22347,43,8,1.0,8
8221,colony-22351,43,2,1.0,2
8222,colony-22352,43,5,0.999,5
8223,colony-22353,43,7,0.926,7
8224,colony-22355,43,0,0.973,0
8225,colony-22356,43,5,0.887,5
8226,colony-22358,43,2,0.999,2
8227,colony-22359,43,2,1.0,2
8228,colony-22361,43,5,1.0,5
8229,colony-22363,43,2,1.0,2
8230,colony-22364,43,2,0.999,2
8231,colony-22367,43,7,0.999,7
8232,colony-22368,43,4,0.998,4
8233,colony-22371,43,4,1.0,4
8234,colony-22375,43,8,1.0,8
8235,colony-22380,43,5,0.999,5
8236,colony-22384,43,7,0.999,7
8237,colony-22389,43,7,0.971,7
8238,colony-22424,43,8,0.996,8
8239,colony-22432,43,2,0.997,2
8240,colony-22434,43,8,0.994,8
8241,colony-22438,43,8,1.0,8
8242,colony-22440,43,8,0.998,8
8243,colony-22442,43,0,1.0,0
8244,colony-22449,43,8,1.0,8
8245,colony-22451,43,5,1.0,5
8246,colony-22453,43,8,0.999,8
8247,colony-22461,43,1,1.0,1
8248,colony-22462,43,0,1.0,0
8249,colony-22463,43,8,0.997,8
8250,colony-22467,43,5,1.0,5
8251,colony-22474,43,5,1.0,5
8252,colony-22480,43,8,0.682,8
8253,colony-22483,43,0,0.83,0
8254,colony-22484,43,5,0.999,5
8255,colony-22489,43,8,0.992,8
8256,colony-22494,43,5,1.0,5
8257,colony-22497,43,5,1.0,5
8258,colony-22501,43,5,0.998,5
8259,colony-22504,43,0,1.0,0
8260,colony-21229,46,0,1.0,0
8261,colony-21230,46,0,0.978,0
8262,colony-21240,46,0,1.0,0
8263,colony-21241,46,0,0.924,0
8264,colony-21243,46,8,0.92,8
8265,colony-21244,46,0,1.0,0
8266,colony-21247,46,8,0.999,8
8267,colony-21248,46,8,0.969,8
8268,colony-21249,46,0,1.0,0
8269,colony-21250,46,0,1.0,0
8270,colony-21253,46,0,1.0,0
8271,colony-21255,46,0,0.999,0
8272,colony-21257,46,8,1.0,8
8273,colony-21258,46,8,1.0,8
8274,colony-21259,46,0,0.591,0
8275,colony-21260,46,8,1.0,8
8276,colony-21261,46,8,0.999,8
8277,colony-21262,46,0,0.999,0
8278,colony-21263,46,8,1.0,8
8279,colony-21266,46,0,0.978,0
8280,colony-21267,46,0,1.0,0
8281,colony-21269,46,0,1.0,0
8282,colony-21270,46,0,1.0,0
8283,colony-21271,46,8,0.994,8
8284,colony-21272,46,0,0.922,0
8285,colony-21274,46,0,1.0,0
8286,colony-21275,46,0,1.0,0
8287,colony-21276,46,0,1.0,0
8288,colony-21277,46,0,1.0,0
8289,colony-21280,46,8,1.0,8
8290,colony-21281,46,0,1.0,0
8291,colony-21283,46,8,1.0,8
8292,colony-21284,46,5,0.998,5
8293,colony-21285,46,5,0.989,5
8294,colony-21286,46,0,0.997,0
8295,colony-21287,46,5,0.999,5
8296,colony-21288,46,0,1.0,0
8297,colony-21289,46,8,1.0,8
8298,colony-21290,46,0,0.998,0
8299,colony-21291,46,0,1.0,0
8300,colony-21294,46,2,0.992,2
8301,colony-21295,46,8,0.978,8
8302,colony-21299,46,5,0.996,5
8303,colony-21301,46,0,1.0,0
8304,colony-21302,46,0,1.0,0
8305,colony-21303,46,0,0.998,0
8306,colony-21304,46,5,0.999,5
8307,colony-21305,46,0,1.0,0
8308,colony-21309,46,0,0.999,0
8309,colony-21312,46,0,1.0,0
8310,colony-21325,46,2,1.0,2
8311,colony-21329,46,0,0.998,0
8312,colony-21332,46,5,1.0,5
8313,colony-21333,46,0,1.0,0
8314,colony-21335,46,0,0.992,0
8315,colony-21336,46,8,0.998,8
8316,colony-21338,46,8,1.0,8
8317,colony-21339,46,8,1.0,8
8318,colony-21340,46,0,0.998,0
8319,colony-21341,46,0,0.987,0
8320,colony-21344,46,2,1.0,2
8321,colony-21345,46,8,1.0,8
8322,colony-21347,46,5,0.999,5
8323,colony-21348,46,0,1.0,0
8324,colony-21349,46,5,1.0,5
8325,colony-21350,46,0,1.0,0
8326,colony-21352,46,8,0.954,8
8327,colony-21353,46,0,1.0,0
8328,colony-21354,46,0,1.0,0
8329,colony-21356,46,2,0.966,2
8330,colony-21357,46,8,0.999,8
8331,colony-21358,46,5,0.952,5
8332,colony-21361,46,8,1.0,8
8333,colony-21362,46,0,1.0,0
8334,colony-21364,46,0,0.999,0
8335,colony-21366,46,0,1.0,0
8336,colony-21367,46,5,0.999,5
8337,colony-21369,46,0,1.0,0
8338,colony-21370,46,5,0.996,5
8339,colony-21371,46,0,1.0,0
8340,colony-21372,46,2,0.986,2
8341,colony-21373,46,0,1.0,0
8342,colony-21375,46,0,0.984,0
8343,colony-21376,46,8,0.999,8
8344,colony-21377,46,8,0.948,8
8345,colony-21378,46,5,0.982,5
8346,colony-21380,46,5,1.0,5
8347,colony-21381,46,0,1.0,0
8348,colony-21382,46,3,0.303,0
8349,colony-21384,46,8,0.999,8
8350,colony-21387,46,0,1.0,0
8351,colony-21388,46,0,0.999,0
8352,colony-21392,46,0,1.0,0
8353,colony-21395,46,2,0.999,2
8354,colony-21396,46,0,1.0,0
8355,colony-21397,46,0,1.0,0
8356,colony-21398,46,2,0.99,2
8357,colony-21399,46,8,0.741,8
8358,colony-21400,46,0,1.0,0
8359,colony-21401,46,5,0.998,5
8360,colony-21402,46,0,1.0,0
8361,colony-21404,46,0,1.0,0
8362,colony-21408,46,0,1.0,0
8363,colony-21412,46,8,1.0,8
8364,colony-21414,46,0,1.0,0
8365,colony-21418,46,0,0.978,0
8366,colony-21419,46,0,1.0,0
8367,colony-21421,46,8,0.962,8
8368,colony-21422,46,5,1.0,5
8369,colony-21424,46,5,1.0,5
8370,colony-21425,46,0,1.0,0
8371,colony-21426,46,0,1.0,0
8372,colony-21427,46,8,0.991,8
8373,colony-21429,46,0,1.0,0
8374,colony-21430,46,0,1.0,0
8375,colony-21431,46,0,1.0,0
8376,colony-21433,46,2,0.989,2
8377,colony-21437,46,0,0.914,0
8378,colony-21438,46,0,1.0,0
8379,colony-21440,46,8,0.969,8
8380,colony-21442,46,0,1.0,0
8381,colony-21445,46,0,1.0,0
8382,colony-21447,46,5,1.0,5
8383,colony-21449,46,5,1.0,5
8384,colony-21451,46,0,0.996,0
8385,colony-21453,46,0,1.0,0
8386,colony-21455,46,0,1.0,0
8387,colony-21461,46,8,0.986,8
8388,colony-21464,46,0,1.0,0
8389,colony-21469,46,8,0.988,8
8390,colony-21470,46,5,0.995,5
8391,colony-21472,46,5,0.999,5
8392,colony-21474,46,0,0.997,0
8393,colony-21476,46,5,0.99,5
8394,colony-21477,46,0,1.0,0
8395,colony-21480,46,0,0.999,0
8396,colony-21483,46,5,0.992,5
8397,colony-21484,46,0,1.0,0
8398,colony-21488,46,8,0.987,8
8399,colony-21489,46,0,0.998,0
8400,colony-21491,46,8,0.995,8
8401,colony-21492,46,1,0.996,1
8402,colony-21493,46,7,0.932,7
8403,colony-21495,46,0,0.998,0
8404,colony-21497,46,8,0.966,8
8405,colony-21498,46,8,0.97,8
8406,colony-21500,46,5,1.0,5
8407,colony-21503,46,0,0.997,0
8408,colony-21504,46,0,1.0,0
8409,colony-21505,46,0,1.0,0
8410,colony-21506,46,5,0.972,5
8411,colony-21509,46,0,1.0,0
8412,colony-21510,46,8,0.96,8
8413,colony-21511,46,0,1.0,0
8414,colony-21514,46,2,1.0,2
8415,colony-21516,46,0,1.0,0
8416,colony-21518,46,0,0.999,0
8417,colony-21519,46,0,1.0,0
8418,colony-21520,46,0,1.0,0
8419,colony-21522,46,0,0.801,2
8420,colony-21526,46,0,1.0,0
8421,colony-21527,46,0,1.0,0
8422,colony-21528,46,8,0.997,8
8423,colony-21530,46,0,1.0,0
8424,colony-21531,46,0,1.0,0
8425,colony-21532,46,0,1.0,0
8426,colony-21536,46,5,0.994,5
8427,colony-21537,46,0,0.984,0
8428,colony-21539,46,0,1.0,0
8429,colony-21541,46,0,1.0,0
8430,colony-21542,46,0,1.0,0
8431,colony-21547,46,2,0.759,2
8432,colony-21550,46,0,1.0,0
8433,colony-21551,46,0,0.999,0
8434,colony-21553,46,2,1.0,2
8435,colony-21560,46,0,0.998,0
8436,colony-21561,46,0,0.999,0
8437,colony-21563,46,0,0.936,0
8438,colony-21564,46,8,1.0,8
8439,colony-21565,46,1,0.9,1
8440,colony-21566,46,0,0.997,0
8441,colony-21567,46,0,1.0,0
8442,colony-21571,46,1,1.0,1
8443,colony-21572,46,0,1.0,0
8444,colony-21574,46,0,0.871,0
8445,colony-21575,46,8,1.0,8
8446,colony-21581,46,0,1.0,0
8447,colony-21582,46,1,0.992,1
8448,colony-21583,46,1,1.0,1
8449,colony-21584,46,1,0.977,1
8450,colony-21585,46,0,0.703,0
8451,colony-21586,46,0,0.656,0
8452,colony-21587,46,5,0.963,5
8453,colony-21588,46,5,1.0,5
8454,colony-21589,46,5,1.0,5
8455,colony-21591,46,5,1.0,5
8456,colony-21593,46,0,0.998,0
8457,colony-21596,46,0,1.0,0
8458,colony-21597,46,5,0.996,5
8459,colony-21598,46,0,0.997,0
8460,colony-21599,46,1,0.999,1
8461,colony-21600,46,5,0.999,5
8462,colony-21604,46,0,0.998,0
8463,colony-21605,46,1,1.0,1
8464,colony-21608,46,0,1.0,0
8465,colony-21609,46,0,1.0,0
8466,colony-21610,46,2,0.999,2
8467,colony-21612,46,5,1.0,5
8468,colony-21613,46,0,0.992,0
8469,colony-21614,46,8,0.79,8
8470,colony-21615,46,5,1.0,5
8471,colony-21616,46,0,1.0,0
8472,colony-21618,46,0,1.0,0
8473,colony-21619,46,5,1.0,5
8474,colony-21620,46,0,1.0,0
8475,colony-21622,46,0,0.999,0
8476,colony-21626,46,2,0.998,2
8477,colony-21627,46,5,0.997,5
8478,colony-21630,46,8,1.0,8
8479,colony-21631,46,5,1.0,5
8480,colony-21632,46,5,1.0,5
8481,colony-21633,46,2,0.999,2
8482,colony-21635,46,0,1.0,0
8483,colony-21637,46,0,0.964,0
8484,colony-21638,46,0,1.0,0
8485,colony-21640,46,8,0.609,8
8486,colony-21641,46,8,0.986,8
8487,colony-21643,46,0,1.0,0
8488,colony-21644,46,8,0.995,8
8489,colony-21646,46,5,0.998,5
8490,colony-21648,46,5,1.0,5
8491,colony-21649,46,2,1.0,2
8492,colony-21650,46,0,1.0,0
8493,colony-21653,46,0,0.869,0
8494,colony-21654,46,0,0.983,0
8495,colony-21657,46,5,1.0,5
8496,colony-21659,46,0,1.0,0
8497,colony-21663,46,8,0.999,8
8498,colony-21665,46,0,0.999,0
8499,colony-21666,46,5,0.999,5
8500,colony-21672,46,0,1.0,0
8501,colony-21678,46,0,0.991,0
8502,colony-21680,46,5,0.999,5
8503,colony-21684,46,5,0.993,5
8504,colony-21687,46,5,0.971,5
8505,colony-21690,46,0,1.0,0
8506,colony-21691,46,5,1.0,5
8507,colony-21697,46,5,1.0,5
8508,colony-21700,46,8,0.973,8
8509,colony-21705,46,0,1.0,0
8510,colony-21707,46,0,0.83,2
8511,colony-21708,46,0,0.999,0
8512,colony-21711,46,0,1.0,0
8513,colony-21717,46,2,0.67,2
8514,colony-21718,46,0,0.993,0
8515,colony-21723,46,0,0.975,0
8516,colony-21729,46,0,0.855,0
8517,colony-21733,46,5,0.885,5
8518,colony-21734,46,5,0.997,5
8519,colony-21740,46,0,0.999,0
8520,colony-21741,46,0,0.998,0
8521,colony-21744,46,8,0.999,8
8522,colony-21746,46,5,0.995,5
8523,colony-21750,46,5,1.0,5
8524,colony-21753,46,5,0.999,5
8525,colony-21754,46,5,0.993,5
8526,colony-21756,46,0,0.998,0
8527,colony-21757,46,0,0.997,0
8528,colony-21761,46,0,0.97,0
8529,colony-21763,46,2,0.948,2
8530,colony-21764,46,0,0.999,0
8531,colony-21769,46,8,1.0,8
8532,colony-21772,46,5,0.887,5
8533,colony-21773,46,8,0.998,8
8534,colony-21774,46,5,1.0,5
8535,colony-21776,46,5,1.0,5
8536,colony-21777,46,8,0.956,8
8537,colony-21781,46,8,0.979,8
8538,colony-21783,46,0,0.973,4
8539,colony-21785,46,5,1.0,5
8540,colony-21788,46,0,0.998,0
8541,colony-21792,46,0,1.0,0
8542,colony-21795,46,0,0.941,0
8543,colony-21796,46,0,0.998,0
8544,colony-21797,46,8,0.999,8
8545,colony-21798,46,5,0.998,5
8546,colony-21799,46,0,1.0,0
8547,colony-21800,46,8,0.999,8
8548,colony-21801,46,5,1.0,5
8549,colony-21802,46,0,0.848,0
8550,colony-21803,46,8,0.999,8
8551,colony-21805,46,0,0.999,0
8552,colony-21806,46,8,1.0,8
8553,colony-21808,46,0,1.0,0
8554,colony-21810,46,0,1.0,0
8555,colony-21811,46,0,0.888,0
8556,colony-21812,46,5,0.999,5
8557,colony-21813,46,5,1.0,5
8558,colony-21815,46,0,1.0,0
8559,colony-21816,46,8,0.995,8
8560,colony-21818,46,0,0.999,0
8561,colony-21819,46,0,1.0,0
8562,colony-21820,46,8,0.997,8
8563,colony-21821,46,0,1.0,0
8564,colony-21826,46,8,0.997,8
8565,colony-21827,46,5,0.999,5
8566,colony-21829,46,8,0.914,8
8567,colony-21831,46,5,1.0,5
8568,colony-21832,46,0,1.0,0
8569,colony-21833,46,8,0.999,8
8570,colony-21835,46,5,1.0,5
8571,colony-21836,46,0,0.997,0
8572,colony-21838,46,0,0.994,0
8573,colony-21839,46,8,0.977,8
8574,colony-21840,46,8,0.997,8
8575,colony-21841,46,0,1.0,0
8576,colony-21842,46,8,1.0,8
8577,colony-21844,46,0,0.996,0
8578,colony-21846,46,0,1.0,0
8579,colony-21848,46,5,1.0,5
8580,colony-21849,46,8,0.99,8
8581,colony-21850,46,0,0.959,0
8582,colony-21851,46,0,1.0,0
8583,colony-21852,46,5,1.0,5
8584,colony-21853,46,8,1.0,8
8585,colony-21854,46,8,0.922,8
8586,colony-21856,46,1,1.0,1
8587,colony-21859,46,8,0.986,8
8588,colony-21862,46,0,1.0,0
8589,colony-21863,46,5,0.424,5
8590,colony-21866,46,8,0.999,8
8591,colony-21867,46,5,1.0,5
8592,colony-21868,46,8,0.999,8
8593,colony-21870,46,5,0.774,5
8594,colony-21871,46,5,1.0,5
8595,colony-21872,46,0,1.0,0
8596,colony-21873,46,5,0.651,5
8597,colony-21875,46,0,1.0,0
8598,colony-21877,46,0,1.0,0
8599,colony-21878,46,5,0.999,5
8600,colony-21882,46,5,1.0,5
8601,colony-21883,46,8,1.0,8
8602,colony-21884,46,8,0.943,8
8603,colony-21886,46,5,0.998,5
8604,colony-21887,46,0,1.0,0
8605,colony-21888,46,0,1.0,0
8606,colony-21891,46,0,0.953,0
8607,colony-21892,46,8,0.996,8
8608,colony-21896,46,5,0.999,5
8609,colony-21899,46,0,1.0,0
8610,colony-21901,46,5,1.0,5
8611,colony-21904,46,2,1.0,2
8612,colony-21917,46,0,0.999,0
8613,colony-21919,46,5,0.998,5
8614,colony-21920,46,0,0.999,0
8615,colony-21924,46,5,0.989,5
8616,colony-21928,46,2,0.999,2
8617,colony-21930,46,0,0.854,0
8618,colony-21933,46,1,0.997,1
8619,colony-21934,46,8,0.613,8
8620,colony-21935,46,0,0.994,0
8621,colony-21938,46,0,0.996,0
8622,colony-21942,46,0,0.994,0
8623,colony-21946,46,8,0.998,8
8624,colony-21948,46,0,1.0,0
8625,colony-21949,46,5,0.999,5
8626,colony-21950,46,0,1.0,0
8627,colony-21952,46,0,0.998,0
8628,colony-21954,46,8,0.999,8
8629,colony-21965,46,8,0.982,8
8630,colony-21970,46,5,0.994,5
8631,colony-21978,46,0,1.0,0
8632,colony-21989,46,5,0.981,5
8633,colony-21995,46,0,0.995,0
8634,colony-21998,46,5,0.998,5
8635,colony-22001,46,5,1.0,5
8636,colony-22005,46,5,1.0,5
8637,colony-22010,46,0,0.991,0
8638,colony-22012,46,0,1.0,0
8639,colony-22013,46,8,0.999,8
8640,colony-22014,46,5,1.0,5
8641,colony-22015,46,0,1.0,0
8642,colony-22017,46,5,0.999,5
8643,colony-22020,46,5,0.998,5
8644,colony-22021,46,0,1.0,0
8645,colony-22024,46,5,0.999,5
8646,colony-22027,46,8,0.979,8
8647,colony-22033,46,0,1.0,0
8648,colony-22034,46,5,0.999,5
8649,colony-22035,46,8,0.952,8
8650,colony-22036,46,0,0.996,0
8651,colony-22038,46,0,1.0,0
8652,colony-22039,46,8,0.962,8
8653,colony-22040,46,8,0.394,8
8654,colony-22042,46,5,1.0,5
8655,colony-22043,46,5,1.0,5
8656,colony-22044,46,8,0.844,8
8657,colony-22048,46,8,0.989,8
8658,colony-22051,46,5,0.976,5
8659,colony-22052,46,8,1.0,8
8660,colony-22053,46,0,0.996,0
8661,colony-22057,46,0,0.998,0
