,cell_name,target_site,pub_geno,pub_pmax,lp_state
10553,colony-21408,11,5,1.0,5
10554,colony-21410,11,1,0.999,1
10555,colony-21412,11,0,0.68,0
10556,colony-21414,11,8,0.647,8
10557,colony-21417,11,8,0.922,8
10558,colony-21418,11,0,1.0,0
10559,colony-21419,11,0,1.0,0
10560,colony-21420,11,0,0.999,0
10561,colony-21421,11,0,0.998,0
10562,colony-21422,11,0,0.999,0
10563,colony-21425,11,8,0.98,8
10564,colony-21426,11,0,1.0,0
10565,colony-21427,11,5,1.0,5
10566,colony-21429,11,0,0.974,0
10567,colony-21430,11,8,1.0,8
10568,colony-21431,11,3,0.459,3
10569,colony-21432,11,0,1.0,0
10570,colony-21433,11,0,0.972,0
10571,colony-21437,11,0,0.999,0
10572,colony-21438,11,8,0.992,8
10573,colony-21440,11,0,1.0,0
10574,colony-21441,11,0,0.993,0
10575,colony-21442,11,0,1.0,0
10576,colony-21445,11,0,0.996,0
10577,colony-21447,11,0,0.999,0
10578,colony-21449,11,0,1.0,0
10579,colony-21451,11,0,0.995,0
10580,colony-21452,11,5,0.973,5
10581,colony-21455,11,0,0.997,0
10582,colony-21464,11,0,0.997,0
10583,colony-21469,11,5,1.0,5
10584,colony-21470,11,0,1.0,0
10585,colony-21471,11,0,0.829,0
10586,colony-21472,11,0,1.0,0
10587,colony-21474,11,8,0.62,8
10588,colony-21475,11,0,0.487,0
10589,colony-21476,11,0,1.0,0
10590,colony-21477,11,0,0.999,0
10591,colony-21478,11,0,0.994,0
10592,colony-21480,11,0,0.998,0
10593,colony-21483,11,0,1.0,0
10594,colony-21484,11,8,1.0,8
10595,colony-21488,11,1,0.998,1
10596,colony-21489,11,0,1.0,0
10597,colony-21491,11,0,0.981,0
10598,colony-21492,11,0,1.0,0
10599,colony-21493,11,0,0.999,0
10600,colony-21497,11,4,1.0,4
10601,colony-21498,11,0,1.0,0
10602,colony-21500,11,0,0.865,0
10603,colony-21503,11,2,1.0,2
10604,colony-21504,11,0,1.0,0
10605,colony-21505,11,2,0.999,2
10606,colony-21506,11,2,1.0,2
10607,colony-21507,11,0,0.55,0
10608,colony-21509,11,2,0.944,2
10609,colony-21510,11,0,1.0,0
10610,colony-21511,11,0,0.999,0
10611,colony-21512,11,8,1.0,8
10612,colony-21514,11,0,0.989,8
10613,colony-21516,11,0,0.994,0
10614,colony-21518,11,0,1.0,0
10615,colony-21519,11,0,0.996,0
10616,colony-21520,11,8,1.0,8
10617,colony-21522,11,0,0.988,0
10618,colony-21523,11,8,0.894,8
10619,colony-21526,11,2,0.99,2
10620,colony-21527,11,0,0.773,8
10621,colony-21528,11,0,0.997,0
10622,colony-21530,11,0,0.998,0
10623,colony-21531,11,2,1.0,2
10624,colony-21532,11,0,0.999,3
10625,colony-21537,11,2,1.0,2
10626,colony-21538,11,0,0.999,0
10627,colony-21539,11,0,1.0,0
10628,colony-21542,11,0,0.998,0
10629,colony-21545,11,8,1.0,8
10630,colony-21547,11,0,1.0,0
10631,colony-21550,11,8,1.0,8
10632,colony-21551,11,0,1.0,0
10633,colony-21553,11,0,1.0,0
10634,colony-21559,11,0,1.0,0
10635,colony-21560,11,0,1.0,0
10636,colony-21561,11,0,0.995,0
10637,colony-21563,11,2,0.958,2
10638,colony-21565,11,0,0.996,0
10639,colony-21566,11,0,1.0,0
10640,colony-21567,11,8,0.997,8
10641,colony-21569,11,0,0.989,0
10642,colony-21571,11,0,1.0,0
10643,colony-21572,11,5,1.0,5
10644,colony-21573,11,0,1.0,0
10645,colony-21574,11,0,1.0,0
10646,colony-21576,11,0,1.0,0
10647,colony-21578,11,0,1.0,0
10648,colony-21580,11,0,0.995,0
10649,colony-21581,11,0,1.0,0
10650,colony-21582,11,0,1.0,0
10651,colony-21583,11,0,1.0,0
10652,colony-21585,11,0,1.0,0
10653,colony-21587,11,0,1.0,0
10654,colony-21588,11,1,0.999,1
10655,colony-21589,11,0,0.992,0
10656,colony-21591,11,2,0.945,2
10657,colony-21593,11,0,1.0,0
10658,colony-21596,11,0,0.999,0
10659,colony-21597,11,0,0.999,0
10660,colony-21598,11,0,1.0,0
10661,colony-21599,11,0,1.0,0
10662,colony-21600,11,0,0.94,0
10663,colony-21604,11,5,1.0,5
10664,colony-21608,11,0,1.0,0
10665,colony-21609,11,2,1.0,2
10666,colony-21610,11,0,1.0,0
10667,colony-21612,11,0,0.277,0
10668,colony-21613,11,0,1.0,0
10669,colony-21614,11,0,0.998,0
10670,colony-21615,11,0,0.975,0
10671,colony-21616,11,0,0.998,0
10672,colony-21618,11,0,0.989,0
10673,colony-21621,11,0,1.0,0
10674,colony-21622,11,8,1.0,8
10675,colony-21623,11,5,1.0,5
10676,colony-21624,11,0,0.998,0
10677,colony-21625,11,0,1.0,0
10678,colony-21627,11,0,0.999,0
10679,colony-21630,11,0,0.918,0
10680,colony-21631,11,0,1.0,0
10681,colony-21632,11,1,0.998,1
10682,colony-21633,11,0,1.0,0
10683,colony-21635,11,8,1.0,8
10684,colony-21636,11,1,0.995,1
10685,colony-21637,11,8,0.322,8
10686,colony-21638,11,0,0.923,0
10687,colony-21639,11,0,0.99,3
10688,colony-21640,11,0,1.0,0
10689,colony-21643,11,0,1.0,0
10690,colony-21644,11,0,1.0,0
10691,colony-21646,11,0,0.999,0
10692,colony-21648,11,2,0.991,2
10693,colony-21649,11,0,0.983,0
10694,colony-21650,11,5,1.0,5
10695,colony-21652,11,2,1.0,2
10696,colony-21653,11,0,1.0,0
10697,colony-21654,11,0,1.0,0
10698,colony-21659,11,0,1.0,0
10699,colony-21663,11,0,1.0,0
10700,colony-21665,11,0,0.958,0
10701,colony-21666,11,0,1.0,0
10702,colony-21672,11,0,0.986,0
10703,colony-21678,11,5,0.999,5
10704,colony-21683,11,2,1.0,2
10705,colony-21684,11,1,1.0,1
10706,colony-21687,11,2,0.971,2
10707,colony-21690,11,5,1.0,5
10708,colony-21691,11,0,0.774,0
10709,colony-21697,11,0,1.0,0
10710,colony-21705,11,5,0.998,5
10711,colony-21707,11,0,1.0,0
10712,colony-21708,11,0,0.997,0
10713,colony-21717,11,0,1.0,0
10714,colony-21718,11,0,1.0,0
10715,colony-21723,11,0,1.0,0
10716,colony-21725,11,0,1.0,0
10717,colony-21729,11,2,1.0,2
10718,colony-21733,11,1,0.972,1
10719,colony-21739,11,0,1.0,0
10720,colony-21740,11,0,1.0,0
10721,colony-21741,11,8,0.995,8
10722,colony-21742,11,5,0.606,5
10723,colony-21746,11,0,1.0,0
10724,colony-21749,11,0,1.0,0
10725,colony-21750,11,0,1.0,0
10726,colony-21753,11,2,1.0,2
10727,colony-21756,11,0,0.999,0
10728,colony-21757,11,7,1.0,7
10729,colony-21761,11,8,1.0,8
10730,colony-21763,11,0,1.0,0
10731,colony-21769,11,0,0.996,0
10732,colony-21772,11,2,1.0,2
10733,colony-21773,11,0,0.958,0
10734,colony-21774,11,0,0.998,0
10735,colony-21776,11,5,1.0,5
10736,colony-21777,11,0,1.0,0
10737,colony-21781,11,0,1.0,0
10738,colony-21783,11,0,1.0,0
10739,colony-21785,11,0,1.0,0
10740,colony-21788,11,8,1.0,8
10741,colony-21790,11,5,1.0,5
10742,colony-21792,11,0,1.0,0
10743,colony-21795,11,8,0.936,8
10744,colony-21796,11,8,1.0,8
10745,colony-21797,11,0,0.995,0
10746,colony-21798,11,0,0.993,0
10747,colony-21799,11,5,1.0,5
10748,colony-21800,11,5,1.0,5
10749,colony-21801,11,1,0.998,1
10750,colony-21802,11,8,1.0,8
10751,colony-21803,11,5,1.0,5
10752,colony-21804,11,0,0.996,0
10753,colony-21805,11,0,1.0,0
10754,colony-21806,11,0,1.0,0
10755,colony-21807,11,5,1.0,5
10756,colony-21808,11,0,0.889,0
10757,colony-21810,11,0,0.991,0
10758,colony-21811,11,0,1.0,0
10759,colony-21812,11,1,1.0,1
10760,colony-21813,11,2,0.999,2
10761,colony-21815,11,0,1.0,0
10762,colony-21818,11,0,0.986,0
10763,colony-21819,11,1,1.0,1
10764,colony-21821,11,1,1.0,1
10765,colony-21826,11,5,1.0,5
10766,colony-21829,11,0,0.872,0
10767,colony-21831,11,3,0.995,3
10768,colony-21832,11,0,1.0,0
10769,colony-21833,11,0,1.0,0
10770,colony-21835,11,5,1.0,5
10771,colony-21837,11,3,0.999,3
10772,colony-21838,11,0,0.999,0
10773,colony-21839,11,5,0.983,5
10774,colony-21840,11,5,0.986,5
10775,colony-21841,11,0,0.997,0
10776,colony-21842,11,0,1.0,0
10777,colony-21846,11,0,1.0,0
10778,colony-21848,11,5,1.0,5
10779,colony-21850,11,8,1.0,8
10780,colony-21851,11,0,1.0,0
10781,colony-21852,11,2,0.82,2
10782,colony-21853,11,0,1.0,0
10783,colony-21854,11,5,1.0,5
10784,colony-21856,11,0,1.0,0
10785,colony-21857,11,1,1.0,1
10786,colony-21859,11,0,0.999,0
10787,colony-21861,11,8,0.999,8
10788,colony-21862,11,0,0.982,0
10789,colony-21863,11,5,1.0,5
10790,colony-21866,11,0,1.0,0
10791,colony-21867,11,0,1.0,0
10792,colony-21868,11,0,0.787,0
10793,colony-21870,11,0,0.935,0
10794,colony-21872,11,2,0.998,2
10795,colony-21873,11,0,1.0,0
10796,colony-21875,11,0,0.996,0
10797,colony-21877,11,2,0.979,2
10798,colony-21881,11,0,1.0,0
10799,colony-21882,11,0,1.0,0
10800,colony-21883,11,8,1.0,8
10801,colony-21884,11,5,1.0,5
10802,colony-21886,11,0,0.999,0
10803,colony-21887,11,0,1.0,0
10804,colony-21888,11,2,0.96,2
10805,colony-21891,11,0,1.0,0
10806,colony-21892,11,0,1.0,0
10807,colony-21896,11,0,0.922,0
10808,colony-21899,11,0,0.997,0
10809,colony-21901,11,0,1.0,0
10810,colony-21917,11,5,1.0,5
10811,colony-21919,11,0,1.0,0
10812,colony-21920,11,0,1.0,0
10813,colony-21924,11,0,0.514,0
10814,colony-21928,11,7,0.924,7
10815,colony-21930,11,5,0.965,5
10816,colony-21933,11,1,1.0,1
10817,colony-21934,11,5,1.0,5
10818,colony-21935,11,8,0.61,8
10819,colony-21936,11,0,0.784,0
10820,colony-21938,11,8,1.0,8
10821,colony-21940,11,0,1.0,0
10822,colony-21942,11,0,1.0,0
10823,colony-21946,11,0,1.0,0
10824,colony-21948,11,8,1.0,8
10825,colony-21949,11,0,0.965,0
10826,colony-21950,11,0,0.934,0
10827,colony-21952,11,0,1.0,0
10828,colony-21954,11,0,1.0,0
10829,colony-21965,11,0,0.999,0
10830,colony-21970,11,0,0.953,0
10831,colony-21971,11,0,1.0,0
10832,colony-21974,11,0,0.999,0
10833,colony-21978,11,0,1.0,0
10834,colony-21989,11,3,0.998,3
10835,colony-21992,11,3,0.997,3
10836,colony-21998,11,0,0.996,0
10837,colony-21999,11,0,1.0,0
10838,colony-22001,11,0,1.0,0
10839,colony-22004,11,0,1.0,0
10840,colony-22005,11,0,0.986,0
10841,colony-22012,11,5,1.0,5
10842,colony-22013,11,0,1.0,0
10843,colony-22014,11,0,1.0,0
10844,colony-22015,11,8,1.0,8
10845,colony-22017,11,0,0.992,1
10846,colony-22020,11,0,1.0,0
10847,colony-22021,11,5,1.0,5
10848,colony-22024,11,0,1.0,0
10849,colony-22027,11,0,1.0,0
10850,colony-22031,11,3,1.0,3
10851,colony-22033,11,8,1.0,8
10852,colony-22035,11,8,1.0,8
10853,colony-22036,11,1,1.0,1
10854,colony-22038,11,0,1.0,0
10855,colony-22039,11,8,1.0,8
10856,colony-22040,11,8,1.0,8
10857,colony-22043,11,3,1.0,3
10858,colony-22044,11,0,1.0,0
10859,colony-22045,11,0,0.994,0
10860,colony-22047,11,8,1.0,8
10861,colony-22048,11,8,1.0,8
10862,colony-22051,11,3,1.0,3
10863,colony-22053,11,3,1.0,6
10864,colony-22054,11,0,1.0,0
10865,colony-22057,11,0,1.0,0
10866,colony-22060,11,0,1.0,0
10867,colony-22061,11,0,0.999,0
10868,colony-22062,11,8,1.0,8
10869,colony-22064,11,0,0.766,0
10870,colony-22065,11,3,1.0,3
10871,colony-22066,11,3,0.998,3
10872,colony-22067,11,0,0.999,0
10873,colony-22069,11,3,1.0,3
10874,colony-22070,11,8,1.0,8
10875,colony-22073,11,0,1.0,0
10876,colony-22074,11,0,0.888,0
10877,colony-22079,11,0,1.0,0
10878,colony-22081,11,0,1.0,0
10879,colony-22082,11,6,1.0,6
10880,colony-22083,11,0,0.981,0
10881,colony-22085,11,0,1.0,0
10882,colony-22086,11,8,1.0,8
10883,colony-22088,11,2,0.75,2
10884,colony-22089,11,6,1.0,6
10885,colony-22090,11,0,0.987,0
10886,colony-22091,11,0,0.996,0
10887,colony-22092,11,0,0.993,0
10888,colony-22093,11,0,1.0,0
10889,colony-22095,11,0,0.988,0
10890,colony-22096,11,7,1.0,7
10891,colony-22098,11,0,0.997,0
10892,colony-22100,11,8,1.0,8
10893,colony-22103,11,7,0.537,7
10894,colony-22104,11,0,0.997,0
10895,colony-22105,11,0,1.0,0
10896,colony-22107,11,6,0.955,0
10897,colony-22108,11,8,1.0,8
10898,colony-22109,11,8,1.0,8
10899,colony-22110,11,0,1.0,0
10900,colony-22111,11,0,1.0,0
10901,colony-22112,11,1,0.715,1
10902,colony-22113,11,0,1.0,0
10903,colony-22114,11,8,1.0,8
10904,colony-22115,11,0,1.0,0
10905,colony-22116,11,8,1.0,8
10906,colony-22117,11,2,1.0,2
10907,colony-22119,11,7,1.0,7
10908,colony-22122,11,0,0.998,0
10909,colony-22130,11,0,1.0,0
10910,colony-22131,11,3,1.0,3
10911,colony-22137,11,0,0.983,0
10912,colony-22139,11,3,0.99,3
10913,colony-22140,11,0,1.0,0
10914,colony-22141,11,2,0.968,2
10915,colony-22142,11,0,1.0,0
10916,colony-22151,11,7,1.0,7
10917,colony-22152,11,8,0.999,8
10918,colony-22154,11,2,1.0,2
10919,colony-22156,11,0,0.996,0
10920,colony-22157,11,0,1.0,0
10921,colony-22162,11,3,1.0,3
10922,colony-22163,11,1,1.0,1
10923,colony-22174,11,8,1.0,8
10924,colony-22177,11,0,0.995,8
10925,colony-22178,11,1,1.0,1
10926,colony-22182,11,0,1.0,0
10927,colony-22187,11,0,0.994,0
10928,colony-22189,11,1,0.957,1
10929,colony-22190,11,1,1.0,1
10930,colony-22191,11,0,1.0,0
10931,colony-22192,11,0,1.0,0
10932,colony-22197,11,0,1.0,0
10933,colony-22198,11,0,1.0,0
10934,colony-22199,11,0,1.0,0
10935,colony-22200,11,0,0.996,0
10936,colony-22205,11,0,0.999,0
10937,colony-22206,11,8,1.0,8
10938,colony-22207,11,0,0.999,0
10939,colony-22208,11,5,0.998,5
10940,colony-22209,11,0,1.0,0
10941,colony-22210,11,0,0.994,0
10942,colony-22211,11,0,0.998,0
10943,colony-22213,11,1,1.0,1
10944,colony-22214,11,0,1.0,0
10945,colony-22215,11,8,1.0,8
10946,colony-22217,11,0,0.999,0
10947,colony-22218,11,0,1.0,8
10948,colony-22219,11,8,1.0,8
10949,colony-22220,11,0,1.0,0
10950,colony-22221,11,8,1.0,8
10951,colony-22222,11,8,1.0,8
10952,colony-22223,11,8,1.0,8
10953,colony-22224,11,0,1.0,0
10954,colony-22225,11,0,1.0,0
10955,colony-22227,11,0,1.0,0
10956,colony-22231,11,2,0.995,2
10957,colony-22232,11,0,1.0,0
10958,colony-22233,11,8,1.0,8
10959,colony-22235,11,8,1.0,8
10960,colony-22236,11,0,1.0,0
10961,colony-22237,11,7,0.976,7
10962,colony-22238,11,0,0.985,0
10963,colony-22239,11,7,0.897,7
10964,colony-22240,11,2,1.0,2
10965,colony-22241,11,0,1.0,0
10966,colony-22242,11,0,0.972,0
10967,colony-22245,11,0,1.0,0
10968,colony-22246,11,0,0.985,0
10969,colony-22247,11,0,1.0,0
10970,colony-22249,11,7,0.999,7
10971,colony-22251,11,0,0.999,0
10972,colony-22252,11,0,0.998,0
10973,colony-22256,11,0,0.999,0
10974,colony-22257,11,0,0.965,0
10975,colony-22258,11,0,1.0,0
10976,colony-22259,11,0,0.972,0
10977,colony-22269,11,5,1.0,5
10978,colony-22273,11,0,0.74,0
10979,colony-22279,11,3,1.0,3
10980,colony-22286,11,0,1.0,0
10981,colony-22287,11,1,1.0,1
10982,colony-22288,11,1,0.999,1
10983,colony-22290,11,0,1.0,0
10984,colony-22291,11,8,1.0,8
10985,colony-22292,11,0,0.996,1
10986,colony-22293,11,5,0.999,5
10987,colony-22294,11,0,1.0,0
10988,colony-22295,11,8,1.0,8
10989,colony-22296,11,1,0.474,1
10990,colony-22299,11,0,1.0,0
10991,colony-22300,11,0,1.0,0
10992,colony-22302,11,0,0.999,0
10993,colony-22303,11,0,1.0,0
10994,colony-22304,11,1,0.967,1
10995,colony-22305,11,0,0.999,0
10996,colony-22306,11,0,1.0,0
10997,colony-22307,11,6,0.99,0
10998,colony-22309,11,0,0.993,0
10999,colony-22313,11,0,1.0,0
11000,colony-22314,11,5,1.0,5
11001,colony-22319,11,0,0.999,0
11002,colony-22320,11,0,1.0,0
11003,colony-22321,11,0,1.0,0
11004,colony-22322,11,4,0.381,0
11005,colony-22323,11,0,1.0,0
11006,colony-22324,11,1,1.0,1
11007,colony-22325,11,0,0.69,0
11008,colony-22326,11,1,0.999,1
11009,colony-22327,11,1,0.998,1
11010,colony-22328,11,1,0.999,1
11011,colony-22329,11,0,1.0,0
11012,colony-22332,11,2,0.271,0
11013,colony-22333,11,0,0.923,0
11014,colony-22334,11,1,1.0,1
11015,colony-22336,11,0,1.0,0
11016,colony-22337,11,0,1.0,0
11017,colony-22338,11,0,1.0,0
11018,colony-22339,11,0,0.966,0
11019,colony-22340,11,0,1.0,0
11020,colony-22341,11,8,1.0,8
11021,colony-22345,11,1,0.984,1
11022,colony-22346,11,0,1.0,0
11023,colony-22347,11,0,1.0,0
11024,colony-22351,11,0,0.999,0
11025,colony-22353,11,1,1.0,1
11026,colony-22355,11,8,1.0,8
11027,colony-22356,11,0,0.999,0
11028,colony-22358,11,0,0.799,1
11029,colony-22359,11,8,0.997,8
11030,colony-22361,11,0,0.997,0
11031,colony-22363,11,0,0.999,0
11032,colony-22364,11,0,0.932,0
11033,colony-22367,11,1,1.0,1
11034,colony-22368,11,1,0.999,1
11035,colony-22375,11,0,1.0,0
11036,colony-22377,11,0,1.0,0
11037,colony-22380,11,0,0.989,0
11038,colony-22381,11,0,0.972,0
11039,colony-22384,11,1,1.0,1
11040,colony-22387,11,0,1.0,0
11041,colony-22389,11,1,0.969,1
11042,colony-22424,11,0,1.0,0
11043,colony-22432,11,0,0.999,0
11044,colony-22434,11,0,0.977,0
11045,colony-22438,11,0,1.0,0
11046,colony-22440,11,3,1.0,3
11047,colony-22442,11,7,1.0,7
11048,colony-22449,11,0,1.0,0
11049,colony-22450,11,7,1.0,7
11050,colony-22451,11,2,1.0,2
11051,colony-22453,11,0,0.996,0
11052,colony-22462,11,5,1.0,5
11053,colony-22463,11,0,0.485,0
11054,colony-22467,11,0,0.988,0
11055,colony-22474,11,0,0.997,0
11056,colony-22480,11,0,0.996,0
11057,colony-22484,11,0,1.0,0
11058,colony-22489,11,0,0.993,0
11059,colony-22494,11,0,1.0,0
11060,colony-22501,11,0,0.998,0
11061,colony-22504,11,0,0.827,0
11062,colony-22518,11,0,0.659,0
11063,colony-21229,14,6,1.0,6
11064,colony-21230,14,8,0.998,8
11065,colony-21240,14,5,0.998,5
11066,colony-21241,14,5,1.0,5
11067,colony-21243,14,5,0.999,5
11068,colony-21247,14,5,0.975,5
11069,colony-21248,14,0,1.0,0
11070,colony-21249,14,5,1.0,5
11071,colony-21250,14,8,1.0,8
11072,colony-21253,14,8,1.0,8
11073,colony-21255,14,2,1.0,2
11074,colony-21256,14,1,1.0,1
11075,colony-21257,14,0,0.986,0
11076,colony-21258,14,0,1.0,0
11077,colony-21259,14,8,1.0,8
11078,colony-21260,14,0,1.0,0
11079,colony-21261,14,0,1.0,0
11080,colony-21262,14,5,0.999,5
11081,colony-21263,14,5,0.966,5
11082,colony-21265,14,8,1.0,8
11083,colony-21266,14,8,1.0,8
11084,colony-21267,14,3,1.0,3
11085,colony-21268,14,1,0.999,1
11086,colony-21269,14,5,0.655,5
11087,colony-21271,14,0,0.999,0
11088,colony-21272,14,8,0.996,8
11089,colony-21274,14,0,1.0,0
11090,colony-21275,14,8,1.0,8
11091,colony-21276,14,0,1.0,0
11092,colony-21277,14,8,1.0,8
11093,colony-21281,14,6,1.0,6
11094,colony-21283,14,6,0.943,6
11095,colony-21284,14,5,1.0,5
11096,colony-21285,14,5,1.0,5
11097,colony-21286,14,6,0.999,6
11098,colony-21287,14,5,0.999,5
11099,colony-21288,14,8,1.0,8
11100,colony-21289,14,6,0.999,6
11101,colony-21290,14,8,1.0,8
11102,colony-21291,14,8,1.0,8
11103,colony-21293,14,6,0.999,6
11104,colony-21294,14,0,0.999,0
11105,colony-21295,14,6,0.913,6
11106,colony-21299,14,5,0.999,5
11107,colony-21301,14,8,1.0,8
11108,colony-21302,14,8,0.982,8
11109,colony-21303,14,0,1.0,0
11110,colony-21304,14,5,1.0,5
11111,colony-21305,14,2,1.0,2
11112,colony-21309,14,5,1.0,5
11113,colony-21311,14,8,0.999,8
11114,colony-21312,14,8,0.998,8
11115,colony-21322,14,0,0.787,0
11116,colony-21325,14,8,0.827,8
11117,colony-21328,14,0,0.365,0
11118,colony-21329,14,0,1.0,0
11119,colony-21332,14,5,0.982,5
11120,colony-21333,14,4,0.317,5
11121,colony-21335,14,5,0.963,5
11122,colony-21336,14,0,0.999,0
11123,colony-21339,14,0,1.0,0
11124,colony-21340,14,5,0.993,5
11125,colony-21341,14,1,0.995,1
11126,colony-21344,14,0,1.0,0
11127,colony-21345,14,0,1.0,0
11128,colony-21349,14,5,0.999,5
11129,colony-21350,14,8,0.999,8
11130,colony-21352,14,0,0.995,0
11131,colony-21353,14,8,0.975,8
11132,colony-21354,14,8,1.0,8
11133,colony-21356,14,1,1.0,1
11134,colony-21357,14,0,1.0,0
11135,colony-21358,14,0,0.999,0
11136,colony-21359,14,5,0.999,5
11137,colony-21360,14,5,0.999,5
11138,colony-21361,14,0,1.0,0
11139,colony-21362,14,8,0.998,8
11140,colony-21363,14,0,1.0,0
11141,colony-21364,14,0,1.0,0
11142,colony-21366,14,5,0.696,5
11143,colony-21367,14,5,1.0,5
11144,colony-21369,14,5,1.0,5
11145,colony-21371,14,5,1.0,5
11146,colony-21372,14,0,0.998,0
11147,colony-21373,14,0,1.0,0
11148,colony-21375,14,8,0.999,8
11149,colony-21376,14,5,1.0,5
11150,colony-21377,14,5,0.974,5
11151,colony-21378,14,5,1.0,5
11152,colony-21379,14,8,0.922,8
11153,colony-21380,14,5,1.0,5
11154,colony-21384,14,8,1.0,8
11155,colony-21387,14,6,0.835,6
11156,colony-21388,14,8,1.0,8
11157,colony-21392,14,8,0.999,8
11158,colony-21394,14,8,1.0,8
11159,colony-21395,14,0,0.976,0
11160,colony-21396,14,5,1.0,5
11161,colony-21397,14,5,0.991,5
11162,colony-21398,14,0,0.729,0
11163,colony-21399,14,0,0.99,0
11164,colony-21401,14,2,1.0,2
11165,colony-21402,14,3,1.0,3
11166,colony-21403,14,0,0.91,0
11167,colony-21404,14,8,0.929,8
11168,colony-21406,14,0,0.999,0
11169,colony-21408,14,8,1.0,8
11170,colony-21410,14,5,1.0,5
11171,colony-21412,14,0,0.984,0
11172,colony-21414,14,8,1.0,8
11173,colony-21417,14,2,1.0,2
11174,colony-21418,14,8,1.0,8
11175,colony-21419,14,8,0.999,8
11176,colony-21420,14,0,0.992,0
11177,colony-21421,14,0,0.912,0
11178,colony-21422,14,3,1.0,3
11179,colony-21424,14,5,1.0,5
11180,colony-21425,14,8,0.996,8
11181,colony-21426,14,8,0.998,8
11182,colony-21427,14,4,1.0,4
11183,colony-21429,14,5,1.0,5
11184,colony-21430,14,8,0.998,8
11185,colony-21431,14,5,1.0,5
11186,colony-21432,14,8,1.0,8
11187,colony-21437,14,8,1.0,8
11188,colony-21438,14,5,1.0,5
11189,colony-21440,14,5,0.975,5
11190,colony-21445,14,0,0.902,0
11191,colony-21447,14,5,1.0,5
11192,colony-21452,14,0,0.995,0
11193,colony-21453,14,0,0.878,0
11194,colony-21455,14,8,1.0,8
11195,colony-21461,14,0,0.55,0
11196,colony-21464,14,5,1.0,5
11197,colony-21469,14,0,1.0,0
11198,colony-21471,14,5,0.994,5
11199,colony-21472,14,5,1.0,5
11200,colony-21474,14,5,0.975,5
11201,colony-21475,14,0,1.0,0
11202,colony-21476,14,5,0.732,5
11203,colony-21478,14,8,1.0,8
11204,colony-21480,14,8,0.995,8
11205,colony-21483,14,5,1.0,5
11206,colony-21488,14,0,0.622,0
11207,colony-21489,14,0,1.0,0
11208,colony-21491,14,0,0.902,0
11209,colony-21492,14,0,0.783,0
11210,colony-21493,14,0,0.998,0
11211,colony-21495,14,8,0.999,8
11212,colony-21497,14,0,0.971,0
11213,colony-21498,14,5,0.799,0
11214,colony-21500,14,5,0.997,5
11215,colony-21503,14,0,0.995,0
11216,colony-21505,14,0,1.0,0
11217,colony-21506,14,5,1.0,5
11218,colony-21507,14,0,1.0,0
11219,colony-21509,14,1,0.999,1
11220,colony-21510,14,0,0.865,0
11221,colony-21511,14,7,1.0,7
11222,colony-21512,14,0,0.992,0
11223,colony-21514,14,0,1.0,0
11224,colony-21516,14,8,0.998,8
11225,colony-21518,14,5,1.0,5
11226,colony-21519,14,0,1.0,0
11227,colony-21520,14,5,0.9,5
11228,colony-21522,14,0,0.997,0
11229,colony-21523,14,8,0.994,8
11230,colony-21525,14,7,0.999,7
11231,colony-21526,14,0,1.0,0
11232,colony-21527,14,7,1.0,7
11233,colony-21528,14,0,1.0,0
11234,colony-21530,14,8,1.0,8
11235,colony-21531,14,0,0.974,0
11236,colony-21532,14,8,0.998,8
11237,colony-21536,14,5,1.0,5
11238,colony-21537,14,0,0.851,0
11239,colony-21538,14,0,0.979,0
11240,colony-21539,14,8,1.0,8
11241,colony-21540,14,0,1.0,0
11242,colony-21541,14,7,1.0,7
11243,colony-21545,14,5,1.0,5
11244,colony-21547,14,1,0.998,1
11245,colony-21550,14,8,0.99,8
11246,colony-21553,14,0,0.999,0
11247,colony-21559,14,5,0.757,5
11248,colony-21560,14,0,1.0,0
11249,colony-21561,14,8,1.0,8
11250,colony-21563,14,0,1.0,0
11251,colony-21564,14,0,1.0,0
11252,colony-21565,14,2,1.0,2
11253,colony-21566,14,8,1.0,8
11254,colony-21567,14,8,0.999,8
11255,colony-21569,14,8,0.999,8
11256,colony-21571,14,2,1.0,2
11257,colony-21572,14,1,0.908,1
11258,colony-21573,14,2,0.999,2
11259,colony-21575,14,0,0.965,0
11260,colony-21576,14,8,1.0,8
11261,colony-21578,14,0,1.0,0
11262,colony-21580,14,8,0.997,8
11263,colony-21581,14,1,0.815,1
11264,colony-21582,14,2,0.983,2
11265,colony-21583,14,2,1.0,2
11266,colony-21584,14,0,0.912,0
11267,colony-21585,14,0,1.0,0
11268,colony-21586,14,1,0.999,1
11269,colony-21587,14,5,0.997,5
11270,colony-21588,14,5,0.997,5
11271,colony-21591,14,5,1.0,5
11272,colony-21593,14,8,1.0,8
11273,colony-21596,14,1,0.996,1
11274,colony-21597,14,5,1.0,5
11275,colony-21598,14,1,0.999,1
11276,colony-21599,14,8,1.0,8
11277,colony-21605,14,2,1.0,2
11278,colony-21608,14,8,1.0,8
11279,colony-21609,14,0,1.0,0
11280,colony-21610,14,8,0.752,2
11281,colony-21612,14,5,0.962,5
11282,colony-21613,14,1,0.972,1
11283,colony-21614,14,7,0.988,7
11284,colony-21615,14,5,0.997,5
11285,colony-21616,14,8,1.0,8
11286,colony-21618,14,1,0.965,1
11287,colony-21619,14,5,0.996,5
