,identifier,noise,method,var_name,var_value
29,c30_noise0.0_rep2,0.0,github_LAML1,nu,8.737551884050572e-07
30,c30_noise0.0_rep2,0.0,github_LAML1,llh,2149.129738225648
31,c30_noise0.0_rep2,0.0,github_LAML1,lambda,1.081204709893409
32,c30_noise0.0_rep2,0.0,LAML2,phi,0.10166665619919572
33,c30_noise0.0_rep2,0.0,LAML2,nu,4.835911032762923e-08
34,c30_noise0.0_rep2,0.0,LAML2,rho,0.9999994172032172
35,c30_noise0.0_rep2,0.0,LAML2,lambda,1.0811803685127994
36,c30_noise0.0_rep3,0.0,conda_LAML1,phi,0.10833287420585257
37,c30_noise0.0_rep3,0.0,conda_LAML1,nu,2.3981409708330105e-06
38,c30_noise0.0_rep3,0.0,conda_LAML1,llh,2473.9215042341425
39,c30_noise0.0_rep3,0.0,conda_LAML1,lambda,0.8112917867013423
40,c30_noise0.0_rep3,0.0,github_LAML1,phi,0.10833290876574747
41,c30_noise0.0_rep3,0.0,github_LAML1,nu,2.2458827451886295e-06
42,c30_noise0.0_rep3,0.0,github_LAML1,llh,2475.873832046802
43,c30_noise0.0_rep3,0.0,github_LAML1,lambda,0.8109867338940355
44,c30_noise0.0_rep3,0.0,LAML2,phi,0.10832326838458547
45,c30_noise0.0_rep3,0.0,LAML2,nu,4.2408309091785456e-05
46,c30_noise0.0_rep3,0.0,LAML2,rho,0.9999999999984376
47,c30_noise0.0_rep3,0.0,LAML2,lambda,0.8101152758397709
48,c30_noise0.0_rep4,0.0,conda_LAML1,phi,0.1036665074336647
49,c30_noise0.0_rep4,0.0,conda_LAML1,nu,1.0103695689597178e-06
50,c30_noise0.0_rep4,0.0,conda_LAML1,llh,2417.1433614593184
51,c30_noise0.0_rep4,0.0,conda_LAML1,lambda,1.0322328051805123
52,c30_noise0.0_rep4,0.0,github_LAML1,phi,0.103666521315599
53,c30_noise0.0_rep4,0.0,github_LAML1,nu,9.850224915128874e-07
54,c30_noise0.0_rep4,0.0,github_LAML1,llh,2417.90175854412
55,c30_noise0.0_rep4,0.0,github_LAML1,lambda,1.0320461479683922
56,c30_noise0.0_rep4,0.0,LAML2,phi,0.10366439287913573
57,c30_noise0.0_rep4,0.0,LAML2,nu,8.118285297003098e-06
58,c30_noise0.0_rep4,0.0,LAML2,rho,0.9999999983226843
59,c30_noise0.0_rep4,0.0,LAML2,lambda,1.0318834755479676
60,c30_noise0.0_rep5,0.0,conda_LAML1,phi,0.0936665966396664
61,c30_noise0.0_rep5,0.0,conda_LAML1,nu,8.412913395255929e-07
62,c30_noise0.0_rep5,0.0,conda_LAML1,llh,2069.2123984560253
63,c30_noise0.0_rep5,0.0,conda_LAML1,lambda,1.1589778347746023
64,c30_noise0.0_rep5,0.0,github_LAML1,phi,0.0936665865271652
65,c30_noise0.0_rep5,0.0,github_LAML1,nu,8.652800176280299e-07
66,c30_noise0.0_rep5,0.0,github_LAML1,llh,2068.844276970495
67,c30_noise0.0_rep5,0.0,github_LAML1,lambda,1.1590903645730546
68,c30_noise0.0_rep5,0.0,LAML2,phi,0.0936663994171571
69,c30_noise0.0_rep5,0.0,LAML2,nu,1.223729898715513e-06
70,c30_noise0.0_rep5,0.0,LAML2,rho,0.9999999779300156
71,c30_noise0.0_rep5,0.0,LAML2,lambda,1.1592216872923997
72,c30_noise0.0_rep6,0.0,conda_LAML1,phi,0.0949998558924568
73,c30_noise0.0_rep6,0.0,conda_LAML1,nu,1.3270387315756935e-06
74,c30_noise0.0_rep6,0.0,conda_LAML1,llh,2123.6275012860206
75,c30_noise0.0_rep6,0.0,conda_LAML1,lambda,0.8522068582995075
76,c30_noise0.0_rep6,0.0,github_LAML1,phi,0.09499986588582723
77,c30_noise0.0_rep6,0.0,github_LAML1,nu,1.2922925603729922e-06
78,c30_noise0.0_rep6,0.0,github_LAML1,llh,2124.92405670762
79,c30_noise0.0_rep6,0.0,github_LAML1,lambda,0.8526585083361913
80,c30_noise0.0_rep6,0.0,LAML2,phi,0.09499900702657736
81,c30_noise0.0_rep6,0.0,LAML2,nu,5.2513610700543455e-06
82,c30_noise0.0_rep6,0.0,LAML2,rho,0.9994768692007306
83,c30_noise0.0_rep6,0.0,LAML2,lambda,0.8511774368128473
84,c30_noise0.0_rep7,0.0,conda_LAML1,phi,0.10766655570039074
85,c30_noise0.0_rep7,0.0,conda_LAML1,nu,1.3862034049832147e-06
86,c30_noise0.0_rep7,0.0,conda_LAML1,llh,1969.0614378387352
87,c30_noise0.0_rep7,0.0,conda_LAML1,lambda,0.933600434420458
88,c30_noise0.0_rep7,0.0,github_LAML1,phi,0.10766655445242812
89,c30_noise0.0_rep7,0.0,github_LAML1,nu,1.3985093367461446e-06
90,c30_noise0.0_rep7,0.0,github_LAML1,llh,1971.3085697547956
91,c30_noise0.0_rep7,0.0,github_LAML1,lambda,0.9318944462079121
92,c30_noise0.0_rep7,0.0,LAML2,phi,0.10766633386638373
93,c30_noise0.0_rep7,0.0,LAML2,nu,2.075317384536592e-06
94,c30_noise0.0_rep7,0.0,LAML2,rho,0.9999999999881112
95,c30_noise0.0_rep7,0.0,LAML2,lambda,0.9339296972435791
96,c30_noise0.0_rep8,0.0,conda_LAML1,phi,0.08699973019054585
97,c30_noise0.0_rep8,0.0,conda_LAML1,nu,1.7341533129120932e-06
98,c30_noise0.0_rep8,0.0,conda_LAML1,llh,1999.2025201554338
99,c30_noise0.0_rep8,0.0,conda_LAML1,lambda,1.0464601660117576
100,c30_noise0.0_rep8,0.0,github_LAML1,phi,0.08699966126000079
101,c30_noise0.0_rep8,0.0,github_LAML1,nu,1.9927888442920192e-06
102,c30_noise0.0_rep8,0.0,github_LAML1,llh,2001.236096135448
103,c30_noise0.0_rep8,0.0,github_LAML1,lambda,1.0469988761012174
104,c30_noise0.0_rep8,0.0,LAML2,phi,0.08699615119925244
105,c30_noise0.0_rep8,0.0,LAML2,nu,1.7020548979302436e-05
106,c30_noise0.0_rep8,0.0,LAML2,rho,0.9999999999966781
107,c30_noise0.0_rep8,0.0,LAML2,lambda,1.046593729654702
108,c30_noise0.0_rep9,0.0,conda_LAML1,phi,0.10266628788352158
109,c30_noise0.0_rep9,0.0,conda_LAML1,nu,2.1465719449042494e-06
110,c30_noise0.0_rep9,0.0,conda_LAML1,llh,1950.6128315889612
111,c30_noise0.0_rep9,0.0,conda_LAML1,lambda,1.1364250535384863
112,c30_noise0.0_rep9,0.0,github_LAML1,phi,0.102666291824487
113,c30_noise0.0_rep9,0.0,github_LAML1,nu,2.103129148887525e-06
114,c30_noise0.0_rep9,0.0,github_LAML1,llh,1953.5395320927005
115,c30_noise0.0_rep9,0.0,github_LAML1,lambda,1.1380554377562782
116,c30_noise0.0_rep9,0.0,LAML2,phi,0.10266081198459931
117,c30_noise0.0_rep9,0.0,LAML2,nu,2.4757854310879506e-05
118,c30_noise0.0_rep9,0.0,LAML2,rho,0.9999999999999818
119,c30_noise0.0_rep9,0.0,LAML2,lambda,1.1375906908654334
120,c30_noise0.0_rep10,0.0,conda_LAML1,phi,0.10733313497872142
121,c30_noise0.0_rep10,0.0,conda_LAML1,nu,1.6348854587999769e-06
122,c30_noise0.0_rep10,0.0,conda_LAML1,llh,1655.4249723689143
123,c30_noise0.0_rep10,0.0,conda_LAML1,lambda,1.4355337643603727
124,c30_noise0.0_rep10,0.0,github_LAML1,phi,0.10733311334115382
125,c30_noise0.0_rep10,0.0,github_LAML1,nu,1.727702160922777e-06
126,c30_noise0.0_rep10,0.0,github_LAML1,llh,1647.6712178309788
127,c30_noise0.0_rep10,0.0,github_LAML1,lambda,1.4410798883142975
128,c30_noise0.0_rep10,0.0,LAML2,phi,0.10733229528761212
129,c30_noise0.0_rep10,0.0,LAML2,nu,4.947921229515294e-06
130,c30_noise0.0_rep10,0.0,LAML2,rho,1.000000000000001
131,c30_noise0.0_rep10,0.0,LAML2,lambda,1.4585396679781715
132,c30_noise0.0_rep11,0.0,conda_LAML1,phi,0.10699980210393599
133,c30_noise0.0_rep11,0.0,conda_LAML1,nu,1.3967537727746592e-06
134,c30_noise0.0_rep11,0.0,conda_LAML1,llh,2006.7669877180044
135,c30_noise0.0_rep11,0.0,conda_LAML1,lambda,1.1822495461167224
136,c30_noise0.0_rep11,0.0,github_LAML1,phi,0.10699980769367554
137,c30_noise0.0_rep11,0.0,github_LAML1,nu,1.3744747367783883e-06
138,c30_noise0.0_rep11,0.0,github_LAML1,llh,2005.1824325507937
139,c30_noise0.0_rep11,0.0,github_LAML1,lambda,1.1798775498275587
140,c30_noise0.0_rep11,0.0,LAML2,phi,0.10699811626087219
141,c30_noise0.0_rep11,0.0,LAML2,nu,8.215253844257065e-06
142,c30_noise0.0_rep11,0.0,LAML2,rho,0.9995461478835045
143,c30_noise0.0_rep11,0.0,LAML2,lambda,1.1833698650719866
144,c30_noise0.0_rep12,0.0,conda_LAML1,phi,0.08966649915748398
145,c30_noise0.0_rep12,0.0,conda_LAML1,nu,1.0699450220660366e-06
146,c30_noise0.0_rep12,0.0,conda_LAML1,llh,2437.965938193408
147,c30_noise0.0_rep12,0.0,conda_LAML1,lambda,0.9437947257745041
148,c30_noise0.0_rep12,0.0,github_LAML1,phi,0.08966649608490643
149,c30_noise0.0_rep12,0.0,github_LAML1,nu,1.0741319534882099e-06
150,c30_noise0.0_rep12,0.0,github_LAML1,llh,2438.0156240917127
151,c30_noise0.0_rep12,0.0,github_LAML1,lambda,0.9437993983900869
152,c30_noise0.0_rep12,0.0,LAML2,phi,0.08966660840471578
153,c30_noise0.0_rep12,0.0,LAML2,nu,2.3179742144730562e-07
154,c30_noise0.0_rep12,0.0,LAML2,rho,0.9999995605289015
155,c30_noise0.0_rep12,0.0,LAML2,lambda,0.9438616875902806
156,c30_noise0.0_rep13,0.0,conda_LAML1,phi,0.0926664234491739
157,c30_noise0.0_rep13,0.0,conda_LAML1,nu,1.9044948473218664e-06
158,c30_noise0.0_rep13,0.0,conda_LAML1,llh,1600.692057213892
159,c30_noise0.0_rep13,0.0,conda_LAML1,lambda,1.3580046367634517
160,c30_noise0.0_rep13,0.0,github_LAML1,phi,0.09266645305302357
161,c30_noise0.0_rep13,0.0,github_LAML1,nu,1.7732156606760166e-06
162,c30_noise0.0_rep13,0.0,github_LAML1,llh,1605.9016705869656
163,c30_noise0.0_rep13,0.0,github_LAML1,lambda,1.3547912617315927
164,c30_noise0.0_rep13,0.0,LAML2,phi,0.09266494375922121
165,c30_noise0.0_rep13,0.0,LAML2,nu,8.38897760286698e-06
166,c30_noise0.0_rep13,0.0,LAML2,rho,1.0000000000000013
167,c30_noise0.0_rep13,0.0,LAML2,lambda,1.3557429164287198
168,c30_noise0.0_rep14,0.0,conda_LAML1,phi,0.10066643112677442
169,c30_noise0.0_rep14,0.0,conda_LAML1,nu,1.8071929265024909e-06
170,c30_noise0.0_rep14,0.0,conda_LAML1,llh,2057.3951453178424
171,c30_noise0.0_rep14,0.0,conda_LAML1,lambda,0.9098571940845173
172,c30_noise0.0_rep14,0.0,github_LAML1,phi,0.10066639011394517
173,c30_noise0.0_rep14,0.0,github_LAML1,nu,1.9674129186784934e-06
174,c30_noise0.0_rep14,0.0,github_LAML1,llh,2059.4066284402297
175,c30_noise0.0_rep14,0.0,github_LAML1,lambda,0.9058579997976416
176,c30_noise0.0_rep14,0.0,LAML2,phi,0.10066310742837223
177,c30_noise0.0_rep14,0.0,LAML2,nu,1.7358338549491967e-05
178,c30_noise0.0_rep14,0.0,LAML2,rho,0.9999999999994021
179,c30_noise0.0_rep14,0.0,LAML2,lambda,0.9086037055019053
180,c30_noise0.0_rep15,0.0,conda_LAML1,phi,0.09399956319145572
181,c30_noise0.0_rep15,0.0,conda_LAML1,nu,2.0347914883469447e-06
182,c30_noise0.0_rep15,0.0,conda_LAML1,llh,2299.328191988622
183,c30_noise0.0_rep15,0.0,conda_LAML1,lambda,0.9362910049791867
184,c30_noise0.0_rep15,0.0,github_LAML1,phi,0.09399957740826452
185,c30_noise0.0_rep15,0.0,github_LAML1,nu,1.9826455022388667e-06
186,c30_noise0.0_rep15,0.0,github_LAML1,llh,2304.3327903225445
187,c30_noise0.0_rep15,0.0,github_LAML1,lambda,0.937009178212575
188,c30_noise0.0_rep15,0.0,LAML2,phi,0.09399087946097497
189,c30_noise0.0_rep15,0.0,LAML2,nu,3.3281783069685425e-05
190,c30_noise0.0_rep15,0.0,LAML2,rho,0.9999999992878739
191,c30_noise0.0_rep15,0.0,LAML2,lambda,0.9353593725482553
192,c30_noise0.0_rep16,0.0,conda_LAML1,phi,0.10666651492055382
193,c30_noise0.0_rep16,0.0,conda_LAML1,nu,1.3928728839547303e-06
194,c30_noise0.0_rep16,0.0,conda_LAML1,llh,1984.812349657617
195,c30_noise0.0_rep16,0.0,conda_LAML1,lambda,1.046158677245765
196,c30_noise0.0_rep16,0.0,github_LAML1,phi,0.1066665338064562
197,c30_noise0.0_rep16,0.0,github_LAML1,nu,1.3197074302340764e-06
198,c30_noise0.0_rep16,0.0,github_LAML1,llh,1983.4896321406636
199,c30_noise0.0_rep16,0.0,github_LAML1,lambda,1.0432443334736698
200,c30_noise0.0_rep16,0.0,LAML2,phi,0.10666555962207702
201,c30_noise0.0_rep16,0.0,LAML2,nu,5.856554819054486e-06
202,c30_noise0.0_rep16,0.0,LAML2,rho,0.9999999998664183
203,c30_noise0.0_rep16,0.0,LAML2,lambda,1.0191594800372503
204,c30_noise0.0_rep17,0.0,conda_LAML1,phi,0.09198465840213144
205,c30_noise0.0_rep17,0.0,conda_LAML1,nu,4.606149228985711e-05
206,c30_noise0.0_rep17,0.0,conda_LAML1,llh,2227.5086376758277
207,c30_noise0.0_rep17,0.0,conda_LAML1,lambda,0.9437362000097057
208,c30_noise0.0_rep17,0.0,github_LAML1,phi,0.0919878258933275
209,c30_noise0.0_rep17,0.0,github_LAML1,nu,3.666980394300884e-05
210,c30_noise0.0_rep17,0.0,github_LAML1,llh,2227.6567306460342
211,c30_noise0.0_rep17,0.0,github_LAML1,lambda,0.9439474482752932
212,c30_noise0.0_rep17,0.0,LAML2,phi,0.09182113661431614
213,c30_noise0.0_rep17,0.0,LAML2,nu,0.0005395036564699589
214,c30_noise0.0_rep17,0.0,LAML2,rho,0.9999998740737218
215,c30_noise0.0_rep17,0.0,LAML2,lambda,0.9434088846176081
216,c30_noise0.0_rep18,0.0,conda_LAML1,phi,0.10666658429444362
217,c30_noise0.0_rep18,0.0,conda_LAML1,nu,1.006947957033135e-06
218,c30_noise0.0_rep18,0.0,conda_LAML1,llh,2147.8666089605517
219,c30_noise0.0_rep18,0.0,conda_LAML1,lambda,1.0429967196568106
220,c30_noise0.0_rep18,0.0,github_LAML1,phi,0.10666658094631015
221,c30_noise0.0_rep18,0.0,github_LAML1,nu,1.0158215980925492e-06
222,c30_noise0.0_rep18,0.0,github_LAML1,llh,2147.8696649010644
223,c30_noise0.0_rep18,0.0,github_LAML1,lambda,1.042380791108732
224,c30_noise0.0_rep18,0.0,LAML2,phi,0.10666612003668201
225,c30_noise0.0_rep18,0.0,LAML2,nu,2.9267218141777757e-06
226,c30_noise0.0_rep18,0.0,LAML2,rho,0.999999969102784
227,c30_noise0.0_rep18,0.0,LAML2,lambda,1.0418748427995341
228,c30_noise0.0_rep19,0.0,conda_LAML1,phi,0.09699981083421272
229,c30_noise0.0_rep19,0.0,conda_LAML1,nu,1.5474595366317955e-06
230,c30_noise0.0_rep19,0.0,conda_LAML1,llh,1934.328229017974
231,c30_noise0.0_rep19,0.0,conda_LAML1,lambda,1.0089520719428888
232,c30_noise0.0_rep19,0.0,github_LAML1,phi,0.09699978931778432
233,c30_noise0.0_rep19,0.0,github_LAML1,nu,1.6366734203387455e-06
234,c30_noise0.0_rep19,0.0,github_LAML1,llh,1933.725635649943
235,c30_noise0.0_rep19,0.0,github_LAML1,lambda,1.0092389051147677
236,c30_noise0.0_rep19,0.0,LAML2,phi,0.09699840580260803
237,c30_noise0.0_rep19,0.0,LAML2,nu,7.457722670343563e-06
238,c30_noise0.0_rep19,0.0,LAML2,rho,0.9999999999995394
239,c30_noise0.0_rep19,0.0,LAML2,lambda,1.0115814913822667
240,c30_noise0.0_rep20,0.0,conda_LAML1,phi,0.10999989574346382
241,c30_noise0.0_rep20,0.0,conda_LAML1,nu,9.408957472140617e-07
242,c30_noise0.0_rep20,0.0,conda_LAML1,llh,2370.038132931186
243,c30_noise0.0_rep20,0.0,conda_LAML1,lambda,0.959436340191335
244,c30_noise0.0_rep20,0.0,github_LAML1,phi,0.10999989155603052
245,c30_noise0.0_rep20,0.0,github_LAML1,nu,9.555399106536572e-07
246,c30_noise0.0_rep20,0.0,github_LAML1,llh,2370.093751117705
247,c30_noise0.0_rep20,0.0,github_LAML1,lambda,0.9596778377136114
248,c30_noise0.0_rep20,0.0,LAML2,phi,0.10999955450839248
249,c30_noise0.0_rep20,0.0,LAML2,nu,1.791285420046266e-06
250,c30_noise0.0_rep20,0.0,LAML2,rho,0.9999999999985876
251,c30_noise0.0_rep20,0.0,LAML2,lambda,0.9598771485601862
252,c30_noise0.0_rep21,0.0,conda_LAML1,phi,0.09133243625650883
253,c30_noise0.0_rep21,0.0,conda_LAML1,nu,3.336452281108237e-06
254,c30_noise0.0_rep21,0.0,conda_LAML1,llh,2392.202664142146
255,c30_noise0.0_rep21,0.0,conda_LAML1,lambda,0.9517253473282884
256,c30_noise0.0_rep21,0.0,github_LAML1,phi,0.09133107402898438
257,c30_noise0.0_rep21,0.0,github_LAML1,nu,7.730476550344447e-06
258,c30_noise0.0_rep21,0.0,github_LAML1,llh,2392.216342990976
259,c30_noise0.0_rep21,0.0,github_LAML1,lambda,0.9514794737101309
260,c30_noise0.0_rep21,0.0,LAML2,phi,0.09130182625900307
261,c30_noise0.0_rep21,0.0,LAML2,nu,0.00010274681667789494
262,c30_noise0.0_rep21,0.0,LAML2,rho,0.9999999999999893
263,c30_noise0.0_rep21,0.0,LAML2,lambda,0.951317206307198
264,c30_noise0.0_rep22,0.0,conda_LAML1,phi,0.09232857272291854
265,c30_noise0.0_rep22,0.0,conda_LAML1,nu,0.004077988640929775
266,c30_noise0.0_rep22,0.0,conda_LAML1,llh,1711.2604615873347
267,c30_noise0.0_rep22,0.0,conda_LAML1,lambda,1.0679019227132194
268,c30_noise0.0_rep22,0.0,github_LAML1,phi,0.09218899311899117
269,c30_noise0.0_rep22,0.0,github_LAML1,nu,0.0045819190150312205
270,c30_noise0.0_rep22,0.0,github_LAML1,llh,1709.9380785968356
271,c30_noise0.0_rep22,0.0,github_LAML1,lambda,1.0688108112161212
272,c30_noise0.0_rep22,0.0,LAML2,phi,0.09182548336130446
273,c30_noise0.0_rep22,0.0,LAML2,nu,0.005869562591502399
274,c30_noise0.0_rep22,0.0,LAML2,rho,0.9999999732461811
275,c30_noise0.0_rep22,0.0,LAML2,lambda,1.0668904255103968
276,c30_noise0.0_rep23,0.0,conda_LAML1,phi,0.09233270694158531
277,c30_noise0.0_rep23,0.0,conda_LAML1,nu,2.968594244358275e-06
278,c30_noise0.0_rep23,0.0,conda_LAML1,llh,1964.17122754899
279,c30_noise0.0_rep23,0.0,conda_LAML1,lambda,1.0008332121783
280,c30_noise0.0_rep23,0.0,github_LAML1,phi,0.09233275151049235
281,c30_noise0.0_rep23,0.0,github_LAML1,nu,2.7899640706670968e-06
282,c30_noise0.0_rep23,0.0,github_LAML1,llh,1960.434814490698
283,c30_noise0.0_rep23,0.0,github_LAML1,lambda,1.0049017995630134
284,c30_noise0.0_rep23,0.0,LAML2,phi,0.092319636568207
285,c30_noise0.0_rep23,0.0,LAML2,nu,5.2194861105903795e-05
286,c30_noise0.0_rep23,0.0,LAML2,rho,1.000000000000001
287,c30_noise0.0_rep23,0.0,LAML2,lambda,1.0047113793629543
288,c30_noise0.0_rep24,0.0,conda_LAML1,phi,0.1053331257363943
289,c30_noise0.0_rep24,0.0,conda_LAML1,nu,1.0799493350346137e-06
290,c30_noise0.0_rep24,0.0,conda_LAML1,llh,2307.135075498422
291,c30_noise0.0_rep24,0.0,conda_LAML1,lambda,1.1280031118902132
292,c30_noise0.0_rep24,0.0,github_LAML1,phi,0.10533309237032791
293,c30_noise0.0_rep24,0.0,github_LAML1,nu,1.1809862942937398e-06
294,c30_noise0.0_rep24,0.0,github_LAML1,llh,2309.0000300819834
295,c30_noise0.0_rep24,0.0,github_LAML1,lambda,1.1280476245323927
296,c30_noise0.0_rep24,0.0,LAML2,phi,0.1053304136655154
297,c30_noise0.0_rep24,0.0,LAML2,nu,9.490852700164015e-06
298,c30_noise0.0_rep24,0.0,LAML2,rho,0.9999999999965836
299,c30_noise0.0_rep24,0.0,LAML2,lambda,1.1275012843473113
300,c30_noise0.0_rep25,0.0,conda_LAML1,phi,0.09266636258858486
301,c30_noise0.0_rep25,0.0,conda_LAML1,nu,2.1303653883932293e-06
302,c30_noise0.0_rep25,0.0,conda_LAML1,llh,1790.0752057130107
303,c30_noise0.0_rep25,0.0,conda_LAML1,lambda,1.1679683209069258
304,c30_noise0.0_rep25,0.0,github_LAML1,phi,0.09266615554984252
305,c30_noise0.0_rep25,0.0,github_LAML1,nu,2.969941925466967e-06
306,c30_noise0.0_rep25,0.0,github_LAML1,llh,1800.8035343508207
307,c30_noise0.0_rep25,0.0,github_LAML1,lambda,1.1624531976842167
308,c30_noise0.0_rep25,0.0,LAML2,phi,0.09266247984246143
309,c30_noise0.0_rep25,0.0,LAML2,nu,1.973691190589002e-05
310,c30_noise0.0_rep25,0.0,LAML2,rho,0.9999999999990227
311,c30_noise0.0_rep25,0.0,LAML2,lambda,1.16987888828902
312,c30_noise0.0_rep26,0.0,conda_LAML1,phi,0.1049996589882044
313,c30_noise0.0_rep26,0.0,conda_LAML1,nu,1.5793475261887523e-06
314,c30_noise0.0_rep26,0.0,conda_LAML1,llh,2460.0721486868188
315,c30_noise0.0_rep26,0.0,conda_LAML1,lambda,0.9487416066928813
316,c30_noise0.0_rep26,0.0,github_LAML1,phi,0.10499963223302267
317,c30_noise0.0_rep26,0.0,github_LAML1,nu,1.6727203693197075e-06
318,c30_noise0.0_rep26,0.0,github_LAML1,llh,2457.968972462502
319,c30_noise0.0_rep26,0.0,github_LAML1,lambda,0.9484646470009932
320,c30_noise0.0_rep26,0.0,LAML2,phi,0.10499334626673419
321,c30_noise0.0_rep26,0.0,LAML2,nu,2.229745490715869e-05
322,c30_noise0.0_rep26,0.0,LAML2,rho,0.9999999999913728
323,c30_noise0.0_rep26,0.0,LAML2,lambda,0.9490024894645588
324,c30_noise0.0_rep27,0.0,conda_LAML1,phi,0.10099986922024916
325,c30_noise0.0_rep27,0.0,conda_LAML1,nu,1.7341890159825014e-06
326,c30_noise0.0_rep27,0.0,conda_LAML1,llh,1721.6577370448158
327,c30_noise0.0_rep27,0.0,conda_LAML1,lambda,1.0044512938364845
328,c30_noise0.0_rep27,0.0,github_LAML1,phi,0.10099982884522073
329,c30_noise0.0_rep27,0.0,github_LAML1,nu,1.9438455933430784e-06
330,c30_noise0.0_rep27,0.0,github_LAML1,llh,1718.938148386967
331,c30_noise0.0_rep27,0.0,github_LAML1,lambda,1.0080265944012996
332,c30_noise0.0_rep27,0.0,LAML2,phi,0.10099901117201174
333,c30_noise0.0_rep27,0.0,LAML2,nu,6.548778221518597e-06
334,c30_noise0.0_rep27,0.0,LAML2,rho,0.9999999994509223
335,c30_noise0.0_rep27,0.0,LAML2,lambda,1.008135280529851
336,c30_noise0.0_rep28,0.0,conda_LAML1,phi,0.10566645649667773
337,c30_noise0.0_rep28,0.0,conda_LAML1,nu,1.5817362837882616e-06
338,c30_noise0.0_rep28,0.0,conda_LAML1,llh,2170.3676985166503
339,c30_noise0.0_rep28,0.0,conda_LAML1,lambda,0.9893805939464861
340,c30_noise0.0_rep28,0.0,github_LAML1,phi,0.1056664568116012
341,c30_noise0.0_rep28,0.0,github_LAML1,nu,1.5747425546161647e-06
342,c30_noise0.0_rep28,0.0,github_LAML1,llh,2172.093863800446
343,c30_noise0.0_rep28,0.0,github_LAML1,lambda,0.9923136716102234
344,c30_noise0.0_rep28,0.0,LAML2,phi,0.10566398008735227
345,c30_noise0.0_rep28,0.0,LAML2,nu,1.307319031689885e-05
346,c30_noise0.0_rep28,0.0,LAML2,rho,0.9999999999559149
347,c30_noise0.0_rep28,0.0,LAML2,lambda,0.9912691587019863
348,c30_noise0.0_rep29,0.0,conda_LAML1,phi,0.10399986208846647
349,c30_noise0.0_rep29,0.0,conda_LAML1,nu,1.3894681224800635e-06
350,c30_noise0.0_rep29,0.0,conda_LAML1,llh,1839.5037869261419
351,c30_noise0.0_rep29,0.0,conda_LAML1,lambda,1.1575040619674102
352,c30_noise0.0_rep29,0.0,github_LAML1,phi,0.10399985868959989
353,c30_noise0.0_rep29,0.0,github_LAML1,nu,1.4150245573300591e-06
354,c30_noise0.0_rep29,0.0,github_LAML1,llh,1838.4316465571987
355,c30_noise0.0_rep29,0.0,github_LAML1,lambda,1.153686440917897
356,c30_noise0.0_rep29,0.0,LAML2,phi,0.10399909002367114
357,c30_noise0.0_rep29,0.0,LAML2,nu,4.75168250007051e-06
358,c30_noise0.0_rep29,0.0,LAML2,rho,0.9999999999858386
359,c30_noise0.0_rep29,0.0,LAML2,lambda,1.1539780885182847
360,c30_noise0.0_rep30,0.0,conda_LAML1,phi,0.096071886296362
361,c30_noise0.0_rep30,0.0,conda_LAML1,nu,0.0028660348476672553
362,c30_noise0.0_rep30,0.0,conda_LAML1,llh,1989.7351805592084
