cell_name,cassette_idx,target_site,state0_prob,state1_prob,state2_prob,state3_prob,state4_prob,state5_prob,state6_prob,state7_prob,state8_prob
4T1_preedited-1153,0,1,-5.500853295065285,-50.239100027429245,-65.13409863489464,-69.13529915194894,7.277932113224739,-78.08404784768352,-19.022776257931447,-128.78833447255846,-5.322575823267725
4T1_preedited-1215,0,1,0.20090197569270613,-30.155591193335585,-16.07194076136059,-27.767840272361997,7.131522337781984,-13.602319964780916,-10.215889457221502,-47.27491942106675,-0.19763264704900085
4T1_preedited-1280,0,1,-8.47955526521341,-6.488292295364623,-5.018815294863361,-4.199762321057915,8.613414869200252,-2.748386703284206,-7.69143485212574,-7.75550164517639,0.18104729666429353
4T1_preedited-1335,0,1,-1.3411389569448848,0.3596991211205353,-2.5151815424277393,0.3996108587743002,8.766437410277359,-0.19222015728957637,-0.7067372480302505,-1.178840990712884,1.9020371395713074
4T1_preedited-1349,0,1,0.7563360712321942,-56.785022229441545,-36.45918255530727,-47.632633185791434,7.198850072316883,-45.175588722819796,-20.69088879157248,-94.79574677027793,-2.0943089240456065
4T1_preedited-14,0,1,-117.28239643542587,-23.914970992298812,-266.5716903410005,-199.448102735228,6.3257698141489405,-332.1610761330063,-77.95342358704401,-356.5995403213026,-14.482119841733128
4T1_preedited-1403,0,1,-143.2889800348665,-4.903683557857708,-292.4971672148278,-208.5357075280167,4.119356618964659,-353.3969879910481,-76.18114618720732,-352.9385068882544,-7.645254128408755
4T1_preedited-1500,0,1,-248.89305490245977,-160.56442660024186,-690.7755278982137,-564.5440421014366,3.497398319162345,-690.7755278982137,-438.3778376588663,-690.7755278982137,-124.69718460971798
4T1_preedited-1618,0,1,-0.4664002054562175,-32.60910828691285,-6.14618366913607,-20.729361040884726,7.965798536919341,-9.340704787945935,-11.850732261933286,-45.63177139668063,-1.3618398100914835
4T1_preedited-1634,0,1,-11.159030388711946,-525.1762125478389,-690.7755278982137,-690.7755278982137,2.3916186108076882,-690.7755278982137,-690.7755278982137,-690.7755278982137,-379.1186981502875
4T1_preedited-1643,0,1,0.8201682430908245,-49.559962042756666,-29.82475447441873,-42.962720483511795,7.683256977601745,-35.0523908732705,-16.16834112224072,-79.97425337663766,-0.8338338868388849
4T1_preedited-1647,0,1,0.24643847459173088,-31.104734116892416,-14.913956308412109,-28.754974536743994,7.449645584428821,-14.446057368507603,-8.612568728539983,-50.530194739024346,0.7927055110027437
4T1_preedited-1664,0,1,3.8183592964419124,3.9534712098503717,2.383656833666159,3.2278045975996594,7.87047923172949,3.5914417155673983,3.7313854296405076,3.371479052876818,3.9306670011896383
4T1_preedited-1673,0,1,6.277820249950947,5.8797314977997965,4.849150636209856,4.825586799513157,6.7589779067486795,6.319433418880876,5.737149292494818,7.320453306447036,4.824359493159286
4T1_preedited-1696,0,1,-164.83782874433933,-381.06271244144506,-43.94119873429178,-97.68024182782682,2.516937705366756,-82.33490838694777,-148.99535641790004,-188.62860040076657,-81.74218452818167
4T1_preedited-1817,0,1,-432.4625466972246,-60.239362145964186,-426.2541943311413,-354.9795623028575,2.5931090779002264,-640.370947945072,-253.2408356884767,-614.8970149573292,-59.89088783077433
4T1_preedited-1828,0,1,-122.71268663646481,-2.0477617083467208,-223.54044129040005,-158.67987286094473,1.535726629058036,-274.5786100169793,-54.17678814106676,-254.32863132972477,-10.86179608287316
4T1_preedited-1855,0,1,-87.23126461085208,-16.927347171083692,-227.56186729590698,-167.68014867373574,3.8601582102916336,-279.0074859348093,-52.23936068309784,-292.93641883215435,-8.452373879764188
