,Dim_0,Dim_1
internal_0,-1909.0140051546377,-1341.5107232960768
,-1917.0534316925807,-1350.1529386749264
,-1913.9625940978178,-1331.4795448365528
,-1817.5684972570132,-1387.586882831886
,-1925.0953121741245,-1359.6508009318804
,-1921.9141142901856,-1342.3874546012312
,-1917.1833937486294,-1319.8984070959666
,-1814.070400804151,-1397.2415789403724
,-1941.1379260517137,-1357.6325289438375
,-1934.0154575626705,-1361.2291928386326
,-1919.061285557463,-1295.9186923921377
,-1938.4802813581869,-1354.9875192119218
,-1948.7393764666451,-1375.342468100411
,-1909.1151459978637,-1345.0289444327655
,-1922.5316591390615,-1284.863203922212
,-1918.4232455323977,-1292.3854606271195
,-1936.3309618418,-1351.925731601888
,-1987.3583505175345,-1430.4837311195636
,-2022.2820020992544,-1368.5814718345919
,-1890.7140027056232,-1446.652482920324
,-1906.6618963982055,-1356.9321278557861
,-1882.66441277918,-1287.904233208978
,-1910.9409207196245,-1296.0981303575506
,-1950.1341611234818,-1245.934332892957
,-1904.614260688952,-1284.806566845403
,-1930.7609017475186,-1347.3089621626066
,-1988.8286746454246,-1464.4844309253663
,-1891.5539199924663,-1379.9699791392723
,-1943.1224051965746,-1344.7953132585262
,-1928.015693503093,-1168.7186034398271
,-2055.7417563993863,-1498.1043121908538
,-1850.265332296238,-1419.2108586587112
,-2097.3291102911244,-1438.8209598434744
,-2029.7987221334072,-1338.6428563479672
,-2059.912176029428,-1398.5902229521594
,-1899.9232603587468,-1515.384746056293
,-1854.3343565727034,-1418.7883903404243
,-1894.8673781362565,-1345.2181723588026
,-1919.0387400087461,-1382.1245078641612
,-1892.5338370441787,-1264.6155284471965
,-1916.8101157930032,-1371.8187901333458
,-1975.257725312722,-1205.3635699210395
,-1903.3454460757987,-1328.1420538313444
,-1897.082266668907,-1256.9300588915382
,-1918.7441794531003,-1350.7740449971932
,-2015.1364119698778,-1474.7337773913698
,-1903.4993089089262,-1506.4217916024304
,-1876.2768567883386,-1403.2482523392885
,-1939.7630804051337,-1323.2674937304485
,-1953.0327501485856,-1376.3494812725703
,-2085.3311837029396,-1534.3077988281148
,-2084.0658851336893,-1515.6294950468546
,-1812.6909671607395,-1431.7046707316088
,-1832.3004625246867,-1431.5299897182906
,-2133.3935498937885,-1409.2494820390066
,-2026.372725394567,-1346.7378166253827
,-2061.6148150967115,-1399.3258932200938
,-2131.967030730785,-1458.3130100086769
,-1939.3070176539961,-1542.3548747341692
,-1892.9585952379177,-1505.2452213994125
,-1951.5371386357342,-1567.9579434985533
,-1754.2328175241355,-1400.74916351289
,-1867.92341042006,-1407.4479717491563
,-1884.1060160839293,-1325.7579429391967
,-1920.8362119126573,-1386.1851638164333
,-1875.6307815097264,-1237.224622463314
,-1891.9301475141415,-1279.1056559151266
,-1931.1071489510182,-1190.9050618709296
,-1927.2314463054363,-1400.67591860412
,-1913.4944195408561,-1384.9337777552248
,-1911.497734627516,-1352.7114647901772
,-2012.7854198035377,-1481.6577833616814
,-2119.7385548981197,-1396.085235708006
,-1993.2707071577913,-1548.125423689267
,-1817.832878343009,-1401.4263566140658
,-1976.254826033431,-1378.9366763947526
,-1848.505015684306,-1485.3699979626863
,-1940.8871519096463,-1314.7574089630123
,-1922.0819654565837,-1443.6893942031897
,-2040.7284447496927,-1383.9094973120368
,-2075.475161461659,-1544.7519897902482
,-1802.5856220135624,-1427.643563427468
,-1845.6511520189056,-1525.3550449927754
,-1802.246605890619,-1428.795225539142
,-1828.5604341726146,-1379.0736151956423
,-2148.481861506378,-1379.2792448831913
,-2040.905110786906,-1295.9171228880805
,-2104.8318055017253,-1313.7945217057693
,-1931.4905844015893,-1380.1642510292504
,-2033.2546301297104,-1428.9446770791594
,-2131.6731739905126,-1456.674178253792
,-1943.7132043353336,-1591.5529367305828
,-1845.199511615311,-1469.0152322753254
,-1906.0220508691634,-1536.848978968136
,-1915.3943117641882,-1499.3551397594642
,-1881.3331752378738,-1324.2723727039304
,-1873.0665553498068,-1288.8195108757564
,-1925.4975584400547,-1415.5517721004044
,-1910.9272529964792,-1351.3492522926317
,-1978.0221509375008,-1484.7036419566623
,-2102.0789165240926,-1510.6628153605063
,-2117.368079952587,-1388.1300896411021
,-1804.6184270767071,-1376.4837570296288
,-1935.343928217075,-1298.084829508845
,-1870.797526937576,-1486.7497291405932
,-1990.2220893940437,-1455.0509864542687
,-2030.3444539668847,-1429.0660482099038
,-2101.021333155701,-1310.6253765216534
,-2169.197121926937,-1294.294253390041
,-1801.4527999047705,-1429.2751219285392
,-1836.3394433933183,-1537.84851647134
,-1776.5534941638714,-1378.7050292533747
,-2112.905229975965,-1299.5763907542976
,-1911.3557156383474,-1399.6292619686724
,-2019.6768325123453,-1446.0890164454897
,-2143.8844736010537,-1450.6066036428738
,-1970.8981121914132,-1606.371414994241
,-1806.1548002575826,-1449.586574559666
,-1884.021429314439,-1398.2841286306518
,-1869.8386574225867,-1268.9982579452092
,-1875.262553973001,-1284.4414789574375
,-1928.3507355633415,-1435.104676201118
,-1908.5216536484315,-1346.5462190822623
,-1941.1932604976869,-1496.3799600048656
,-2128.678487099497,-1496.5342296537633
,-2097.977043896325,-1392.4198033677144
,-1871.0408293865987,-1213.2293905902409
,-1942.3979484927827,-1303.4071964407844
,-1871.878848181096,-1489.8272338045513
,-1838.4581852410902,-1510.2075372376135
,-2010.968043368399,-1414.1571997314577
,-2038.1428179780492,-1484.4691127169547
,-2035.4290497247298,-1521.8857297550196
,-2014.2378742986048,-1386.9034065189073
,-2112.8417714306215,-1296.4938226937784
,-2127.636884482497,-1288.7549844291227
,-2066.9595813000956,-1289.386476099607
,-1800.6613103121967,-1428.6199300900394
,-1768.4976925681797,-1351.2883270444947
,-1909.955228666125,-1413.7317982672723
,-1886.9219276014296,-1477.2061187331992
,-1881.5923826884605,-1332.8727875121651
,-1866.894031637774,-1211.184708353747
,-1872.7976044740453,-1295.446969288912
,-1928.1114026742207,-1430.0497079842223
,-1945.5348080137146,-1572.4947530266732
,-1943.743489220713,-1346.5371020918906
,-1934.4713372791005,-1279.4837358822522
,-1853.944623885475,-1351.2288110261263
,-1866.0278820394528,-1526.7478086258755
,-1930.8794236975193,-1496.3384772390116
,-2166.051546826216,-1468.8513552673257
,-1841.1820846365918,-1197.335272971737
,-1852.1899360504897,-1180.1222771891148
,-1953.0031255054612,-1319.590651942264
,-1922.7862980758096,-1210.7762996855085
,-1842.4926640307415,-1462.7721969979657
,-1792.6642635571097,-1539.7510585134094
,-2051.329285216405,-1391.0807979612161
,-2046.7604234874914,-1530.5186289497358
,-1998.1641636866887,-1346.9197774640488
,-2141.4034204469467,-1314.852990763616
,-2151.770832995614,-1269.3172544596696
,-2069.1012967124448,-1298.5038952734799
,-1900.6646273244105,-1575.6762006417866
,-1905.3518469989074,-1374.9116874050883
,-1866.8289139176502,-1196.8372598164156
,-1929.0539798810619,-1437.4619898352526
,-1956.115167149872,-1317.2068538514743
,-1981.832197126172,-1441.5264303523247
,-2021.705909985988,-1259.1075431677045
,-2037.6335193407976,-1252.7231011545564
,-1936.7387197843232,-1214.447790889602
,-1925.5685989347814,-1274.6259981307437
,-1825.7454159562951,-1233.4105035231885
,-1841.9087685456432,-1354.36559249285
,-1842.1404502002001,-1349.775135896084
,-1817.8638206445137,-1196.7678649746897
,-1749.6604470639445,-1104.0393634906354
,-1794.873566439472,-1175.5061790446384
,-1998.3873815924246,-1169.077628719466
,-1808.1102258946723,-1330.4422836609028
,-1823.2145457376207,-1159.9137654737642
,-1865.4796501125074,-1177.1383787412628
,-1998.8407796328795,-1339.8505471000287
,-1957.3612319244994,-1352.3318590007218
,-1934.7536108157533,-1192.8824743095847
,-1914.7154547090256,-1209.5053593016796
,-1924.1901881016088,-1191.4110307577425
,-1832.0343089656649,-1466.226144312734
,-1790.5785154957164,-1575.9770814178441
,-1737.8320825332405,-1540.096126921718
,-2016.922658661643,-1460.098615806979
,-2074.8901781507752,-1352.9125871407045
,-2048.0665414060986,-1548.9991852973417
,-2148.6090656436736,-1315.325140861863
,-2138.669997030605,-1236.778778993523
,-1950.9009965314895,-1466.9208430479077
,-1919.5790990178853,-1431.017287816767
,-1970.1334740092689,-1292.2189208744442
,-1962.4312499235161,-1279.2325402074282
,-1970.635374020639,-1451.0047418905924
,-2031.9743555065634,-1456.844415900185
,-1971.6927724789466,-1466.7728577387381
,-2047.861395555788,-1236.719222601794
,-2084.53603986679,-1253.37155887308
,-2068.657970692963,-1252.4144709400061
,-2012.1911134577792,-1241.9969838735146
,-1879.5311939542423,-1145.272976246551
,-1975.8798441456813,-1381.3228128344913
,-1908.7661246096504,-1248.0821445509532
,-1790.6420347579742,-1207.953040045761
,-1822.4278227684351,-1332.9883438682868
,-1824.003718978513,-1451.8042612620081
,-1800.0187443354826,-1361.4747817309776
,-1843.635499651826,-1346.6878573896454
,-1738.1562429640592,-1269.3667268736972
,-1766.2691834465736,-1195.6261781251683
,-1828.6836436211643,-1180.877834389553
,-1854.4687423001437,-1211.089278448362
,-1799.3231450968349,-1142.4277965030803
,-1744.6083236505622,-1093.301640573461
,-2003.7452881845895,-1154.7913903638366
,-1815.9728498970435,-1148.3230187801237
,-1793.430334178542,-1157.7716959472239
,-1882.7072542605385,-1156.6238635715317
,-1849.9653150117701,-1212.2090576984017
,-2035.7472486574845,-1384.7378322691743
,-2007.6228078589513,-1330.7810554859875
,-1925.1844331254904,-1404.0283423566846
,-1966.4809828826446,-1353.3813338264326
,-1957.8708549890487,-1194.821582566631
,-1936.7822879393993,-1216.667072632564
,-1933.8145486985443,-1193.4289626369043
,-1912.120978765781,-1168.5495957310088
,-1918.9612336376847,-1623.0054385083367
,-1985.4692548772146,-1597.0104371113584
,-1844.5356681867636,-1301.1378300787098
,-1809.6572993456448,-1596.7308325603803
,-2028.1471943893673,-1508.1974997190196
,-2024.3241054208308,-1305.6521515484171
,-2040.6710446565476,-1569.9369851321321
,-2066.9341606375847,-1558.5787929501241
,-1957.4798029187423,-1471.3791126658743
,-1918.6569991937815,-1461.0041297032747
,-1910.6220624000741,-1412.8698213543742
,-1961.6286635963913,-1239.0193327110312
,-1989.4970515018956,-1314.5461684244774
,-1992.006544623671,-1274.4119702955334
,-2004.3948505826393,-1407.7909077401932
,-1903.261688345111,-1532.2553862811842
,-2092.2316553147894,-1426.0421561521891
,-2035.8638589704776,-1494.4684445585433
,-1862.1592293146596,-1451.580577323129
,-2032.609369956397,-1545.3645189619808
,-2063.7897848510943,-1224.4356639269877
,-2093.809323624622,-1239.6972343502898
,-2083.176354404703,-1261.231144404795
,-2142.5581038395035,-1251.8719196809873
,-2036.0403757129552,-1238.4689513544458
,-1850.9292237084721,-1130.341677377236
,-1965.2605144354468,-1386.3803111092275
,-2071.591508650581,-1488.0428581478952
,-1906.0804345350955,-1220.740554858477
,-1704.8268788601954,-1276.2408464234672
,-1790.1938695386277,-1174.0549642950416
,-1819.4996381834765,-1303.8868531853611
,-1807.952759642572,-1364.415064536793
,-1813.6495307887817,-1492.7119263661298
,-1779.3900106934118,-1326.1328639756046
,-1788.106205778966,-1399.7068437482462
,-1843.1371837120023,-1342.9407549557834
,-1857.198998239115,-1350.4873863309008
,-1739.6871529906255,-1182.2625235705314
,-1872.619542396085,-1168.2235490436385
,-1782.931774263909,-1149.1894111308088
,-1827.9954903619855,-1146.7270430527087
,-1871.671239324771,-1137.8174697572751
