,Dim_0,Dim_1
root,1124.9587220996734,847.3869585419995
,1178.6101138228191,839.5392388797426
,1081.6964202782374,853.715040735851
,1102.6703170189624,856.235081090879
,1424.6674515629236,792.0328222332785
,1045.2474977426903,854.3674461291038
,1069.2182339556207,861.0314246096286
,1113.0453863848843,859.7790913969462
,1025.2981979168396,869.1392463651766
,1515.2072588612168,872.3998740521256
,947.6123462080792,805.28754657216
,1159.5492176317628,935.510804558767
,1028.8716486644423,830.6433069370132
,1115.033512753566,914.5697212292774
,871.945061567772,931.8378116683043
,1188.063045803077,839.0378742502027
,1068.083639603463,903.6349459003865
,850.9328994122792,836.2380718634101
,927.9516175349435,813.1546663262963
,1046.5337421871554,1043.5497407406763
,1346.2032495441767,886.5101612717277
,1038.4921624832682,822.0041486498675
,999.978975494529,820.446597624209
,1057.5675179101743,913.3041465893872
,1169.0149129883876,940.0356200586729
,847.204817410398,855.9204373393912
