,Dim_0,Dim_1
internal_28,1097.1660563300543,1039.4104868140896
internal_18,1072.7793246005776,1005.4288500865615
internal_27,1102.324705588294,1046.5987950729755
internal_5,1038.4639628849359,1099.4800560800331
internal_17,1104.514235980318,880.5716733882197
internal_21,1094.66656623354,1052.0997618987547
internal_26,1107.2988075287265,1049.4896350035374
internal_2,937.4703594958187,1312.0180204559792
internal_4,1147.0972319209334,927.3202121756847
internal_10,1063.559367981975,844.8217949958062
internal_16,1165.2255631666399,799.8785246197183
internal_19,1148.822237372437,1107.0937090940106
internal_20,1032.2893144627806,1006.5914882384704
internal_23,1077.365305518413,1094.5345936808521
internal_25,1161.81994895765,1009.7316557039403
internal_1,935.9192110129959,1404.3471398416552
internal_3,1146.1133541925324,903.613891721851
internal_8,1035.759034792206,777.3357922071018
internal_9,1056.521147207798,944.3406306549648
internal_12,1151.3251511682115,689.7937762190656
internal_15,1220.938753024289,797.1848233048366
internal_22,1084.3856522786614,1106.3071530893753
internal_24,1239.809661273682,949.4249967800512
internal_0,919.5881446381047,1438.8960912322343
internal_7,1033.8178731208623,782.2484041042019
internal_11,1123.2881590188342,678.6294391649984
internal_14,1244.8657499974463,802.9920603445611
internal_6,952.1146630859854,747.8127121375862
internal_13,1268.653358650664,838.2379087018437
