,Dim_0,Dim_1
internal_30,1119.6220133776544,895.0943913399669
internal_31,1116.0950201525231,910.69136709679
internal_34,1121.879270383253,885.1124093666582
internal_33,1070.0394551749687,1032.5994123956332
internal_35,1121.9996954414935,943.4739243509385
internal_32,1132.0888035525104,818.9102388289203
internal_42,1095.2797610338348,969.502506941939
internal_40,1130.3086939562456,943.410502581048
internal_57,1135.6709781324832,687.5114506126403
internal_39,1084.3847457960776,956.1449029787196
internal_44,1125.2298123967212,1187.372574184515
internal_41,1174.9403031599236,886.4537085965201
internal_47,1067.9986255699582,1058.194681214136
internal_58,1155.282440391832,628.8132876533172
internal_37,1046.4133946297216,929.8979970123861
internal_36,1088.777346878954,943.3975187368962
internal_45,1207.5194108435824,850.9304446668408
internal_43,1239.8727280981266,782.1861111049541
internal_52,1089.1401502704482,1146.4473116484849
internal_48,1034.001588160652,1057.4226487658534
internal_38,1038.9718598046538,918.1178556930728
internal_46,1265.9944547498844,844.0122223193658
internal_56,1113.9370194662974,1154.8627811429842
internal_53,1097.5197457757938,1200.117164319706
internal_49,899.5945356177319,1209.8521360512157
internal_50,1045.2556703532482,943.899906963776
internal_55,1044.058216482893,1374.8015673469506
internal_54,865.9885770376044,1256.688225783663
internal_51,1013.6426738760845,864.6371518947915
