,Dim_0,Dim_1
internal_984,-2116.4376334399803,-1252.2141387361048
internal_988,-2062.188956075281,-1274.540535523217
internal_910,-1968.9614644746794,-1428.1341456441157
internal_1054,-1940.3464090296034,-1477.021932618019
internal_1045,-1868.6926327670167,-1294.306186383591
internal_1037,-1901.535994853719,-1554.508982263743
internal_1079,-2091.122172552782,-1312.9341889618354
internal_1083,-2094.0651581803663,-1285.6059474198707
internal_1097,-1924.4996417592445,-1571.9176775319904
internal_1096,-1948.2523207962668,-1567.8304514020617
internal_1180,-1790.2427137571165,-1204.4305109914094
internal_1166,-2076.868416840909,-1227.1378352851946
internal_1298,-2002.3052750494498,-1500.8606624200036
internal_1325,-1879.1088565094526,-1632.1316951395627
internal_1324,-1805.8681600712698,-1591.669132589442
internal_1313,-1845.3673267851786,-1280.8100692084993
internal_1310,-1986.6509470230324,-1600.5434138139244
internal_1264,-2107.680028691451,-1389.2253865591283
internal_1261,-2096.1902591040994,-1403.909002420113
internal_1263,-2081.9392207183932,-1594.2815488542676
internal_1257,-2003.7205625489817,-1390.3296781777174
internal_1282,-2056.6543945692297,-1333.967253837059
internal_1280,-1997.6881754620347,-1336.8098418414404
internal_1272,-2097.000638470071,-1512.4605113478408
internal_838,-1852.7440577715327,-1534.3174036870166
internal_845,-1742.3095370430221,-1414.2581054046548
internal_877,-1810.0794658584095,-1390.7168692794864
internal_862,-1772.9307729314278,-1423.8894973527204
internal_873,-1800.4990692115282,-1512.7029411013116
internal_855,-1793.3386736748741,-1106.0007631719936
internal_859,-1693.9347002155316,-1389.8954948188298
internal_858,-1672.7347202491635,-1385.0491762578397
internal_790,-1783.7327078241567,-1414.631078521495
internal_799,-1788.4453502717888,-1411.4433496984009
internal_783,-1760.3961748471347,-1360.3431262971683
internal_805,-1787.9090729160735,-1365.763069774823
internal_808,-1837.5418397547649,-1461.0304020782125
internal_821,-1850.4316721120738,-1189.9845494327456
internal_825,-1849.5995435089023,-1176.9498596840049
internal_830,-1848.7033124425993,-1238.6424200846402
internal_716,-1809.6831678653373,-1435.1387575120284
internal_714,-1794.7140323563024,-1451.904226636747
internal_712,-1878.9951290882548,-1562.2720123795636
internal_720,-1831.4155440178838,-1366.770672513036
internal_719,-1828.7261253728516,-1352.8555177388591
internal_957,-1824.8206068739553,-1368.1783720493088
internal_954,-2061.2500869059845,-1380.7889744010758
internal_955,-2065.1931572291232,-1394.0293999471564
internal_946,-2030.7472340169932,-1358.4374408108797
internal_948,-2146.0295026892586,-1321.640227254098
internal_950,-2035.747990976341,-1454.0020104609773
internal_963,-2081.9454926063418,-1368.607087980407
internal_930,-2066.7549146273145,-1403.4812700271225
internal_938,-1992.94123093194,-1553.1082988448816
internal_940,-2051.8274385095942,-1550.3231941405206
internal_935,-1755.1874848733064,-1222.6599572941116
internal_924,-2122.802776065267,-1444.123502694972
internal_993,-2072.4458688614604,-1216.0464671797547
internal_985,-2116.46200350374,-1243.1624543739779
internal_989,-2034.5122954734732,-1253.206147353567
internal_911,-1979.068419227018,-1429.1080099192272
internal_912,-1939.1702933941528,-1416.376056631143
internal_1046,-1891.696318595284,-1289.3296391747774
internal_1080,-2137.083083405349,-1301.4473819920747
internal_1098,-1917.678329839523,-1578.8946222601433
internal_1099,-1962.8193863086085,-1605.2557691628358
internal_1181,-1832.8533508123796,-1198.0246744402543
internal_1184,-1746.7274614667995,-1208.194321098601
internal_1299,-2108.488840597523,-1515.7702758179382
internal_1265,-2125.5960497755696,-1387.1009297095623
internal_1262,-2082.525383214543,-1239.0811350048184
internal_1281,-1995.6505826875905,-1237.9006991839703
internal_840,-1841.8646565153715,-1557.817879149457
internal_839,-1862.7774493088716,-1540.718144239743
internal_846,-1733.3047479458126,-1414.6901584333423
internal_878,-1841.5744740303312,-1476.1993566219762
internal_869,-1775.0142207288766,-1443.8216963293341
internal_863,-1743.6786477337296,-1435.4293001348062
internal_874,-1804.8074138299976,-1519.8640450041808
internal_856,-1767.0198808265206,-1070.8553354154078
internal_791,-1781.88514253101,-1422.6051235180153
internal_788,-1767.772808644663,-1359.7264582428306
internal_784,-1741.011625807262,-1325.7043660338331
internal_807,-1768.1714305681594,-1324.561394287489
internal_806,-1785.0668512412904,-1361.7079121727834
internal_816,-1846.7906891734967,-1481.9299362062939
internal_823,-1852.9855313714484,-1168.5526551188793
internal_822,-1846.385157812121,-1186.135935003278
internal_826,-1847.6396709399698,-1166.3704501979864
internal_831,-1823.5067864830535,-1218.0056553763966
internal_715,-1785.373741998335,-1421.899522362694
internal_947,-2055.0041596574197,-1342.663673752079
internal_951,-2044.2720351014307,-1471.8509714663228
internal_962,-1974.7079137921355,-1356.6296789354262
internal_931,-2083.2300012046235,-1337.1600638506807
internal_994,-2067.8445988927183,-1219.9087096145142
internal_986,-2140.530010698477,-1247.0822004839574
internal_1081,-2168.5589548151506,-1294.671751113763
internal_1100,-1931.411008805066,-1596.4460080280621
internal_1266,-2147.603955170921,-1359.6397719992713
internal_843,-1815.8315193774322,-1561.0953970874045
internal_842,-1872.9098864482794,-1544.4983344824311
internal_848,-1709.3504920584244,-1417.9077123953064
internal_847,-1711.071618596704,-1412.8477411698675
internal_879,-1877.2896301210315,-1446.7913378807145
internal_871,-1848.9680453623614,-1526.2695682544331
internal_870,-1700.769207285847,-1392.434182942902
internal_864,-1747.8329007304685,-1435.5509302775506
internal_865,-1718.0433322731853,-1438.0064869833782
internal_875,-1832.001374727542,-1554.1706384701583
internal_793,-1749.2915221399057,-1452.476013056344
internal_792,-1782.4414612886521,-1428.3695077932068
internal_787,-1729.103364490472,-1341.5373239741748
internal_785,-1739.6497441808947,-1319.2039284073828
internal_809,-1861.5456318429553,-1515.2732796155096
internal_824,-1845.6121012135184,-1126.3709690601977
internal_827,-1846.2770360180361,-1157.9474307894304
internal_987,-2177.4461756027454,-1264.0518355867216
internal_844,-1874.722625946274,-1576.1073010347206
internal_841,-1900.3808694644763,-1529.9844934114815
internal_849,-1677.6628854967096,-1420.512579041927
internal_872,-1825.4239218686773,-1487.4310964534416
internal_866,-1714.1419623221914,-1447.9803744816995
internal_794,-1746.953059746023,-1456.4613331709938
internal_795,-1829.998610984043,-1475.3634001560258
internal_786,-1712.681514649978,-1248.4715777238234
internal_810,-1862.1517321822614,-1526.5831554059205
internal_828,-1838.2706878088013,-1149.7234397076154
internal_850,-1675.2369186918015,-1415.2892883124669
internal_867,-1704.019437828692,-1431.3769741642636
internal_797,-1834.8330544593048,-1477.9173177167436
internal_796,-1815.2082624025809,-1480.3500288893586
internal_811,-1864.133268161871,-1531.6742232576264
internal_815,-1832.9688825835042,-1541.2137176066658
internal_868,-1712.1799154647822,-1416.3901849120975
internal_798,-1877.045833592595,-1500.8945567166993
internal_812,-1862.593500179528,-1531.2168525681866
internal_814,-1945.244554194162,-1659.4880883555566
internal_813,-1743.0319208607955,-1448.6174819825537
