,Dim_0,Dim_1
internal_27,1116.6075642246983,863.4499933723963
internal_35,1139.3216451709118,812.3811361727779
internal_42,1088.776979825153,926.0224630156918
internal_36,1287.6635071854585,915.8414634542781
internal_28,1007.3446153624911,624.827308723307
internal_43,959.5954367482713,1046.1605737233895
internal_45,1222.6666679406612,850.2785913806962
internal_39,1360.0512535555424,1147.8716719282481
internal_37,1291.598040163502,687.2373194235012
internal_29,787.872919192307,550.2751360973614
internal_32,1112.2955567199883,588.8451056415669
internal_44,580.1420387678728,1150.1007403382182
internal_48,1147.369576007518,1028.2827852721437
internal_47,1020.0367710421043,894.131036334036
internal_46,1501.6947759562277,779.039055286435
internal_40,1395.5151162358047,1176.0706505667072
internal_38,1374.901025999986,529.7647312316087
internal_30,757.888620511948,500.4350664403996
internal_31,803.4325970641104,695.9753112605059
internal_33,1112.2973475219112,588.8418622368803
internal_50,581.3833231644929,1170.7175477150724
internal_51,1302.020849078713,990.0202062222395
internal_52,1041.6275543684399,1101.6922113561125
internal_41,1596.2457732899904,1186.9395298238942
internal_34,1087.3978410974507,519.5431870256759
internal_49,676.2542496152255,1256.4993172327934
