,Dim_0,Dim_1
internal_1375,-1888.7611272182855,-1283.2035980128258
internal_1372,-1883.8685674001883,-1269.5000346948505
internal_1337,-1892.3089495147954,-1422.8730598898558
internal_1344,-1897.81991845717,-1320.425663560903
internal_1347,-1865.4265907014662,-1216.735780630801
internal_1076,-2085.518054359775,-1512.616642375522
internal_1079,-2058.106130015134,-1392.097774749341
internal_1074,-2053.0228836947504,-1395.2965431024472
internal_1056,-2105.6130531635135,-1364.393979377734
internal_1060,-2090.109547033639,-1408.573762606936
internal_1115,-1976.9872839892325,-1393.3472130197201
internal_860,-2068.3040885324585,-1228.2864653301285
internal_916,-2138.359372793091,-1254.9174209823607
internal_915,-2067.095282484655,-1274.2732089865776
internal_869,-1707.1766680364308,-1278.9222508957143
internal_873,-1814.9753558838227,-1158.5492537317086
internal_874,-1745.5425513269481,-1132.095981317078
internal_908,-2029.9712572151054,-1281.4468795265773
internal_910,-1852.908453371677,-1116.5716807704646
internal_897,-2005.9157347477415,-1157.1738699065036
internal_900,-2066.592539171385,-1216.6170842137863
internal_905,-1759.0177945064056,-1218.9447213459225
internal_884,-2012.739396332781,-1408.6995939519966
internal_886,-2083.164859293159,-1479.130345745557
internal_892,-2015.9162842898475,-1515.3134726272096
internal_1026,-1799.7054224497908,-1217.045974253346
internal_1027,-1742.238078786541,-1104.1044819571284
internal_996,-1733.087334092709,-1250.4431845841161
internal_1008,-1800.167809074861,-1200.1833946537768
internal_1001,-1770.9689158927051,-1193.3708891335864
internal_1004,-1875.5673899039534,-1183.66293493213
internal_1174,-2003.9182230920267,-1534.825712134898
internal_1172,-2022.0125685825167,-1545.055083183952
internal_1170,-2020.4032934716868,-1397.4537855834903
internal_1165,-1763.4904167398668,-1536.2047489958325
internal_1160,-1776.2974764427959,-1583.828228068492
internal_1148,-1866.692630909989,-1499.9371570401436
internal_1186,-2037.8585256615506,-1499.7140877262107
internal_1190,-2024.33910052684,-1554.8950411499243
internal_1189,-1992.810653943296,-1353.1139253962112
internal_1199,-2111.160240402815,-1291.337909239342
internal_1209,-2117.8841798974195,-1283.3999358111635
internal_1128,-2023.4846708026998,-1218.4482176987638
internal_1130,-1888.6971624922464,-1175.659041310805
internal_1135,-1909.951957309861,-1164.4732368992218
internal_1134,-1934.2552336787257,-1192.6281110426519
internal_1137,-2019.9005735025055,-1240.435282515325
internal_1326,-1921.3417004054759,-1532.1443080547297
internal_1316,-1956.8027276570895,-1577.477070099991
internal_1319,-1927.087966284484,-1575.0205113993127
internal_1340,-1890.5904828386522,-1498.1564476458987
internal_1342,-1899.7103699576273,-1390.7860158118983
internal_1345,-1883.2600525775042,-1307.989160824157
internal_1348,-1862.4439651237735,-1201.6748747997617
internal_1077,-2083.608507152473,-1547.5412986722426
internal_1081,-2042.6100982929477,-1393.2324933710413
internal_1080,-2088.8376591581145,-1376.2563027695867
internal_1072,-2057.3868374444437,-1334.6812189417656
internal_1075,-2072.207146978197,-1469.2836620464784
internal_1058,-2117.79606564483,-1344.47658492615
internal_1059,-2122.8047065280502,-1367.8337181800593
internal_1051,-2100.2275068153454,-1417.9210619610753
internal_1113,-1959.2356051895072,-1384.178459669246
internal_1114,-1984.7375143266604,-1392.4162858181012
internal_859,-2070.566230825396,-1222.6466334183185
internal_917,-2155.857577234785,-1251.9809138389544
internal_870,-1674.1549209085447,-1244.7711900519998
internal_872,-1848.683850233478,-1122.9340998837704
internal_898,-2040.6368642536395,-1151.6113537873757
internal_899,-2010.601774816367,-1154.1908653859286
internal_885,-1999.7243923194453,-1416.1827870670268
internal_890,-2097.0019209569905,-1515.347392007121
internal_889,-2092.7528434263418,-1482.0417427167636
internal_1028,-1743.786887575957,-1094.201907480346
internal_1007,-1812.2586276572345,-1198.9827221064988
internal_1005,-1801.0810128000162,-1131.0454703091286
internal_1176,-2001.9341090540156,-1493.5176145751586
internal_1179,-2030.1346714989556,-1378.8289056055341
internal_1180,-2013.6588988407225,-1303.9242207792454
internal_1166,-1748.9588312386445,-1554.7321614900093
internal_1162,-1774.821308253914,-1585.3248725871556
internal_1156,-1853.1932300592657,-1499.3271856093227
internal_1185,-2037.1635663096683,-1498.1545826704094
internal_1193,-2026.0790788277623,-1600.6702833542868
internal_1192,-2028.316098287503,-1576.952591047202
internal_1202,-2095.6127605869424,-1289.405464622062
internal_1205,-2115.8676113356073,-1293.680128535125
internal_1210,-2145.215230622472,-1309.170573082865
internal_1129,-2018.3498116389098,-1218.0723948225475
internal_1142,-2055.449743298587,-1248.6600883026993
internal_1327,-1923.0395798653126,-1532.3004455389294
internal_1314,-1963.634776537736,-1606.1090064785901
internal_1320,-1919.1699879351447,-1581.2621253831824
internal_1341,-1868.443097116526,-1563.09819142132
internal_1338,-1894.5385260902779,-1529.3653072034815
internal_1078,-2061.195471186261,-1596.6240657557667
internal_1057,-2122.9706858458153,-1372.396691231231
internal_1063,-2096.435505723386,-1420.288420098782
internal_1052,-2110.218518438942,-1425.533909538959
internal_858,-2067.430780860063,-1220.4297843964634
internal_918,-2182.016356382866,-1265.6340568713817
internal_879,-1977.307108023857,-1424.8440674914532
internal_891,-2088.197022633576,-1503.5151485482766
internal_1175,-2111.24428944191,-1515.0485778891762
internal_1177,-2172.488287882639,-1300.290488925715
internal_1181,-2000.0915709855326,-1301.9555164954584
internal_1167,-1691.6535632874723,-1521.0377645612025
internal_1161,-1788.5592732097473,-1586.969703360334
internal_1155,-1870.0870264237342,-1498.9247661745399
internal_1195,-2070.9555214737898,-1567.2379547554024
internal_1194,-2023.5892236796958,-1588.131742284821
internal_1204,-2081.738828814484,-1295.9154293584113
internal_1203,-2059.467777739044,-1274.2251315124654
internal_1201,-2115.610641427249,-1280.4672080306732
internal_1211,-2160.186441139019,-1316.5241508024028
internal_1141,-2062.0502478036665,-1248.5705196055035
internal_1315,-1931.682805548109,-1596.730420466647
internal_1339,-1899.0300157741854,-1552.3060945491177
internal_1066,-2082.697491825636,-1242.134527907428
internal_1064,-2097.879317411783,-1448.7203071895121
internal_881,-1991.1310253845704,-1422.9695086803554
internal_1178,-2176.6230576285093,-1278.9006515327337
internal_1163,-1883.4692096239298,-1638.216469172411
internal_1153,-1884.7272077280309,-1516.2533273607862
internal_1152,-1834.4945137444859,-1439.4220974341836
internal_1208,-2132.222146940536,-1234.6397768356346
internal_1207,-2099.338775424307,-1319.3495934278326
internal_1065,-2082.6189443450667,-1591.2610332261024
internal_882,-1983.3086155682875,-1426.7486321902782
internal_1164,-1882.3403966891653,-1635.3696338208092
internal_1149,-1918.1462927154544,-1617.7945601107288
internal_1150,-1981.894414641918,-1596.359917831802
internal_1151,-1786.7726578948163,-1416.6616748060528
internal_1154,-1846.117255488142,-1280.4593606925173
internal_1206,-2045.8395201192493,-1300.5497928501152
internal_880,-1981.4705162098444,-1421.5642996817355
internal_883,-1942.9438655010413,-1416.1949318347042
