,Dim_0,Dim_1
internal_25,1124.9587220996734,847.3869585419995
internal_9,1178.6101138228191,839.5392388797426
internal_24,1081.6964202782374,853.715040735851
internal_6,1102.6703170189624,856.235081090879
internal_8,1424.6674515629236,792.0328222332785
internal_16,1045.2474977426903,854.3674461291038
internal_23,1069.2182339556207,861.0314246096286
internal_2,1113.0453863848843,859.7790913969462
internal_5,1025.2981979168396,869.1392463651766
internal_7,1515.2072588612168,872.3998740521256
internal_12,947.6123462080792,805.28754657216
internal_15,1159.5492176317628,935.510804558767
internal_19,1028.8716486644423,830.6433069370132
internal_22,1115.033512753566,914.5697212292774
internal_0,871.945061567772,931.8378116683043
internal_1,1188.063045803077,839.0378742502027
internal_3,1068.083639603463,903.6349459003865
internal_4,850.9328994122792,836.2380718634101
internal_11,927.9516175349435,813.1546663262963
internal_13,1046.5337421871554,1043.5497407406763
internal_14,1346.2032495441767,886.5101612717277
internal_17,1038.4921624832682,822.0041486498675
internal_18,999.978975494529,820.446597624209
internal_20,1057.5675179101743,913.3041465893872
internal_21,1169.0149129883876,940.0356200586729
internal_10,847.204817410398,855.9204373393912
