,Dim_0,Dim_1
internal_1180,-2041.5372055770522,-1349.3193154644096
internal_1172,-1898.878127495919,-1426.6720943488597
internal_1177,-2042.7937679549484,-1492.3210310602726
internal_1178,-2082.488426098399,-1511.5691970265414
internal_1265,-2012.1852073320745,-1338.763754119318
internal_1260,-1932.7600277369397,-1471.4274762571304
internal_1262,-1895.7929659135602,-1413.2472735049628
internal_1263,-1924.399719739965,-1521.9504038765162
internal_1281,-2071.175847548208,-1493.4858419641025
internal_1283,-2010.4560305653954,-1360.7220093504638
internal_1286,-1963.2053178802028,-1362.2241440539494
internal_1289,-2094.454041280715,-1519.52140041698
internal_1290,-2057.6674444432424,-1340.9747903950365
internal_1301,-2048.5464315736044,-1448.6537011934206
internal_1297,-2013.2415031409103,-1442.4630713811068
internal_1307,-2086.1695854571985,-1469.0507111800182
internal_1309,-2042.9579687801233,-1345.3625721041826
internal_1312,-2004.0390805403208,-1422.1424120329743
internal_1415,-2003.7872338683892,-1482.4753754165806
internal_1431,-2009.0594186514545,-1154.6044633674862
internal_1455,-2020.9749771460895,-1525.1851541583208
internal_1452,-1994.5552844341569,-1506.079475649821
internal_1458,-2038.4937102880149,-1494.9270658660503
internal_1460,-2044.139596764374,-1525.4589520462491
internal_1481,-2070.6527888384744,-1312.3963905675662
internal_1593,-1836.3169693367167,-1537.7322917880667
internal_1587,-1667.1297270864284,-1403.6548243837897
internal_1589,-1762.0717236939797,-1292.1329404074006
internal_1105,-1826.9450597138193,-1354.0047669176977
internal_1082,-1834.9994101028562,-1514.528078165247
internal_1083,-1810.627696350474,-1446.123414537282
internal_1000,-2032.5337260585902,-1576.7116995637132
internal_1004,-2081.2546830073907,-1327.2119713404288
internal_1014,-2163.7286445399473,-1282.249792056723
internal_1034,-1856.0168841131072,-1534.0950623217175
internal_1036,-1789.879111493933,-1419.416862236117
internal_1027,-2083.753833463604,-1579.9035650206345
internal_1020,-2067.599973786069,-1530.651600326201
internal_1024,-2167.382228939873,-1290.886431599479
internal_1226,-1774.8944540843765,-1183.014974875717
internal_1213,-1842.9241464468696,-1228.0551514663466
internal_1211,-1774.062948671224,-1243.380083282895
internal_1217,-1746.394447983552,-1191.514826089268
internal_1218,-1756.9447427528546,-1226.856822297214
internal_1181,-2074.748209220606,-1348.8180879958145
internal_1284,-2001.3197678418203,-1407.815483942266
internal_1303,-2040.1468473127698,-1496.6284167135966
internal_1302,-2069.785617603106,-1424.4638769060134
internal_1298,-1981.9231872781716,-1487.1898497517966
internal_1299,-2041.950919739456,-1372.1727033925533
internal_1311,-2106.284939100944,-1339.1709055173076
internal_1318,-2022.2704151697415,-1323.2745254715874
internal_1313,-2067.1872606127927,-1252.5726345243102
internal_1454,-1928.3276763587367,-1495.9215668810348
internal_1459,-2043.6363563017599,-1407.1022386294837
internal_1590,-1809.692546885303,-1097.659066953138
internal_1001,-2065.303569191889,-1566.6574334090194
internal_1035,-1782.9618345605707,-1502.5805106803589
internal_1214,-2031.8502178588737,-1268.5363840925158
internal_1212,-1793.1196634660018,-1187.0238831065262
